player,pid,pos,pick,eff,draftyr,typ,by,Y,age,horizon,nqf,pred_fwd,real_fwd,pred_ev,pred_val,real_val,resid_fwd,resid_val,active
Archer Reid,140498200736384,KEY_FWD,30,30,2023,ND,2005,2023,18.0,3,2,59.40282703215137,41.2,667.0,681.8600000000001,0.0,18.20282703215137,681.8600000000001,0
Logan Morris,140498200737088,KEY_FWD,31,31,2023,ND,2005,2023,18.0,3,3,56.25411576397715,64.0,661.0,656.4800000000001,68.0,-7.745884236022853,588.4800000000001,0
Mitchell Edwards,140498200737856,RUC,32,32,2023,ND,2005,2023,18.0,3,1,77.66539378592486,50.8,839.0,1485.6000000000001,0.0,26.865393785924866,1485.6000000000001,0
Angus Hastie,140498200738432,GEN_DEF,33,33,2023,ND,2005,2023,18.0,3,1,64.57821289593564,35.9,546.0,552.46,0.0,28.678212895935637,552.46,0
Billy Wilson,140498200739200,GEN_DEF,34,34,2023,ND,2005,2023,18.0,3,0,64.10752579010244,66.2,519.0,506.4400000000001,6.0,-2.09247420989756,500.4400000000001,0
Cooper Simpson,140498200772672,GEN_DEF,35,35,2023,ND,2005,2023,18.0,3,0,62.96322468517795,41.3,510.0,492.9400000000001,0.0,21.66322468517795,492.9400000000001,0
Shaun Mannagh,140498200773376,GEN_FWD,36,36,2023,ND,1997,2023,26.0,3,3,43.54910684352691,77.86666666666667,5.0,4.500000000000001,735.0,-34.31755982313977,-730.5,0
Tew Jiath,140498200774080,GEN_DEF,37,37,2023,ND,2005,2023,18.0,3,0,62.28562362473192,24.0,510.0,489.8800000000001,0.0,38.28562362473192,489.8800000000001,0
Clay Hall,140498200774720,MID,38,38,2023,ND,2005,2023,18.0,3,1,61.561632280544366,66.8,570.0,578.1400000000001,5.0,-5.238367719455631,573.1400000000001,0
Luamon Lual,140498200775424,GEN_DEF,39,39,2023,ND,2005,2023,18.0,3,1,62.73524708383531,35.2,10.0,534.3600000000001,0.0,27.53524708383531,534.3600000000001,0
Kane McAuliffe,140498200775872,MID,40,40,2023,ND,2005,2023,18.0,3,2,61.677788629651175,61.5,566.0,578.8600000000001,1.0,0.17778862965117526,577.8600000000001,0
Ollie Murphy,140498200776640,KEY_DEF,41,41,2023,ND,2005,2023,18.0,3,0,60.010938272631826,0.0,566.0,572.4200000000001,0.0,60.010938272631826,572.4200000000001,0
Luke Lloyd,140498200777088,KEY_DEF,42,42,2023,ND,2005,2023,18.0,3,0,59.938909884981925,0.0,561.0,564.6,0.0,59.938909884981925,564.6,0
Liam Fawcett,140498200777664,KEY_FWD,43,43,2023,ND,2005,2023,18.0,3,1,44.471767501858395,36.5,468.0,468.1600000000001,0.0,7.971767501858395,468.1600000000001,0
Joseph Fonti,140498200778368,GEN_DEF,44,44,2023,ND,2004,2023,19.0,3,2,67.91742345864587,65.55000000000001,576.0,583.4800000000001,5.0,2.3674234586458596,578.4800000000001,0
Joel Freijah,140498200779072,MID,45,45,2023,ND,2005,2023,18.0,3,3,57.84374945646266,75.63333333333334,566.0,585.84,89.0,-17.78958387687068,496.84000000000003,0
