player,pid,pos,pick,eff,draftyr,typ,by,Y,age,horizon,nqf,pred_fwd,real_fwd,pred_ev,pred_val,real_val,resid_fwd,resid_val,active
Darcy Tucker,140498199116288,GEN_DEF,27,27,2015,ND,1997,2022,25.0,4,4,51.348383212801494,58.53333333333333,11.0,2.5000000000000004,1.0,-7.184950120531838,1.5000000000000004,1
Darcy Tucker,140498199116288,GEN_DEF,27,27,2015,ND,1997,2023,26.0,3,3,60.59796097439634,58.53333333333333,11.0,16.820000000000004,2.0,2.064627641063005,14.820000000000004,1
Luke Partington,140498199117312,MID,28,28,2015,ND,1997,2015,18.0,11,1,71.52026361825331,46.7,18.0,964.6000000000001,0.0,24.820263618253307,964.6000000000001,0
Luke Partington,140498199117312,MID,28,28,2015,ND,1997,2016,19.0,10,1,73.36503297519782,46.7,18.0,1032.0800000000002,0.0,26.665032975197818,1032.0800000000002,0
Luke Partington,140498199117312,MID,28,28,2015,ND,1997,2017,20.0,9,1,69.90479102984384,46.7,18.0,817.5400000000001,0.0,23.204791029843832,817.5400000000001,1
Alex Morgan,140498199117760,GEN_DEF,29,29,2015,ND,1996,2015,19.0,11,0,69.76839170115157,46.5,12.0,681.0000000000001,0.0,23.26839170115157,681.0000000000001,0
Alex Morgan,140498199117760,GEN_DEF,29,29,2015,ND,1996,2016,20.0,10,0,64.5970840397068,46.5,12.0,509.30000000000007,0.0,18.0970840397068,509.30000000000007,0
Alex Morgan,140498199117760,GEN_DEF,29,29,2015,ND,1996,2017,21.0,9,0,61.08534890832823,46.5,12.0,304.88000000000005,0.0,14.585348908328228,304.88000000000005,0
Alex Morgan,140498199117760,GEN_DEF,29,29,2015,ND,1996,2018,22.0,8,0,56.35960705855672,46.5,12.0,114.54000000000002,0.0,9.859607058556719,114.54000000000002,0
Mason Redman,140498199151040,GEN_DEF,30,30,2015,ND,1997,2015,18.0,11,8,67.7300987158471,92.90000000000002,541.0,569.2,1145.0,-25.169901284152914,-575.8,0
Mason Redman,140498199151040,GEN_DEF,30,30,2015,ND,1997,2016,19.0,10,8,68.98690841082932,92.90000000000002,412.0,466.2200000000001,1289.0,-23.913091589170705,-822.78,0
Mason Redman,140498199151040,GEN_DEF,30,30,2015,ND,1997,2017,20.0,9,8,64.73858770946096,92.90000000000002,236.0,457.58000000000004,1420.0,-28.16141229053906,-962.42,0
Mason Redman,140498199151040,GEN_DEF,30,30,2015,ND,1997,2018,21.0,8,8,64.43730241868205,92.90000000000002,292.0,343.38000000000005,1562.0,-28.46269758131797,-1218.62,0
Mason Redman,140498199151040,GEN_DEF,30,30,2015,ND,1997,2019,22.0,7,8,78.04644510070457,92.90000000000002,122.0,758.0600000000002,1713.0,-14.853554899295446,-954.9399999999998,1
Mason Redman,140498199151040,GEN_DEF,30,30,2015,ND,1997,2020,23.0,6,7,73.33726416941565,92.90000000000002,465.0,465.12000000000006,1860.0,-19.562735830584373,-1394.8799999999999,1
Mason Redman,140498199151040,GEN_DEF,30,30,2015,ND,1997,2021,24.0,5,6,79.34733558175319,92.90000000000002,897.0,935.3600000000001,1947.0,-13.552664418246835,-1011.6399999999999,1
Mason Redman,140498199151040,GEN_DEF,30,30,2015,ND,1997,2022,25.0,4,5,89.79724117954616,92.90000000000002,2100.0,2209.7200000000003,1907.0,-3.1027588204538574,302.72000000000025,1
Mason Redman,140498199151040,GEN_DEF,30,30,2015,ND,1997,2023,26.0,3,4,90.58437041010053,92.23333333333333,1969.0,2071.9800000000005,1693.0,-1.6489629232328014,378.9800000000005,1
Ryan Clarke,140498199152256,MID,31,31,2015,ND,1997,2015,18.0,11,7,66.02684674886885,69.5,14.0,669.1400000000001,9.0,-3.4731532511311514,660.1400000000001,0
Ryan Clarke,140498199152256,MID,31,31,2015,ND,1997,2016,19.0,10,7,75.83342610091681,69.5,14.0,834.0200000000001,11.0,6.33342610091681,823.0200000000001,1
Ryan Clarke,140498199152256,MID,31,31,2015,ND,1997,2017,20.0,9,6,83.41887550160757,69.5,14.0,1199.72,16.0,13.918875501607573,1183.72,1
Ryan Clarke,140498199152256,MID,31,31,2015,ND,1997,2018,21.0,8,5,83.64005047715057,66.10000000000001,14.0,1245.2600000000002,11.0,17.540050477150558,1234.2600000000002,1
Ryan Clarke,140498199152256,MID,31,31,2015,ND,1997,2019,22.0,7,4,74.74826521796726,58.800000000000004,14.0,593.9000000000001,4.0,15.948265217967254,589.9000000000001,1
Ryan Clarke,140498199152256,MID,31,31,2015,ND,1997,2020,23.0,6,3,74.44140797491366,51.23333333333333,14.0,628.6800000000001,56.0,23.208074641580332,572.6800000000001,1
Ryan Clarke,140498199152256,MID,31,31,2015,ND,1997,2021,24.0,5,2,47.27671781317725,38.900000000000006,14.0,2.4000000000000004,0.0,8.376717813177244,2.4000000000000004,0
Ryan Clarke,140498199152256,MID,31,31,2015,ND,1997,2022,25.0,4,2,45.53308582903383,38.900000000000006,14.0,0.56,0.0,6.633085829033824,0.56,1
Ryan Clarke,140498199152256,MID,31,31,2015,ND,1997,2023,26.0,3,1,43.26603344311341,34.2,14.0,0.28,0.0,9.066033443113405,0.28,1
Brayden Sier,140498199153216,MID,32,32,2015,ND,1998,2015,18.0,11,3,66.7635639191619,57.1,13.0,672.4000000000001,0.0,9.663563919161895,672.4000000000001,0
Brayden Sier,140498199153216,MID,32,32,2015,ND,1998,2016,19.0,10,3,71.11044712918103,57.1,13.0,743.8400000000001,0.0,14.010447129181024,743.8400000000001,0
Brayden Sier,140498199153216,MID,32,32,2015,ND,1998,2017,20.0,9,3,68.93309569409298,57.1,13.0,711.3000000000002,0.0,11.833095694092982,711.3000000000002,0
Brayden Sier,140498199153216,MID,32,32,2015,ND,1998,2018,21.0,8,3,78.74587862955174,57.1,13.0,1120.64,173.0,21.64587862955174,947.6400000000001,1
Brayden Sier,140498199153216,MID,32,32,2015,ND,1998,2019,22.0,7,2,69.93123057569095,47.150000000000006,13.0,630.2000000000002,36.0,22.78123057569094,594.2000000000002,1
Brayden Sier,140498199153216,MID,32,32,2015,ND,1998,2020,23.0,6,1,70.78056327112579,44.6,13.0,632.94,38.0,26.180563271125784,594.94,0
Brayden Sier,140498199153216,MID,32,32,2015,ND,1998,2021,24.0,5,1,59.701044406701165,44.6,13.0,87.36000000000001,8.0,15.101044406701163,79.36000000000001,1
Mitchell Hibberd,140498199153856,MID,33,33,2015,ND,1996,2015,19.0,11,0,70.56641983558504,60.8,14.0,675.6800000000001,1.0,9.76641983558504,674.6800000000001,0
Mitchell Hibberd,140498199153856,MID,33,33,2015,ND,1996,2016,20.0,10,0,64.63466610535802,60.8,14.0,494.1600000000001,1.0,3.834666105358025,493.1600000000001,0
Mitchell Hibberd,140498199153856,MID,33,33,2015,ND,1996,2017,21.0,9,0,60.16859601080627,60.8,14.0,346.08000000000004,1.0,-0.6314039891937284,345.08000000000004,0
Mitchell Hibberd,140498199153856,MID,33,33,2015,ND,1996,2018,22.0,8,0,56.11579366058226,60.8,14.0,171.30000000000004,1.0,-4.6842063394177345,170.30000000000004,0
Mitchell Hibberd,140498199153856,MID,33,33,2015,ND,1996,2019,23.0,7,0,56.37118327010309,60.8,14.0,121.78000000000003,2.0,-4.4288167298969086,119.78000000000003,0
Mitchell Hibberd,140498199153856,MID,33,33,2015,ND,1996,2020,24.0,6,0,58.96458601659618,60.8,14.0,143.38000000000002,2.0,-1.835413983403818,141.38000000000002,0
Joshua Schoenfeld,140498199154368,MID,34,34,2015,ND,1997,2015,18.0,11,1,64.70084047224431,52.8,11.0,549.3600000000001,0.0,11.900840472244312,549.3600000000001,0
Joshua Schoenfeld,140498199154368,MID,34,34,2015,ND,1997,2016,19.0,10,1,73.66488722323645,52.8,11.0,660.3600000000001,1.0,20.86488722323645,659.3600000000001,0
Joshua Schoenfeld,140498199154368,MID,34,34,2015,ND,1997,2017,20.0,9,1,69.62363300205945,52.8,11.0,615.7600000000001,0.0,16.823633002059452,615.7600000000001,0
Joshua Schoenfeld,140498199154368,MID,34,34,2015,ND,1997,2018,21.0,8,1,64.55536524444388,52.8,11.0,386.4600000000001,0.0,11.75536524444388,386.4600000000001,1
Joshua Schoenfeld,140498199154368,MID,34,34,2015,ND,1997,2019,22.0,7,0,57.54755121273355,47.0,11.0,154.50000000000003,0.0,10.547551212733552,154.50000000000003,0
Marcus Adams,140498199155008,KEY_DEF,35,35,2015,ND,1993,2015,22.0,11,6,53.50320055043753,77.86666666666666,4.0,184.96000000000004,1012.0,-24.363466116229127,-827.04,0
Marcus Adams,140498199155008,KEY_DEF,35,35,2015,ND,1993,2016,23.0,10,6,61.81941070041637,77.86666666666666,4.0,2087.9600000000005,2105.0,-16.04725596625029,-17.03999999999951,1
Marcus Adams,140498199155008,KEY_DEF,35,35,2015,ND,1993,2017,24.0,9,5,70.10129692898843,74.26666666666667,4.0,2085.9600000000005,1694.0,-4.165369737678233,391.9600000000005,1
Marcus Adams,140498199155008,KEY_DEF,35,35,2015,ND,1993,2018,25.0,8,4,65.80614946252119,71.06666666666666,4.0,1419.8400000000001,1124.0,-5.260517204145472,295.84000000000015,1
Marcus Adams,140498199155008,KEY_DEF,35,35,2015,ND,1993,2019,26.0,7,3,60.57404376956284,66.16666666666667,4.0,840.0200000000001,593.0,-5.59262289710383,247.0200000000001,1
Marcus Adams,140498199155008,KEY_DEF,35,35,2015,ND,1993,2020,27.0,6,2,54.61625828014395,71.85,4.0,722.0000000000001,589.0,-17.23374171985604,133.0000000000001,0
Marcus Adams,140498199155008,KEY_DEF,35,35,2015,ND,1993,2021,28.0,5,2,67.83890634427692,71.85,4.0,816.1200000000001,462.0,-4.011093655723073,354.1200000000001,1
Marcus Adams,140498199155008,KEY_DEF,35,35,2015,ND,1993,2022,29.0,4,1,66.06062059770942,69.8,4.0,536.0200000000001,287.0,-3.739379402290581,249.0200000000001,1
Tom Cole,140498199155904,GEN_DEF,36,36,2015,ND,1997,2015,18.0,11,8,62.333544010741115,70.10000000000001,515.0,489.8800000000001,16.0,-7.766455989258894,473.8800000000001,0
Tom Cole,140498199155904,GEN_DEF,36,36,2015,ND,1997,2016,19.0,10,8,66.62723089992507,70.10000000000001,398.0,438.12000000000006,18.0,-3.4727691000749417,420.12000000000006,0
Tom Cole,140498199155904,GEN_DEF,36,36,2015,ND,1997,2017,20.0,9,8,62.18329020605863,70.10000000000001,302.0,293.36000000000007,21.0,-7.916709793941379,272.36000000000007,0
Tom Cole,140498199155904,GEN_DEF,36,36,2015,ND,1997,2018,21.0,8,8,77.34748002942129,70.10000000000001,144.0,701.9000000000001,23.0,7.247480029421283,678.9000000000001,1
Tom Cole,140498199155904,GEN_DEF,36,36,2015,ND,1997,2019,22.0,7,7,71.55044376083137,70.10000000000001,447.0,340.9000000000001,26.0,1.4504437608313623,314.9000000000001,1
Tom Cole,140498199155904,GEN_DEF,36,36,2015,ND,1997,2020,23.0,6,6,72.5410977136889,70.10000000000001,379.0,337.18000000000006,31.0,2.4410977136888903,306.18000000000006,1
Tom Cole,140498199155904,GEN_DEF,36,36,2015,ND,1997,2021,24.0,5,5,66.1398372345324,69.63333333333334,114.0,88.4,29.0,-3.4934960988009465,59.400000000000006,1
Tom Cole,140498199155904,GEN_DEF,36,36,2015,ND,1997,2022,25.0,4,4,61.58334942663747,69.63333333333334,57.0,43.260000000000005,31.0,-8.049983906695871,12.260000000000005,0
Tom Cole,140498199155904,GEN_DEF,36,36,2015,ND,1997,2023,26.0,3,4,62.352961928734146,69.63333333333334,37.0,35.02,29.0,-7.280371404599194,6.020000000000003,1
Riley Bonner,140498199157120,GEN_DEF,37,37,2015,ND,1997,2015,18.0,11,7,62.28562362473192,72.76666666666667,10.0,489.8800000000001,33.0,-10.481043041934747,456.8800000000001,0
Riley Bonner,140498199157120,GEN_DEF,37,37,2015,ND,1997,2016,19.0,10,7,67.55273651231583,72.76666666666667,10.0,536.8800000000001,37.0,-5.213930154350834,499.8800000000001,0
Riley Bonner,140498199157120,GEN_DEF,37,37,2015,ND,1997,2017,20.0,9,7,68.2427792550641,72.76666666666667,10.0,933.3600000000001,307.0,-4.523887411602573,626.3600000000001,0
Riley Bonner,140498199157120,GEN_DEF,37,37,2015,ND,1997,2018,21.0,8,7,75.71007604391241,72.76666666666667,10.0,761.5000000000001,104.0,2.943409377245743,657.5000000000001,1
Riley Bonner,140498199157120,GEN_DEF,37,37,2015,ND,1997,2019,22.0,7,6,78.73434789785283,72.76666666666667,10.0,780.3600000000001,64.0,5.9676812311861624,716.3600000000001,1
Riley Bonner,140498199157120,GEN_DEF,37,37,2015,ND,1997,2020,23.0,6,5,71.55331845855451,72.76666666666667,10.0,337.06000000000006,61.0,-1.2133482081121514,276.06000000000006,1
Riley Bonner,140498199157120,GEN_DEF,37,37,2015,ND,1997,2021,24.0,5,4,74.20102651684063,72.76666666666667,10.0,541.1400000000001,73.0,1.434359850173962,468.1400000000001,1
Riley Bonner,140498199157120,GEN_DEF,37,37,2015,ND,1997,2022,25.0,4,3,71.98627060392035,65.96666666666667,10.0,374.62000000000006,44.0,6.019603937253677,330.62000000000006,1
Riley Bonner,140498199157120,GEN_DEF,37,37,2015,ND,1997,2023,26.0,3,2,59.98478892500378,63.099999999999994,10.0,27.66,5.0,-3.1152110749962176,22.66,1
Harley Balic,140498199158080,GEN_FWD,38,38,2015,ND,1997,2015,18.0,11,0,57.62817917773639,57.5,10.0,507.7200000000001,5.0,0.1281791777363921,502.7200000000001,0
Harley Balic,140498199158080,GEN_FWD,38,38,2015,ND,1997,2016,19.0,10,0,61.329211843452605,57.5,10.0,580.46,5.0,3.8292118434526046,575.46,0
Harley Balic,140498199158080,GEN_FWD,38,38,2015,ND,1997,2017,20.0,9,0,60.96182062641827,57.5,10.0,534.58,14.0,3.461820626418273,520.58,0
Rhys Mathieson,140498199158528,MID,39,39,2015,ND,1997,2015,18.0,11,6,61.71222713942676,70.23333333333333,11.0,579.2200000000001,12.0,-8.521106193906576,567.2200000000001,0
Rhys Mathieson,140498199158528,MID,39,39,2015,ND,1997,2016,19.0,10,6,82.99842028652981,70.23333333333333,11.0,1196.1000000000001,43.0,12.765086953196473,1153.1000000000001,1
Rhys Mathieson,140498199158528,MID,39,39,2015,ND,1997,2017,20.0,9,5,89.77552310756975,68.13333333333334,11.0,1767.8400000000001,60.0,21.642189774236414,1707.8400000000001,1
Rhys Mathieson,140498199158528,MID,39,39,2015,ND,1997,2018,21.0,8,4,84.80628664945222,63.83333333333334,11.0,1318.2200000000003,35.0,20.972953316118875,1283.2200000000003,1
Rhys Mathieson,140498199158528,MID,39,39,2015,ND,1997,2019,22.0,7,3,73.92642924178601,56.166666666666664,11.0,570.98,12.0,17.759762575119346,558.98,1
Rhys Mathieson,140498199158528,MID,39,39,2015,ND,1997,2020,23.0,6,2,75.64505633800485,54.300000000000004,11.0,774.7800000000001,12.0,21.345056338004845,762.7800000000001,0
Rhys Mathieson,140498199158528,MID,39,39,2015,ND,1997,2021,24.0,5,2,46.6431311501058,54.300000000000004,11.0,3.3000000000000003,1.0,-7.656868849894202,2.3000000000000003,1
Rhys Mathieson,140498199158528,MID,39,39,2015,ND,1997,2022,25.0,4,1,59.707009661735704,64.4,11.0,47.74,4.0,-4.692990338264302,43.74,1
Brandon White,140498199159424,GEN_DEF,40,40,2015,ND,1997,2015,18.0,11,1,62.741256641767414,53.5,10.0,538.1400000000001,0.0,9.241256641767414,538.1400000000001,0
Brandon White,140498199159424,GEN_DEF,40,40,2015,ND,1997,2016,19.0,10,1,67.83704906548668,53.5,10.0,550.4000000000001,0.0,14.337049065486681,550.4000000000001,0
Brandon White,140498199159424,GEN_DEF,40,40,2015,ND,1997,2017,20.0,9,1,65.78869796928629,53.5,10.0,503.2000000000001,2.0,12.28869796928629,501.2000000000001,0
Brandon White,140498199159424,GEN_DEF,40,40,2015,ND,1997,2018,21.0,8,1,63.71753975363373,53.5,10.0,324.80000000000007,2.0,10.21753975363373,322.80000000000007,1
Brandon White,140498199159424,GEN_DEF,40,40,2015,ND,1997,2019,22.0,7,0,60.472721972437526,66.0,10.0,159.66000000000003,9.0,-5.527278027562474,150.66000000000003,0
Matthew Flynn,140498199160064,RUC,41,41,2015,ND,1997,2015,18.0,11,4,70.25296660196375,86.43333333333334,717.0,797.3600000000001,449.0,-16.18036673136959,348.3600000000001,0
Matthew Flynn,140498199160064,RUC,41,41,2015,ND,1997,2016,19.0,10,4,76.87209531479024,86.43333333333334,573.0,943.1200000000001,506.0,-9.561238018543094,437.1200000000001,0
Matthew Flynn,140498199160064,RUC,41,41,2015,ND,1997,2017,20.0,9,4,75.80079056794176,86.43333333333334,432.0,926.2200000000001,570.0,-10.632542765391577,356.22000000000014,0
Matthew Flynn,140498199160064,RUC,41,41,2015,ND,1997,2018,21.0,8,4,73.17232962080853,86.43333333333334,432.0,816.5600000000002,641.0,-13.261003712524811,175.56000000000017,0
Matthew Flynn,140498199160064,RUC,41,41,2015,ND,1997,2019,22.0,7,4,73.87576815192642,86.43333333333334,429.0,735.1800000000001,722.0,-12.557565181406915,13.180000000000064,0
Matthew Flynn,140498199160064,RUC,41,41,2015,ND,1997,2020,23.0,6,4,73.68828728593371,86.43333333333334,388.0,773.3000000000001,812.0,-12.745046047399626,-38.69999999999993,0
Matthew Flynn,140498199160064,RUC,41,41,2015,ND,1997,2021,24.0,5,4,84.18724322435153,86.43333333333334,229.0,2100.1200000000003,1381.0,-2.2460901089818037,719.1200000000003,1
Matthew Flynn,140498199160064,RUC,41,41,2015,ND,1997,2022,25.0,4,3,86.43408160358156,85.0,2012.0,2021.6000000000004,1141.0,1.4340816035815607,880.6000000000004,1
Matthew Flynn,140498199160064,RUC,41,41,2015,ND,1997,2023,26.0,3,2,83.86972206731743,85.35,1733.0,1741.8000000000002,1058.0,-1.4802779326825686,683.8000000000002,1
Mitch King,140498199161024,KEY_FWD,42,42,2015,ND,1997,2015,18.0,11,0,44.61334122306884,0.0,10.0,482.20000000000005,0.0,44.61334122306884,482.20000000000005,0
Corey Wagner,140498199161408,GEN_DEF,43,43,2015,ND,1997,2015,18.0,11,5,62.58758553369722,71.16666666666667,510.0,521.4000000000001,22.0,-8.57908113296945,499.4000000000001,0
Corey Wagner,140498199161408,GEN_DEF,43,43,2015,ND,1997,2016,19.0,10,5,66.57257221110372,71.16666666666667,377.0,417.64000000000004,24.0,-4.594094455562953,393.64000000000004,0
Corey Wagner,140498199161408,GEN_DEF,43,43,2015,ND,1997,2017,20.0,9,5,63.386097095976105,71.16666666666667,312.0,338.58000000000004,28.0,-7.780569570690567,310.58000000000004,0
Corey Wagner,140498199161408,GEN_DEF,43,43,2015,ND,1997,2018,21.0,8,5,60.15956443884297,71.16666666666667,188.0,232.46000000000004,31.0,-11.007102227823701,201.46000000000004,0
Corey Wagner,140498199161408,GEN_DEF,43,43,2015,ND,1997,2019,22.0,7,5,66.49107849390728,71.16666666666667,115.0,298.14000000000004,35.0,-4.67558817275939,263.14000000000004,1
Corey Wagner,140498199161408,GEN_DEF,43,43,2015,ND,1997,2020,23.0,6,4,59.73237079302723,71.16666666666667,100.0,87.72000000000001,39.0,-11.434295873639442,48.72000000000001,0
Corey Wagner,140498199161408,GEN_DEF,43,43,2015,ND,1997,2021,24.0,5,4,55.134309797062684,71.16666666666667,46.0,32.540000000000006,43.0,-16.032356869603987,-10.459999999999994,0
Corey Wagner,140498199161408,GEN_DEF,43,43,2015,ND,1997,2022,25.0,4,4,51.8374667806208,71.16666666666667,26.0,15.180000000000001,46.0,-19.32919988604587,-30.82,0
Corey Wagner,140498199161408,GEN_DEF,43,43,2015,ND,1997,2023,26.0,3,4,64.1591491876729,71.16666666666667,145.0,148.42000000000002,44.0,-7.007517478993776,104.42000000000002,1
Blake Hardwick,140498199162560,GEN_DEF,44,44,2015,ND,1997,2015,18.0,11,10,62.26961094825401,85.46666666666665,510.0,613.9200000000001,697.0,-23.197055718412642,-83.07999999999993,0
Blake Hardwick,140498199162560,GEN_DEF,44,44,2015,ND,1997,2016,19.0,10,10,66.66422865680481,85.46666666666665,334.0,575.0200000000001,784.0,-18.802438009861845,-208.9799999999999,0
Blake Hardwick,140498199162560,GEN_DEF,44,44,2015,ND,1997,2017,20.0,9,10,78.45441752648536,85.46666666666665,1019.0,1032.7800000000002,872.0,-7.0122491401812965,160.7800000000002,1
Blake Hardwick,140498199162560,GEN_DEF,44,44,2015,ND,1997,2018,21.0,8,9,84.18018534422355,85.46666666666665,1531.0,1551.4000000000003,994.0,-1.2864813224431089,557.4000000000003,1
Blake Hardwick,140498199162560,GEN_DEF,44,44,2015,ND,1997,2019,22.0,7,8,88.45012979147623,85.46666666666665,2130.0,2157.6600000000003,1160.0,2.9834631248095747,997.6600000000003,1
Blake Hardwick,140498199162560,GEN_DEF,44,44,2015,ND,1997,2020,23.0,6,7,84.3196122675851,85.23333333333333,1559.0,1578.9,1118.0,-0.9137210657482342,460.9000000000001,1
Blake Hardwick,140498199162560,GEN_DEF,44,44,2015,ND,1997,2021,24.0,5,6,92.40396384759447,85.23333333333333,2820.0,2857.1000000000004,1608.0,7.170630514261134,1249.1000000000004,1
Blake Hardwick,140498199162560,GEN_DEF,44,44,2015,ND,1997,2022,25.0,4,5,83.10611798651432,80.56666666666666,1406.0,1424.4400000000003,658.0,2.5394513198476574,766.4400000000003,1
