key,Y,type,pos,age,games,tenure,peak_fwd,dv_fwd,pred_raw,b4,b2,b5_raw,b5_tap,asc,in_trainpool,pickless
matthew-buntine,2012,ND,SD,19.0,6,1,61.73,16.3,104.41,92.8,74.92,104.41,104.41,1.0,1,0
matthew-buntine,2013,ND,SD,20.0,9,2,61.73,13.7,99.75,86.63,70.95,99.75,99.75,1.0,1,0
matthew-buntine,2014,ND,SD,21.0,16,3,61.73,0.9,102.99,89.28,74.07,102.99,99.52,0.88,1,0
matthew-buntine,2015,ND,SD,22.0,27,4,55.63,0.1,95.27,89.33,69.51,95.27,89.09,0.76,1,0
matthew-buntine,2016,ND,SD,23.0,39,5,52.33,0.1,86.91,80.17,62.47,86.91,78.84,0.67,1,0
matthew-buntine,2017,ND,SD,24.0,41,6,48.57,0.1,81.6,75.13,58.05,81.6,71.71,0.58,1,0
matthew-buntine,2018,ND,SD,25.0,50,7,48.57,0.0,79.22,70.6,54.85,79.22,67.52,0.52,1,0
matthew-buntine,2019,ND,SD,26.0,59,8,46.55,0.0,75.86,67.1,48.83,75.86,61.26,0.46,1,0
chad-wingard,2011,ND,SF,18.0,0,0,95.83,2361.9,101.87,94.55,74.26,101.87,101.87,1.0,1,0
chad-wingard,2012,ND,SF,19.0,19,1,95.83,2692.5,95.35,91.79,70.56,95.35,95.35,1.0,1,0
chad-wingard,2013,ND,SF,20.0,43,2,95.83,2490.4,110.77,105.78,96.81,110.77,110.77,1.0,1,0
chad-wingard,2014,ND,SF,21.0,67,3,94.0,2440.1,110.68,100.78,94.48,110.68,109.14,0.905,1,0
chad-wingard,2015,ND,SF,22.0,89,4,94.0,1937.3,116.89,112.45,99.41,116.89,114.43,0.859,1,0
chad-wingard,2016,ND,SF,23.0,107,5,90.93,1843.1,107.97,102.61,92.28,107.97,104.09,0.752,1,0
