key,name,club,affl_team,pos,previous_round,current_round,played,score,prev_value,cur_value,value_change,value_change_pct,prev_rank,cur_rank,rank_change,prev_pos_rank,cur_pos_rank,pos_rank_change
cillian-bourke,Cillian Bourke,Essendon,Free agents,Def,21,22,DNP,DNP,84,80,-4,-4.76,644,652,-8,139,141,-2
cillian-burke,Cillian Burke,Geelong,Port Adelaide Power,Def,21,22,DNP,DNP,55,54,-1,-1.82,697,700,-3,148,150,-2
clay-hall,Clay Hall,West Coast,Collingwood Magpies,Mid,21,22,DNP,DNP,286,245,-41,-14.34,432,461,-29,101,107,-6
clayton-oliver,Clayton Oliver,GWS,North Melbourne Kangaroos,Mid,21,22,PLAYED,83.0,2398,2366,-32,-1.33,89,90,-1,33,34,-1
cody-anderson,Cody Anderson,Hawthorn,Free agents,Fwd,21,22,DNP,DNP,63,62,-1,-1.59,690,690,0,186,186,0
cody-angove,Cody Angove,GWS,Hawthorn Hawks,Fwd,21,22,DNP,DNP,495,483,-12,-2.42,348,352,-4,84,85,-1
cody-curtin,Cody Curtin,Brisbane,St Kilda Saints,Key Fwd,21,22,DNP,DNP,548,524,-24,-4.38,328,340,-12,45,48,-3
cody-weightman,Cody Weightman,Western Bulldogs,Collingwood Magpies,Fwd,21,22,PLAYED,58.0,151,155,4,2.65,557,550,7,141,142,-1
colby-mckercher,Colby McKercher,North Melbourne,Richmond Tigers,Def,21,22,PLAYED,87.0,4434,4339,-95,-2.14,26,28,-2,4,5,-1
connor-budarick,Connor Budarick,Western Bulldogs,Brisbane Lions,Fwd,21,22,DNP,DNP,284,284,0,0.0,434,430,4,105,105,0
connor-idun,Connor Idun,GWS,North Melbourne Kangaroos,Def,21,22,PLAYED,70.0,2283,2257,-26,-1.14,98,99,-1,23,21,2
connor-macdonald,Connor MacDonald,Hawthorn,Richmond Tigers,Fwd,21,22,PLAYED,64.0,2849,2777,-72,-2.53,67,70,-3,16,19,-3
connor-o-sullivan,Connor O'Sullivan,Geelong,Western Bulldogs,Key Def,21,22,PLAYED,55.0,2947,2934,-13,-0.44,63,65,-2,4,4,0
connor-rozee,Connor Rozee,Port Adelaide,Adelaide Crows,Def,21,22,DNP,DNP,2830,2765,-65,-2.3,68,71,-3,13,13,0
conor-mckenna,Conor McKenna,Brisbane,St Kilda Saints,Fwd,21,22,PLAYED,62.0,7,7,0,0.0,800,800,0,226,226,0
conor-nash,Conor Nash,Hawthorn,Sydney Swans,Mid,21,22,DNP,DNP,239,239,0,0.0,467,464,3,109,108,1
conor-stone,Conor Stone,GWS,Brisbane Lions,Def,21,22,DNP,DNP,76,76,0,0.0,666,661,5,143,143,0
cooper-bell,Cooper Bell,Gold Coast,Free agents,Key Fwd,21,22,DNP,DNP,157,152,-5,-3.18,548,557,-9,86,90,-4
cooper-duff-tytler,Cooper Duff-Tytler,West Coast,Fremantle Dockers,Key Fwd,21,22,PLAYED,68.0,1514,1596,82,5.42,161,153,8,17,18,-1
cooper-harvey,Cooper Harvey,North Melbourne,Richmond Tigers,Fwd,21,22,DNP,DNP,544,540,-4,-0.74,330,332,-2,80,81,-1
cooper-hynes,Cooper Hynes,Western Bulldogs,Fremantle Dockers,Fwd,21,22,PLAYED,60.0,1382,1402,20,1.45,173,171,2,41,42,-1
cooper-lord,Cooper Lord,Carlton,Western Bulldogs,Mid,21,22,PLAYED,78.0,1150,1285,135,11.74,208,187,21,53,46,7
cooper-sharman,Cooper Sharman,St Kilda,Adelaide Crows,Key Fwd,21,22,PLAYED,46.0,542,450,-92,-16.97,333,366,-33,46,57,-11
cooper-simpson,Cooper Simpson,Fremantle,Richmond Tigers,Def,21,22,DNP,DNP,180,179,-1,-0.56,517,514,3,116,114,2
cooper-trembath,Cooper Trembath,North Melbourne,Richmond Tigers,Key Fwd,21,22,PLAYED,31.0,2053,2028,-25,-1.22,120,120,0,9,9,0
corey-durdin,Corey Durdin,Carlton,Port Adelaide Power,Fwd,21,22,PLAYED,62.0,48,49,1,2.08,719,714,5,199,197,2
corey-wagner,Corey Wagner,Fremantle,Sydney Swans,Def,21,22,DNP,DNP,20,20,0,0.0,773,771,2,166,166,0
corey-warner,Corey Warner,Sydney,Melbourne Demons,Fwd,21,22,DNP,DNP,49,49,0,0.0,714,715,-1,197,198,-1
dan-houston,Dan Houston,Collingwood,St Kilda Saints,Def,21,22,PLAYED,83.0,1127,1113,-14,-1.24,212,213,-1,51,53,-2
dane-rampe,Dane Rampe,Sydney,Brisbane Lions,Def,21,22,DNP,DNP,12,12,0,0.0,786,786,0,169,170,-1
daniel-annable,Daniel Annable,Brisbane,Fremantle Dockers,Mid,21,22,PLAYED,36.0,1364,1452,88,6.45,175,167,8,43,43,0
daniel-butler,Daniel Butler,St Kilda,Free agents,Fwd,21,22,DNP,DNP,10,10,0,0.0,793,791,2,223,223,0
daniel-curtin,Daniel Curtin,Adelaide,Melbourne Demons,Mid,21,22,PLAYED,43.0,2487,2451,-36,-1.45,80,85,-5,30,31,-1
daniel-mcstay,Daniel McStay,Collingwood,Brisbane Lions,Key Fwd,21,22,PLAYED,120.0,216,344,128,59.26,491,409,82,76,62,14
daniel-rioli,Daniel Rioli,Gold Coast,Collingwood Magpies,Def,21,22,PLAYED,86.0,620,651,31,5.0,310,299,11,77,74,3
daniel-turner,Daniel Turner,Melbourne,Sydney Swans,Key Def,21,22,PLAYED,62.0,1607,1547,-60,-3.73,149,157,-8,9,9,0
dante-visentini,Dante Visentini,Port Adelaide,Adelaide Crows,Key Fwd,21,22,PLAYED,45.0,1262,1290,28,2.22,192,184,8,25,24,1
darcy-byrne-jones,Darcy Byrne-Jones,Port Adelaide,Port Adelaide Power,Fwd,21,22,PLAYED,72.0,703,674,-29,-4.13,285,292,-7,68,70,-2
darcy-cameron,Darcy Cameron,Collingwood,West Coast Eagles,Ruck,21,22,PLAYED,129.0,1586,1692,106,6.68,152,142,10,13,13,0
darcy-fogarty,Darcy Fogarty,Adelaide,Port Adelaide Power,Key Fwd,21,22,DNP,DNP,868,876,8,0.92,254,253,1,36,35,1
darcy-fort,Darcy Fort,Geelong,Collingwood Magpies,Ruck,21,22,PLAYED,60.0,21,16,-5,-23.81,770,777,-7,48,48,0
darcy-gardiner,Darcy Gardiner,Brisbane,Geelong Cats,Key Def,21,22,PLAYED,24.0,33,33,0,0.0,750,749,1,73,73,0
darcy-jones,Darcy Jones,GWS,Essendon Bombers,Fwd,21,22,DNP,DNP,1321,1288,-33,-2.5,185,186,-1,45,45,0
darcy-moore,Darcy Moore,Collingwood,Essendon Bombers,Key Def,21,22,DNP,DNP,146,143,-3,-2.05,565,568,-3,48,47,1
darcy-parish,Darcy Parish,Essendon,Collingwood Magpies,Mid,21,22,DNP,DNP,569,569,0,0.0,318,322,-4,73,73,0
darcy-wilmot,Darcy Wilmot,Brisbane,Hawthorn Hawks,Def,21,22,PLAYED,75.0,3379,3359,-20,-0.59,53,54,-1,11,11,0
darcy-wilson,Darcy Wilson,St Kilda,Western Bulldogs,Fwd,21,22,PLAYED,82.0,3293,3260,-33,-1.0,57,58,-1,12,12,0
darragh-joyce,Darragh Joyce,Brisbane,Free agents,Key Def,21,22,DNP,DNP,7,7,0,0.0,801,801,0,82,82,0
dayne-zorko,Dayne Zorko,Brisbane,Port Adelaide Power,Def,21,22,PLAYED,92.0,1040,1012,-28,-2.69,218,227,-9,54,55,-1
deven-robertson,Deven Robertson,West Coast,Melbourne Demons,Fwd,21,22,DNP,DNP,170,162,-8,-4.71,530,538,-8,132,135,-3
dion-prestia,Dion Prestia,Richmond,Sydney Swans,Fwd,21,22,PLAYED,56.0,296,255,-41,-13.85,425,451,-26,102,108,-6
dougal-howard,Dougal Howard,St Kilda,Port Adelaide Power,Key Def,21,22,DNP,DNP,47,46,-1,-2.13,726,728,-2,66,67,-1
dylan-moore,Dylan Moore,Hawthorn,Hawthorn Hawks,Fwd,21,22,PLAYED,77.0,1174,1199,25,2.13,205,200,5,51,51,0
dylan-patterson,Dylan Patterson,Gold Coast,Melbourne Demons,Def,21,22,DNP,DNP,1719,1672,-47,-2.73,141,146,-5,35,36,-1
dylan-stephens,Dylan Stephens,North Melbourne,Essendon Bombers,Mid,21,22,PLAYED,123.0,423,628,205,48.46,380,307,73,86,70,16
dyson-sharp,Dyson Sharp,Essendon,Fremantle Dockers,Fwd,21,22,PLAYED,96.0,2794,3182,388,13.89,69,60,9,17,13,4
eamonn-armstrong,Eamonn Armstrong,St Kilda,Hawthorn Hawks,Def,21,22,DNP,DNP,55,54,-1,-1.82,698,701,-3,149,151,-2
ed-langdon,Ed Langdon,Melbourne,West Coast Eagles,Fwd,21,22,PLAYED,41.0,903,807,-96,-10.63,248,263,-15,61,64,-3
ed-richards,Ed Richards,Western Bulldogs,St Kilda Saints,Mid,21,22,PLAYED,114.0,3949,3979,30,0.76,38,38,0,15,16,-1
edward-allan,Edward Allan,Collingwood,Richmond Tigers,Mid,21,22,PLAYED,99.0,815,942,127,15.58,261,243,18,63,60,3
elijah-hewett,Elijah Hewett,West Coast,Melbourne Demons,Mid,21,22,DNP,DNP,753,745,-8,-1.06,275,279,-4,65,67,-2
elijah-hollands,Elijah Hollands,Carlton,Essendon Bombers,Fwd,21,22,DNP,DNP,716,708,-8,-1.12,283,285,-2,67,69,-2
elijah-tsatas,Elijah Tsatas,Essendon,Melbourne Demons,Mid,21,22,DNP,DNP,1272,1222,-50,-3.93,190,195,-5,49,47,2
elliot-himmelberg,Elliott Himmelberg,Adelaide,Free agents,Key Fwd,21,22,DNP,DNP,44,42,-2,-4.55,729,731,-2,116,116,0
