key,name,club,affl_team,pos,previous_round,current_round,played,score,prev_value,cur_value,value_change,value_change_pct,prev_rank,cur_rank,rank_change,prev_pos_rank,cur_pos_rank,pos_rank_change
angus-anderson,Angus Anderson,Collingwood,North Melbourne Kangaroos,Mid,18,19,PLAYED,64.0,181,192,11,6.08,590,579,11,164,161,3
angus-clarke,Angus Clarke,Essendon,Carlton Blues,Def,18,19,PLAYED,67.0,765,761,-4,-0.52,278,280,-2,61,60,1
angus-hastie,Angus Hastie,St Kilda,Richmond Tigers,Def,18,19,DNP,DNP,336,333,-3,-0.89,457,458,-1,98,99,-1
angus-sheldrick,Angus Sheldrick,Sydney,Western Bulldogs,Mid,18,19,PLAYED,69.0,808,809,1,0.12,268,274,-6,99,102,-3
anthony-caminiti,Anthony Caminiti,St Kilda,Collingwood Magpies,Key Fwd,18,19,PLAYED,9.0,1192,1077,-115,-9.65,199,216,-17,23,26,-3
archer-day-wicks,Archer Day-Wicks,Essendon,Adelaide Crows,Fwd,18,19,PLAYED,80.0,338,381,43,12.72,454,429,25,67,64,3
archer-reid,Archer Reid,West Coast,Melbourne Demons,Key Fwd,18,19,DNP,DNP,846,842,-4,-0.47,259,269,-10,34,35,-1
archie-ludowyke,Archie Ludowyke,Adelaide,Fremantle Dockers,Key Fwd,18,19,DNP,DNP,363,354,-9,-2.48,436,445,-9,57,58,-1
archie-may,Archie May,Essendon,Western Bulldogs,Key Fwd,18,19,DNP,DNP,476,477,1,0.21,382,380,2,50,51,-1
archie-perkins,Archie Perkins,Essendon,Melbourne Demons,Fwd,18,19,DNP,DNP,297,298,1,0.34,490,490,0,81,80,1
archie-roberts,Archie Roberts,Essendon,St Kilda Saints,Def,18,19,PLAYED,68.0,5147,5006,-141,-2.74,13,14,-1,2,2,0
arthur-jones,Arthur Jones,Western Bulldogs,Adelaide Crows,Fwd,18,19,PLAYED,63.0,110,126,16,14.55,649,631,18,128,120,8
asher-eastham,Asher Eastham,Gold Coast,Free agents,Fwd,18,19,DNP,DNP,190,187,-3,-1.58,582,582,0,104,104,0
ashton-moir,Ashton Moir,Carlton,St Kilda Saints,Fwd,18,19,DNP,DNP,233,224,-9,-3.86,545,542,3,93,91,2
avery-thomas,Avery Thomas,Gold Coast,Melbourne Demons,Def,18,19,DNP,DNP,512,501,-11,-2.15,364,372,-8,80,82,-2
bailey-banfield,Bailey Banfield,Fremantle,St Kilda Saints,Def,18,19,DNP,DNP,12,11,-1,-8.33,786,787,-1,172,172,0
bailey-dale,Bailey Dale,Western Bulldogs,Geelong Cats,Def,18,19,DNP,DNP,2364,2377,13,0.55,86,86,0,14,13,1
bailey-humphrey,Bailey Humphrey,Gold Coast,Western Bulldogs,Fwd,18,19,PLAYED,54.0,2196,2121,-75,-3.42,100,107,-7,13,14,-1
bailey-laurie,Bailey Laurie,Melbourne,Free agents,Fwd,18,19,DNP,DNP,72,72,0,0.0,701,698,3,148,147,1
bailey-macdonald,Bailey Macdonald,Hawthorn,Western Bulldogs,Def,18,19,PLAYED,61.0,162,171,9,5.56,604,595,9,130,127,3
bailey-scott,Bailey Scott,North Melbourne,Free agents,Mid,18,19,PLAYED,82.0,40,33,-7,-17.5,742,752,-10,187,189,-2
bailey-smith,Bailey Smith,Geelong,Geelong Cats,Mid,18,19,PLAYED,120.0,5853,5882,29,0.5,10,10,0,7,7,0
bailey-williams-wb,Bailey Williams,Western Bulldogs,Collingwood Magpies,Def,18,19,PLAYED,137.0,537,753,216,40.22,356,285,71,78,63,15
bailey-williams-wc,Bailey J. Williams,West Coast,Sydney Swans,Ruck,18,19,PLAYED,84.0,2081,2037,-44,-2.11,109,118,-9,9,10,-1
balyn-o-brien,Balyn O'Brien,Port Adelaide,Free agents,Def,18,19,PLAYED,30.0,245,272,27,11.02,533,507,26,114,107,7
bayley-fritsch,Bayley Fritsch,Melbourne,Geelong Cats,Fwd,18,19,PLAYED,73.0,179,188,9,5.03,593,580,13,109,103,6
beau-addinsall,Beau Addinsall,Gold Coast,Fremantle Dockers,Mid,18,19,PLAYED,59.0,1242,1308,66,5.31,191,191,0,77,79,-2
beau-mccreery,Beau McCreery,Collingwood,West Coast Eagles,Fwd,18,19,PLAYED,79.0,152,193,41,26.97,614,576,38,113,102,11
ben-ainsworth,Ben Ainsworth,Carlton,Brisbane Lions,Fwd,18,19,PLAYED,67.0,300,299,-1,-0.33,488,488,0,80,79,1
ben-camporeale,Ben Camporeale,Carlton,Fremantle Dockers,Mid,18,19,DNP,DNP,334,327,-7,-2.1,461,466,-5,144,145,-1
ben-jepson,Ben Jepson,Gold Coast,Free agents,Mid,18,19,DNP,DNP,12,11,-1,-8.33,787,788,-1,191,191,0
ben-keays,Ben Keays,Adelaide,Adelaide Crows,Fwd,18,19,PLAYED,63.0,494,453,-41,-8.3,375,392,-17,48,52,-4
ben-king,Ben King,Gold Coast,Sydney Swans,Key Fwd,18,19,PLAYED,69.0,300,331,31,10.33,489,460,29,66,63,3
ben-long,Ben Long,Gold Coast,Richmond Tigers,Fwd,18,19,PLAYED,46.0,32,32,0,0.0,756,755,1,169,167,2
ben-mckay,Ben McKay,Essendon,West Coast Eagles,Key Def,18,19,DNP,DNP,46,46,0,0.0,730,729,1,81,81,0
ben-miller,Ben Miller,Richmond,Sydney Swans,Key Def,18,19,DNP,DNP,1160,1143,-17,-1.47,204,206,-2,17,17,0
ben-murphy,Ben Murphy,Brisbane,North Melbourne Kangaroos,Def,18,19,DNP,DNP,245,238,-7,-2.86,534,533,1,115,116,-1
benny-barrett,Benny Barrett,Port Adelaide,Free agents,Fwd,18,19,DNP,DNP,127,125,-2,-1.57,629,632,-3,118,121,-3
billy-cootee,Billy Cootee,Sydney,Essendon Bombers,Mid,18,19,DNP,DNP,89,89,0,0.0,679,673,6,177,177,0
billy-dowling,Billy Dowling,Adelaide,Essendon Bombers,Fwd,18,19,DNP,DNP,124,124,0,0.0,632,634,-2,120,123,-3
billy-frampton,Billy Frampton,Collingwood,Brisbane Lions,Key Def,18,19,PLAYED,54.0,117,105,-12,-10.26,644,655,-11,72,73,-1
billy-wilson,Billy Wilson,Carlton,Western Bulldogs,Def,18,19,PLAYED,95.0,188,174,-14,-7.45,583,592,-9,124,125,-1
blake-acres,Blake Acres,Carlton,Brisbane Lions,Mid,18,19,PLAYED,57.0,296,214,-82,-27.7,491,553,-62,147,156,-9
blake-hardwick,Blake Hardwick,Hawthorn,Port Adelaide Power,Def,18,19,PLAYED,108.0,500,632,132,26.4,369,318,51,82,68,14
blake-howes,Blake Howes,Melbourne,Essendon Bombers,Def,18,19,PLAYED,80.0,330,334,4,1.21,465,456,9,101,98,3
blake-thredgold,Blake Thredgold,North Melbourne,Fremantle Dockers,Key Def,18,19,DNP,DNP,541,541,0,0.0,354,362,-8,31,30,1
bo-allan,Bo Allan,West Coast,Melbourne Demons,Def,18,19,PLAYED,35.0,1186,1193,7,0.59,201,202,-1,42,41,1
bobby-hill,Bobby Hill,Collingwood,West Coast Eagles,Fwd,18,19,DNP,DNP,54,57,3,5.56,714,711,3,153,152,1
bodhi-uwland,Bodhi Uwland,Gold Coast,Port Adelaide Power,Def,18,19,PLAYED,76.0,3864,3812,-52,-1.35,33,34,-1,4,5,-1
bodie-ryan,Bodie Ryan,Hawthorn,Collingwood Magpies,Def,18,19,DNP,DNP,337,329,-8,-2.37,456,464,-8,97,102,-5
bradley-close,Bradley Close,Geelong,Geelong Cats,Fwd,18,19,PLAYED,58.0,34,29,-5,-14.71,752,763,-11,167,171,-4
bradley-hill,Bradley Hill,St Kilda,Port Adelaide Power,Fwd,18,19,PLAYED,65.0,1339,1255,-84,-6.27,183,196,-13,23,23,0
brady-hough,Brady Hough,West Coast,Essendon Bombers,Def,18,19,PLAYED,44.0,353,331,-22,-6.23,444,461,-17,96,100,-4
braeden-campbell,Braeden Campbell,Sydney,Essendon Bombers,Def,18,19,PLAYED,65.0,388,374,-14,-3.61,426,434,-8,90,92,-2
brandon-starcevich,Brandon Starcevich,Brisbane,Melbourne Demons,Def,18,19,PLAYED,47.0,42,42,0,0.0,736,736,0,158,159,-1
brandon-walker,Brandon Walker,Fremantle,Port Adelaide Power,Def,18,19,DNP,DNP,97,94,-3,-3.09,665,667,-2,142,143,-1
brandon-zerk-thatcher,Brandon Zerk-Thatcher,Essendon,Free agents,Key Def,18,19,PLAYED,54.0,150,119,-31,-20.67,616,638,-22,66,71,-5
brayden-cook,Brayden Cook,Adelaide,North Melbourne Kangaroos,Mid,18,19,PLAYED,94.0,697,899,202,28.98,297,253,44,111,96,15
brayden-fiorini,Brayden Fiorini,Essendon,Brisbane Lions,Mid,18,19,DNP,DNP,289,282,-7,-2.42,497,497,0,149,148,1
brayden-george,Brayden George,North Melbourne,Richmond Tigers,Fwd,18,19,DNP,DNP,318,317,-1,-0.31,474,474,0,75,73,2
brayden-maynard,Brayden Maynard,Collingwood,North Melbourne Kangaroos,Def,18,19,PLAYED,81.0,787,782,-5,-0.64,272,277,-5,58,59,-1
brennan-cox,Brennan Cox,Fremantle,Sydney Swans,Key Def,18,19,PLAYED,51.0,367,372,5,1.36,434,435,-1,40,39,1
brent-daniels,Brent Daniels,GWS,Essendon Bombers,Fwd,18,19,DNP,DNP,1378,1376,-2,-0.15,178,183,-5,22,22,0
brodie-grundy,Brodie Grundy,Sydney,St Kilda Saints,Ruck,18,19,PLAYED,96.0,4371,4295,-76,-1.74,22,21,1,3,3,0
brodie-kemp,Brodie Kemp,Carlton,Geelong Cats,Key Fwd,18,19,PLAYED,51.0,756,720,-36,-4.76,281,296,-15,36,38,-2
brody-mihocek,Brody Mihocek,Melbourne,Brisbane Lions,Key Fwd,18,19,DNP,DNP,11,11,0,0.0,789,789,0,101,101,0
bruce-reville,Bruce Reville,Brisbane,North Melbourne Kangaroos,Mid,18,19,DNP,DNP,72,72,0,0.0,702,699,3,182,182,0
buku-khamis,Buku Khamis,Western Bulldogs,Brisbane Lions,Key Def,18,19,PLAYED,70.0,75,85,10,13.33,696,677,19,77,75,2
caiden-cleary,Caiden Cleary,Sydney,Carlton Blues,Fwd,18,19,DNP,DNP,500,501,1,0.2,370,373,-3,47,48,-1
caleb-daniel,Caleb Daniel,North Melbourne,Port Adelaide Power,Def,18,19,PLAYED,104.0,1522,1549,27,1.77,160,160,0,33,34,-1
caleb-graham,Caleb Graham,Gold Coast,Free agents,Key Def,18,19,DNP,DNP,66,62,-4,-6.06,705,703,2,78,78,0
caleb-lewis,Caleb Lewis,Gold Coast,Free agents,Key Fwd,18,19,PLAYED,24.0,200,207,7,3.5,575,558,17,81,76,5
caleb-may,Caleb May,Western Bulldogs,Melbourne Demons,Ruck,18,19,DNP,DNP,589,581,-8,-1.36,333,340,-7,31,31,0
caleb-serong,Caleb Serong,Fremantle,Western Bulldogs,Mid,18,19,PLAYED,130.0,4404,4580,176,4.0,20,19,1,14,13,1
caleb-windsor,Caleb Windsor,Melbourne,Western Bulldogs,Mid,18,19,PLAYED,55.0,1514,1521,7,0.46,163,165,-2,68,70,-2
callum-ah-chee,Callum Ah Chee,Adelaide,Geelong Cats,Fwd,18,19,DNP,DNP,84,84,0,0.0,684,678,6,141,139,2
callum-brown-ire,Callum M. Brown,GWS,St Kilda Saints,Fwd,18,19,PLAYED,107.0,46,56,10,21.74,731,712,19,159,153,6
callum-coleman-jones,Callum Coleman-Jones,North Melbourne,Free agents,Key Fwd,18,19,DNP,DNP,42,42,0,0.0,737,737,0,97,97,0
callum-mills,Callum Mills,Sydney,Collingwood Magpies,Def,18,19,PLAYED,133.0,2124,2301,177,8.33,104,91,13,20,16,4
callum-wilkie,Callum Wilkie,St Kilda,North Melbourne Kangaroos,Key Def,18,19,PLAYED,74.0,3976,3634,-342,-8.6,29,40,-11,1,2,-1
calsher-dear,Calsher Dear,Hawthorn,Collingwood Magpies,Key Fwd,18,19,DNP,DNP,964,962,-2,-0.21,231,238,-7,30,32,-2
cameron-mackenzie,Cameron Mackenzie,Hawthorn,Western Bulldogs,Mid,18,19,PLAYED,51.0,1715,1616,-99,-5.77,146,152,-6,65,66,-1
cameron-nairn,Cameron Nairn,Hawthorn,Hawthorn Hawks,Fwd,18,19,DNP,DNP,772,767,-5,-0.65,276,279,-3,34,34,0
cameron-rayner,Cameron Rayner,Brisbane,Geelong Cats,Fwd,18,19,PLAYED,76.0,711,738,27,3.8,294,290,4,36,37,-1
cameron-zurhaar,Cameron Zurhaar,North Melbourne,Richmond Tigers,Fwd,18,19,PLAYED,66.0,145,146,1,0.69,621,618,3,115,116,-1
campbell-chesser,Campbell Chesser,Carlton,Essendon Bombers,Mid,18,19,DNP,DNP,353,341,-12,-3.4,445,450,-5,141,143,-2
campbell-gray,Campbell Gray,Richmond,Carlton Blues,Key Def,18,19,DNP,DNP,263,261,-2,-0.76,519,516,3,52,52,0
campbell-lake,Campbell Lake,St Kilda,Richmond Tigers,Fwd,18,19,PLAYED,100.0,102,178,76,74.51,662,588,74,134,109,25
chad-warner,Chad Warner,Sydney,North Melbourne Kangaroos,Mid,18,19,PLAYED,103.0,3150,3192,42,1.33,53,53,0,31,31,0
changkuoth-jiath,Changkuoth Jiath,Melbourne,Western Bulldogs,Def,18,19,PLAYED,61.0,30,29,-1,-3.33,764,764,0,163,164,-1
charlie-ballard,Charlie Ballard,Gold Coast,Carlton Blues,Key Def,18,19,DNP,DNP,164,162,-2,-1.22,603,603,0,63,62,1
charlie-banfield,Charlie Banfield,St Kilda,Melbourne Demons,Mid,18,19,DNP,DNP,713,707,-6,-0.84,293,297,-4,109,109,0
charlie-cameron,Charlie Cameron,Brisbane,Sydney Swans,Fwd,18,19,PLAYED,75.0,291,295,4,1.37,494,493,1,82,81,1
charlie-comben,Charlie Comben,North Melbourne,St Kilda Saints,Key Def,18,19,PLAYED,73.0,936,1039,103,11.0,233,221,12,19,18,1
charlie-curnow,Charlie Curnow,Carlton,Adelaide Crows,Key Fwd,18,19,PLAYED,30.0,1825,1574,-251,-13.75,133,158,-25,11,17,-6
charlie-edwards,Charlie Edwards,Adelaide,Hawthorn Hawks,Mid,18,19,DNP,DNP,735,731,-4,-0.54,288,292,-4,106,107,-1
charlie-nicholls,Charlie Nicholls,Fremantle,Hawthorn Hawks,Key Fwd,18,19,DNP,DNP,349,341,-8,-2.29,448,451,-3,60,61,-1
charlie-spargo,Charlie Spargo,Melbourne,Port Adelaide Power,Fwd,18,19,PLAYED,66.0,35,35,0,0.0,750,748,2,165,163,2
charlie-west,Charlie West,Collingwood,Western Bulldogs,Key Fwd,18,19,PLAYED,43.0,440,475,35,7.95,401,381,20,52,52,0
chayce-jones,Chayce Jones,Adelaide,Free agents,Mid,18,19,DNP,DNP,113,113,0,0.0,647,642,5,171,169,2
chris-scerri,Chris Scerri,Fremantle,Richmond Tigers,Fwd,18,19,DNP,DNP,316,315,-1,-0.32,476,476,0,76,74,2
christian-moraes,Christian Moraes,Port Adelaide,Richmond Tigers,Mid,18,19,PLAYED,37.0,918,933,15,1.63,241,245,-4,92,93,-1
christian-petracca,Christian Petracca,Gold Coast,West Coast Eagles,Mid,18,19,PLAYED,70.0,2289,2140,-149,-6.51,91,105,-14,48,50,-2
christian-salem,Christian Salem,Melbourne,Port Adelaide Power,Def,18,19,DNP,DNP,566,563,-3,-0.53,345,350,-5,75,74,1
cillian-bourke,Cillian Bourke,Essendon,Free agents,Def,18,19,DNP,DNP,336,326,-10,-2.98,458,467,-9,99,103,-4
cillian-burke,Cillian Burke,Geelong,Port Adelaide Power,Def,18,19,DNP,DNP,109,107,-2,-1.83,650,649,1,138,139,-1
clay-hall,Clay Hall,West Coast,Collingwood Magpies,Mid,18,19,DNP,DNP,444,402,-42,-9.46,399,418,-19,133,137,-4
clayton-oliver,Clayton Oliver,GWS,North Melbourne Kangaroos,Mid,18,19,PLAYED,83.0,2600,2534,-66,-2.54,73,76,-3,41,42,-1
cody-anderson,Cody Anderson,Hawthorn,Free agents,Fwd,18,19,DNP,DNP,182,179,-3,-1.65,589,587,2,108,108,0
cody-angove,Cody Angove,GWS,Hawthorn Hawks,Mid,18,19,DNP,DNP,593,580,-13,-2.19,329,343,-14,117,122,-5
cody-curtin,Cody Curtin,Brisbane,St Kilda Saints,Key Fwd,18,19,DNP,DNP,688,674,-14,-2.03,299,306,-7,40,41,-1
cody-weightman,Cody Weightman,Western Bulldogs,Collingwood Magpies,Fwd,18,19,PLAYED,40.0,258,224,-34,-13.18,525,543,-18,89,92,-3
colby-mckercher,Colby McKercher,North Melbourne,Richmond Tigers,Mid,18,19,PLAYED,89.0,3882,3950,68,1.75,32,30,2,20,19,1
connor-budarick,Connor Budarick,Western Bulldogs,Brisbane Lions,Def,18,19,DNP,DNP,191,186,-5,-2.62,581,583,-2,123,124,-1
connor-idun,Connor Idun,GWS,North Melbourne Kangaroos,Def,18,19,PLAYED,111.0,2218,2299,81,3.65,96,92,4,18,17,1
connor-macdonald,Connor MacDonald,Hawthorn,Richmond Tigers,Fwd,18,19,PLAYED,108.0,2513,2711,198,7.88,75,70,5,8,8,0
connor-o-sullivan,Connor O'Sullivan,Geelong,Western Bulldogs,Key Def,18,19,PLAYED,60.0,2905,2894,-11,-0.38,61,62,-1,3,3,0
connor-rozee,Connor Rozee,Port Adelaide,Adelaide Crows,Mid,18,19,DNP,DNP,2914,2859,-55,-1.89,60,64,-4,36,37,-1
conor-mckenna,Conor McKenna,Brisbane,St Kilda Saints,Fwd,18,19,PLAYED,28.0,22,12,-10,-45.45,778,784,-6,178,179,-1
conor-nash,Conor Nash,Hawthorn,Sydney Swans,Mid,18,19,DNP,DNP,339,339,0,0.0,453,452,1,143,144,-1
conor-stone,Conor Stone,GWS,Brisbane Lions,Def,18,19,PLAYED,89.0,86,86,0,0.0,682,675,7,147,145,2
cooper-bell,Cooper Bell,Gold Coast,Free agents,Key Def,18,19,DNP,DNP,334,325,-9,-2.69,462,470,-8,43,43,0
cooper-duff-tytler,Cooper Duff-Tytler,West Coast,Fremantle Dockers,Key Fwd,18,19,DNP,DNP,1582,1588,6,0.38,152,154,-2,16,15,1
cooper-harvey,Cooper Harvey,North Melbourne,Richmond Tigers,Fwd,18,19,PLAYED,95.0,449,607,158,35.19,396,330,66,52,41,11
cooper-hynes,Cooper Hynes,Western Bulldogs,Fremantle Dockers,Mid,18,19,PLAYED,58.0,1247,1256,9,0.72,190,195,-5,76,80,-4
cooper-lord,Cooper Lord,Carlton,Western Bulldogs,Mid,18,19,PLAYED,77.0,274,226,-48,-17.52,506,540,-34,151,154,-3
cooper-sharman,Cooper Sharman,St Kilda,Adelaide Crows,Key Fwd,18,19,PLAYED,40.0,741,645,-96,-12.96,284,315,-31,38,43,-5
cooper-simpson,Cooper Simpson,Fremantle,Richmond Tigers,Def,18,19,DNP,DNP,249,249,0,0.0,531,524,7,113,111,2
cooper-trembath,Cooper Trembath,North Melbourne,Richmond Tigers,Key Fwd,18,19,PLAYED,63.0,1997,2046,49,2.45,118,116,2,8,7,1
corey-durdin,Corey Durdin,Carlton,Port Adelaide Power,Fwd,18,19,PLAYED,42.0,56,58,2,3.57,709,709,0,151,151,0
corey-wagner,Corey Wagner,Fremantle,Sydney Swans,Def,18,19,DNP,DNP,42,43,1,2.38,738,735,3,159,158,1
corey-warner,Corey Warner,Sydney,Melbourne Demons,Fwd,18,19,DNP,DNP,74,74,0,0.0,700,693,7,147,145,2
dan-houston,Dan Houston,Collingwood,St Kilda Saints,Def,18,19,PLAYED,107.0,1240,1328,88,7.1,193,189,4,40,39,1
dane-rampe,Dane Rampe,Sydney,Brisbane Lions,Def,18,19,PLAYED,32.0,8,4,-4,-50.0,795,798,-3,175,176,-1
daniel-annable,Daniel Annable,Brisbane,Fremantle Dockers,Mid,18,19,DNP,DNP,1912,1869,-43,-2.25,126,133,-7,61,61,0
daniel-butler,Daniel Butler,St Kilda,Free agents,Fwd,18,19,DNP,DNP,20,20,0,0.0,780,780,0,179,178,1
daniel-curtin,Daniel Curtin,Adelaide,Melbourne Demons,Mid,18,19,PLAYED,52.0,2398,2367,-31,-1.29,81,88,-7,46,48,-2
daniel-mcstay,Daniel McStay,Collingwood,Brisbane Lions,Key Fwd,18,19,PLAYED,52.0,125,111,-14,-11.2,631,647,-16,87,88,-1
daniel-rioli,Daniel Rioli,Gold Coast,Collingwood Magpies,Def,18,19,PLAYED,74.0,785,760,-25,-3.18,273,281,-8,59,61,-2
daniel-turner,Daniel Turner,Melbourne,West Coast Eagles,Key Def,18,19,DNP,DNP,1775,1736,-39,-2.2,138,143,-5,9,11,-2
dante-visentini,Dante Visentini,Port Adelaide,Adelaide Crows,Ruck,18,19,PLAYED,63.0,853,1011,158,18.52,256,225,31,23,19,4
darcy-byrne-jones,Darcy Byrne-Jones,Port Adelaide,Port Adelaide Power,Def,18,19,PLAYED,91.0,448,465,17,3.79,397,385,12,84,84,0
darcy-cameron,Darcy Cameron,Collingwood,West Coast Eagles,Ruck,18,19,PLAYED,97.0,1224,1275,51,4.17,195,193,2,16,17,-1
darcy-fogarty,Darcy Fogarty,Adelaide,Port Adelaide Power,Key Fwd,18,19,PLAYED,113.0,753,1007,254,33.73,282,228,54,37,28,9
darcy-fort,Darcy Fort,Geelong,Collingwood Magpies,Ruck,18,19,PLAYED,57.0,72,59,-13,-18.06,703,708,-5,54,54,0
darcy-gardiner,Darcy Gardiner,Brisbane,Geelong Cats,Key Def,18,19,DNP,DNP,45,45,0,0.0,734,732,2,83,82,1
darcy-jones,Darcy Jones,GWS,Essendon Bombers,Fwd,18,19,DNP,DNP,1518,1496,-22,-1.45,161,167,-6,19,20,-1
darcy-moore,Darcy Moore,Collingwood,Essendon Bombers,Key Def,18,19,DNP,DNP,238,234,-4,-1.68,542,537,5,54,54,0
darcy-parish,Darcy Parish,Essendon,Collingwood Magpies,Mid,18,19,DNP,DNP,703,707,4,0.57,295,298,-3,110,110,0
darcy-wilmot,Darcy Wilmot,Brisbane,Hawthorn Hawks,Def,18,19,PLAYED,97.0,3730,3803,73,1.96,37,36,1,6,7,-1
darcy-wilson,Darcy Wilson,St Kilda,Western Bulldogs,Fwd,18,19,PLAYED,91.0,2805,2960,155,5.53,65,59,6,6,5,1
darragh-joyce,Darragh Joyce,Brisbane,Free agents,Key Def,18,19,DNP,DNP,11,11,0,0.0,790,790,0,92,92,0
dayne-zorko,Dayne Zorko,Brisbane,Port Adelaide Power,Def,18,19,PLAYED,83.0,1211,1159,-52,-4.29,197,204,-7,41,42,-1
deven-robertson,Deven Robertson,West Coast,Melbourne Demons,Mid,18,19,DNP,DNP,212,202,-10,-4.72,560,561,-1,159,158,1
dion-prestia,Dion Prestia,Richmond,Sydney Swans,Mid,18,19,PLAYED,69.0,193,164,-29,-15.03,580,601,-21,163,166,-3
dougal-howard,Dougal Howard,St Kilda,Port Adelaide Power,Key Def,18,19,DNP,DNP,87,87,0,0.0,680,674,6,75,74,1
dylan-moore,Dylan Moore,Hawthorn,Hawthorn Hawks,Fwd,18,19,PLAYED,74.0,1384,1399,15,1.08,176,179,-3,21,21,0
dylan-patterson,Dylan Patterson,Gold Coast,Melbourne Demons,Def,18,19,PLAYED,42.0,1103,1076,-27,-2.45,212,217,-5,45,45,0
dylan-stephens,Dylan Stephens,North Melbourne,Essendon Bombers,Mid,18,19,PLAYED,58.0,520,460,-60,-11.54,363,388,-25,124,130,-6
dyson-sharp,Dyson Sharp,Essendon,Fremantle Dockers,Mid,18,19,PLAYED,99.0,1761,2034,273,15.5,142,119,23,62,58,4
eamonn-armstrong,Eamonn Armstrong,St Kilda,Hawthorn Hawks,Def,18,19,DNP,DNP,154,152,-2,-1.3,612,612,0,132,132,0
ed-langdon,Ed Langdon,Melbourne,Sydney Swans,Def,18,19,PLAYED,74.0,650,614,-36,-5.54,308,327,-19,64,70,-6
ed-richards,Ed Richards,Western Bulldogs,St Kilda Saints,Mid,18,19,PLAYED,97.0,3516,3512,-4,-0.11,47,44,3,28,25,3
edward-allan,Edward Allan,Collingwood,Richmond Tigers,Mid,18,19,PLAYED,82.0,736,849,113,15.35,287,266,21,105,100,5
elijah-hewett,Elijah Hewett,West Coast,Melbourne Demons,Mid,18,19,DNP,DNP,793,784,-9,-1.13,270,276,-6,100,103,-3
elijah-hollands,Elijah Hollands,Carlton,Essendon Bombers,Fwd,18,19,DNP,DNP,840,842,2,0.24,261,270,-9,32,32,0
elijah-tsatas,Elijah Tsatas,Essendon,Melbourne Demons,Mid,18,19,DNP,DNP,1337,1330,-7,-0.52,184,188,-4,73,77,-4
