key,name,club,affl_team,pos,previous_round,current_round,played,score,prev_value,cur_value,value_change,value_change_pct,prev_rank,cur_rank,rank_change,prev_pos_rank,cur_pos_rank,pos_rank_change
aaron-cadman,Aaron Cadman,GWS,Richmond Tigers,Key Fwd,post-r19-redesign-1,20,PLAYED,47.0,2198,1842,-356,-16.2,99,136,-37,5,9,-4
aaron-naughton,Aaron Naughton,Western Bulldogs,Sydney Swans,Key Fwd,post-r19-redesign-1,20,PLAYED,81.0,1422,1450,28,1.97,178,178,0,19,20,-1
adam-cerra,Adam Cerra,Carlton,Adelaide Crows,Mid,post-r19-redesign-1,20,PLAYED,53.0,1206,1099,-107,-8.87,199,219,-20,88,93,-5
adam-saad,Adam Saad,Carlton,Geelong Cats,Def,post-r19-redesign-1,20,DNP,DNP,620,601,-19,-3.06,323,333,-10,64,65,-1
adam-sweid,Adam Sweid,Fremantle,Sydney Swans,Fwd,post-r19-redesign-1,20,DNP,DNP,567,555,-12,-2.12,355,359,-4,44,44,0
adam-treloar,Adam Treloar,Western Bulldogs,West Coast Eagles,Mid,post-r19-redesign-1,20,DNP,DNP,633,615,-18,-2.84,321,327,-6,123,127,-4
aidan-corr,Aidan Corr,North Melbourne,Geelong Cats,Key Def,post-r19-redesign-1,20,PLAYED,69.0,51,51,0,0.0,726,719,7,83,82,1
aidan-johnson,Aidan Johnson,Melbourne,Free agents,Key Fwd,post-r19-redesign-1,20,DNP,DNP,69,68,-1,-1.45,703,702,1,91,91,0
aidan-schubert,Aidan Schubert,Hawthorn,Fremantle Dockers,Key Fwd,post-r19-redesign-1,20,DNP,DNP,584,572,-12,-2.05,341,350,-9,47,46,1
aiden-riddle,Aiden Riddle,Fremantle,Fremantle Dockers,Ruck,post-r19-redesign-1,20,DNP,DNP,446,439,-7,-1.57,398,403,-5,42,42,0
alex-davies,Alex Davies,Gold Coast,Western Bulldogs,Mid,post-r19-redesign-1,20,DNP,DNP,485,477,-8,-1.65,382,392,-10,136,139,-3
alex-dodson,Alex Dodson,St Kilda,Hawthorn Hawks,Ruck,post-r19-redesign-1,20,DNP,DNP,461,454,-7,-1.52,392,399,-7,40,40,0
alex-neal-bullen,Alex Neal-Bullen,Adelaide,West Coast Eagles,Fwd,post-r19-redesign-1,20,PLAYED,65.0,446,420,-26,-5.83,399,410,-11,51,54,-3
alex-pearce,Alex Pearce,Fremantle,Geelong Cats,Key Def,post-r19-redesign-1,20,PLAYED,54.0,39,39,0,0.0,746,741,5,87,86,1
alex-van-wyk,Alex Van Wyk,Port Adelaide,Adelaide Crows,Ruck,post-r19-redesign-1,20,DNP,DNP,581,573,-8,-1.38,344,346,-2,32,32,0
aliir-aliir,Aliir Aliir,Port Adelaide,North Melbourne Kangaroos,Key Def,post-r19-redesign-1,20,PLAYED,66.0,1014,969,-45,-4.44,229,245,-16,21,22,-1
alix-tauru,Alix Tauru,St Kilda,Western Bulldogs,Key Def,post-r19-redesign-1,20,DNP,DNP,1551,1558,7,0.45,159,161,-2,13,13,0
andrew-brayshaw,Andrew Brayshaw,Fremantle,St Kilda Saints,Mid,post-r19-redesign-1,20,PLAYED,91.0,3030,3108,78,2.57,57,59,-2,34,34,0
andrew-mcgrath,Andrew McGrath,Essendon,Geelong Cats,Def,post-r19-redesign-1,20,PLAYED,78.0,1130,1132,2,0.18,209,212,-3,37,38,-1
andy-moniz-wakefield,Andy Moniz-Wakefield,Melbourne,West Coast Eagles,Fwd,post-r19-redesign-1,20,DNP,DNP,47,46,-1,-2.13,731,729,2,158,156,2
angus-anderson,Angus Anderson,Collingwood,North Melbourne Kangaroos,Mid,post-r19-redesign-1,20,PLAYED,57.0,188,204,16,8.51,584,565,19,174,169,5
angus-clarke,Angus Clarke,Essendon,Carlton Blues,Def,post-r19-redesign-1,20,PLAYED,53.0,792,797,5,0.63,279,280,-1,54,53,1
angus-hastie,Angus Hastie,St Kilda,Richmond Tigers,Def,post-r19-redesign-1,20,DNP,DNP,337,332,-5,-1.48,461,459,2,92,91,1
angus-sheldrick,Angus Sheldrick,Sydney,Western Bulldogs,Mid,post-r19-redesign-1,20,DNP,DNP,807,809,2,0.25,277,279,-2,110,111,-1
anthony-caminiti,Anthony Caminiti,St Kilda,Collingwood Magpies,Key Fwd,post-r19-redesign-1,20,PLAYED,51.0,1086,1085,-1,-0.09,217,222,-5,26,27,-1
archer-day-wicks,Archer Day-Wicks,Essendon,Adelaide Crows,Fwd,post-r19-redesign-1,20,PLAYED,37.0,384,389,5,1.3,436,424,12,61,60,1
archer-reid,Archer Reid,West Coast,Melbourne Demons,Key Fwd,post-r19-redesign-1,20,DNP,DNP,858,851,-7,-0.82,267,270,-3,35,36,-1
archie-ludowyke,Archie Ludowyke,Adelaide,Fremantle Dockers,Key Fwd,post-r19-redesign-1,20,DNP,DNP,317,310,-7,-2.21,480,488,-8,63,63,0
archie-may,Archie May,Essendon,Western Bulldogs,Key Fwd,post-r19-redesign-1,20,DNP,DNP,519,518,-1,-0.19,372,375,-3,50,51,-1
archie-perkins,Archie Perkins,Essendon,Melbourne Demons,Fwd,post-r19-redesign-1,20,DNP,DNP,302,302,0,0.0,492,491,1,76,78,-2
