key,name,club,affl_team,pos,previous_round,current_round,played,score,prev_value,cur_value,value_change,value_change_pct,prev_rank,cur_rank,rank_change,prev_pos_rank,cur_pos_rank,pos_rank_change
aaron-cadman,Aaron Cadman,GWS,Richmond Tigers,Key Fwd,16,17,PLAYED,82.0,2779,2739,-40,-1.44,63,68,-5,5,5,0
aaron-naughton,Aaron Naughton,Western Bulldogs,Sydney Swans,Key Fwd,16,17,PLAYED,49.0,1544,1419,-125,-8.1,160,172,-12,16,19,-3
adam-cerra,Adam Cerra,Carlton,Adelaide Crows,Mid,16,17,PLAYED,96.0,1072,1134,62,5.78,220,208,12,86,83,3
adam-saad,Adam Saad,Carlton,Geelong Cats,Def,16,17,DNP,DNP,641,631,-10,-1.56,313,314,-1,68,70,-2
adam-sweid,Adam Sweid,Fremantle,Sydney Swans,Fwd,16,17,DNP,DNP,618,605,-13,-2.1,318,322,-4,37,38,-1
adam-treloar,Adam Treloar,Western Bulldogs,West Coast Eagles,Mid,16,17,DNP,DNP,678,660,-18,-2.65,305,304,1,115,113,2
aidan-corr,Aidan Corr,North Melbourne,Geelong Cats,Key Def,16,17,PLAYED,71.0,49,49,0,0.0,726,726,0,80,80,0
aidan-johnson,Aidan Johnson,Melbourne,Free agents,Key Fwd,16,17,DNP,DNP,82,80,-2,-2.44,689,691,-2,90,90,0
aidan-schubert,Aidan Schubert,Hawthorn,Fremantle Dockers,Key Fwd,16,17,DNP,DNP,665,652,-13,-1.95,309,307,2,41,43,-2
aiden-riddle,Aiden Riddle,Fremantle,Fremantle Dockers,Ruck,16,17,DNP,DNP,466,459,-7,-1.5,388,391,-3,39,39,0
alex-davies,Alex Davies,Gold Coast,Western Bulldogs,Mid,16,17,DNP,DNP,496,489,-7,-1.41,372,377,-5,129,128,1
alex-dodson,Alex Dodson,St Kilda,Hawthorn Hawks,Ruck,16,17,DNP,DNP,475,468,-7,-1.47,385,389,-4,38,38,0
alex-neal-bullen,Alex Neal-Bullen,Adelaide,West Coast Eagles,Fwd,16,17,PLAYED,66.0,545,511,-34,-6.24,346,363,-17,42,46,-4
alex-pearce,Alex Pearce,Fremantle,Geelong Cats,Key Def,16,17,PLAYED,60.0,38,38,0,0.0,748,745,3,84,84,0
alex-van-wyk,Alex Van Wyk,Port Adelaide,Adelaide Crows,Ruck,16,17,DNP,DNP,604,597,-7,-1.16,321,328,-7,29,29,0
aliir-aliir,Aliir Aliir,Port Adelaide,North Melbourne Kangaroos,Key Def,16,17,PLAYED,65.0,1063,982,-81,-7.62,221,230,-9,17,19,-2
alix-tauru,Alix Tauru,St Kilda,Western Bulldogs,Key Def,16,17,DNP,DNP,1499,1506,7,0.47,164,164,0,13,13,0
andrew-brayshaw,Andrew Brayshaw,Fremantle,St Kilda Saints,Mid,16,17,PLAYED,91.0,2920,2937,17,0.58,59,58,1,35,34,1
andrew-mcgrath,Andrew McGrath,Essendon,Geelong Cats,Def,16,17,PLAYED,69.0,1147,1113,-34,-2.96,209,211,-2,44,43,1
andy-moniz-wakefield,Andy Moniz-Wakefield,Melbourne,West Coast Eagles,Def,16,17,DNP,DNP,52,51,-1,-1.92,720,721,-1,156,156,0
angus-anderson,Angus Anderson,Collingwood,North Melbourne Kangaroos,Mid,16,17,PLAYED,46.0,232,193,-39,-16.81,552,583,-31,160,164,-4
angus-clarke,Angus Clarke,Essendon,Carlton Blues,Def,16,17,DNP,DNP,747,746,-1,-0.13,284,287,-3,63,63,0
angus-hastie,Angus Hastie,St Kilda,Richmond Tigers,Def,16,17,PLAYED,51.0,245,228,-17,-6.94,542,551,-9,117,118,-1
angus-sheldrick,Angus Sheldrick,Sydney,Western Bulldogs,Mid,16,17,PLAYED,87.0,777,829,52,6.69,278,267,11,104,99,5
anthony-caminiti,Anthony Caminiti,St Kilda,Collingwood Magpies,Key Fwd,16,17,PLAYED,92.0,1059,1173,114,10.76,222,200,22,30,24,6
archer-day-wicks,Archer Day-Wicks,Essendon,Adelaide Crows,Fwd,16,17,PLAYED,42.0,350,353,3,0.86,454,446,8,64,63,1
archer-reid,Archer Reid,West Coast,Melbourne Demons,Key Fwd,16,17,DNP,DNP,852,848,-4,-0.47,259,257,2,35,35,0
archie-ludowyke,Archie Ludowyke,Adelaide,Fremantle Dockers,Key Fwd,16,17,DNP,DNP,380,372,-8,-2.11,434,433,1,57,57,0
archie-may,Archie May,Essendon,Western Bulldogs,Key Fwd,16,17,DNP,DNP,477,475,-2,-0.42,384,383,1,49,49,0
archie-perkins,Archie Perkins,Essendon,Melbourne Demons,Fwd,16,17,PLAYED,55.0,304,310,6,1.97,493,482,11,80,75,5
archie-roberts,Archie Roberts,Essendon,St Kilda Saints,Def,16,17,DNP,DNP,5145,5170,25,0.49,15,14,1,2,2,0
arthur-jones,Arthur Jones,Western Bulldogs,Adelaide Crows,Fwd,16,17,PLAYED,64.0,105,122,17,16.19,656,640,16,131,128,3
asher-eastham,Asher Eastham,Gold Coast,Free agents,Fwd,16,17,DNP,DNP,196,193,-3,-1.53,586,584,2,101,103,-2
ashton-moir,Ashton Moir,Carlton,St Kilda Saints,Fwd,16,17,DNP,DNP,251,241,-10,-3.98,537,543,-6,90,92,-2
avery-thomas,Avery Thomas,Gold Coast,Melbourne Demons,Def,16,17,DNP,DNP,536,525,-11,-2.05,350,358,-8,78,78,0
bailey-banfield,Bailey Banfield,Fremantle,St Kilda Saints,Def,16,17,DNP,DNP,14,13,-1,-7.14,785,784,1,171,171,0
bailey-dale,Bailey Dale,Western Bulldogs,Geelong Cats,Def,16,17,PLAYED,151.0,2122,2328,206,9.71,98,87,11,17,14,3
bailey-humphrey,Bailey Humphrey,Gold Coast,Western Bulldogs,Fwd,16,17,PLAYED,99.0,1989,2122,133,6.69,109,100,9,13,12,1
bailey-laurie,Bailey Laurie,Melbourne,Free agents,Fwd,16,17,PLAYED,44.0,72,72,0,0.0,703,702,1,149,149,0
bailey-macdonald,Bailey Macdonald,Hawthorn,Western Bulldogs,Def,16,17,PLAYED,74.0,122,156,34,27.87,641,611,30,134,131,3
bailey-scott,Bailey Scott,North Melbourne,Free agents,Mid,16,17,DNP,DNP,47,44,-3,-6.38,732,738,-6,186,188,-2
bailey-smith,Bailey Smith,Geelong,Geelong Cats,Mid,16,17,PLAYED,125.0,5816,5869,53,0.91,9,9,0,6,6,0
bailey-williams-wb,Bailey Williams,Western Bulldogs,Collingwood Magpies,Def,16,17,DNP,DNP,642,641,-1,-0.16,312,311,1,67,68,-1
bailey-williams-wc,Bailey J. Williams,West Coast,Sydney Swans,Ruck,16,17,PLAYED,82.0,2128,2107,-21,-0.99,97,104,-7,7,7,0
balyn-o-brien,Balyn O'Brien,Port Adelaide,Free agents,Def,16,17,DNP,DNP,259,253,-6,-2.32,527,530,-3,111,112,-1
bayley-fritsch,Bayley Fritsch,Melbourne,Geelong Cats,Fwd,16,17,PLAYED,100.0,118,178,60,50.85,645,591,54,129,109,20
beau-addinsall,Beau Addinsall,Gold Coast,Fremantle Dockers,Mid,16,17,PLAYED,60.0,1176,1201,25,2.13,206,196,10,83,79,4
beau-mccreery,Beau McCreery,Collingwood,West Coast Eagles,Fwd,16,17,PLAYED,63.0,182,197,15,8.24,596,580,16,108,102,6
ben-ainsworth,Ben Ainsworth,Carlton,Brisbane Lions,Fwd,16,17,PLAYED,47.0,417,353,-64,-15.35,409,447,-38,57,64,-7
ben-camporeale,Ben Camporeale,Carlton,Fremantle Dockers,Mid,16,17,DNP,DNP,346,340,-6,-1.73,456,457,-1,145,144,1
ben-jepson,Ben Jepson,Gold Coast,Free agents,Mid,16,17,PLAYED,54.0,14,12,-2,-14.29,786,786,0,191,191,0
ben-keays,Ben Keays,Adelaide,Adelaide Crows,Fwd,16,17,PLAYED,80.0,381,375,-6,-1.57,432,431,1,62,60,2
ben-king,Ben King,Gold Coast,Sydney Swans,Key Fwd,16,17,PLAYED,68.0,332,361,29,8.73,462,438,24,63,58,5
ben-long,Ben Long,Gold Coast,Richmond Tigers,Fwd,16,17,PLAYED,79.0,32,32,0,0.0,758,757,1,168,167,1
ben-mckay,Ben McKay,Essendon,West Coast Eagles,Key Def,16,17,PLAYED,17.0,46,46,0,0.0,735,732,3,82,81,1
ben-miller,Ben Miller,Richmond,Sydney Swans,Key Def,16,17,PLAYED,33.0,1321,1163,-158,-11.96,184,201,-17,15,17,-2
ben-murphy,Ben Murphy,Brisbane,North Melbourne Kangaroos,Def,16,17,DNP,DNP,259,253,-6,-2.32,528,531,-3,112,113,-1
benny-barrett,Benny Barrett,Port Adelaide,Free agents,Fwd,16,17,DNP,DNP,131,129,-2,-1.53,631,631,0,122,122,0
billy-cootee,Billy Cootee,Sydney,Essendon Bombers,Mid,16,17,DNP,DNP,89,89,0,0.0,678,679,-1,179,178,1
billy-dowling,Billy Dowling,Adelaide,Essendon Bombers,Fwd,16,17,PLAYED,51.0,125,124,-1,-0.8,639,636,3,128,125,3
billy-frampton,Billy Frampton,Collingwood,Brisbane Lions,Key Def,16,17,PLAYED,16.0,210,116,-94,-44.76,575,649,-74,61,73,-12
billy-wilson,Billy Wilson,Carlton,Western Bulldogs,Def,16,17,PLAYED,76.0,221,209,-12,-5.43,562,568,-6,121,122,-1
blake-acres,Blake Acres,Carlton,Brisbane Lions,Mid,16,17,DNP,DNP,312,304,-8,-2.56,487,487,0,150,149,1
blake-hardwick,Blake Hardwick,Hawthorn,Port Adelaide Power,Def,16,17,PLAYED,105.0,367,457,90,24.52,440,394,46,92,85,7
blake-howes,Blake Howes,Melbourne,Essendon Bombers,Def,16,17,PLAYED,56.0,320,345,25,7.81,477,454,23,101,98,3
blake-thredgold,Blake Thredgold,North Melbourne,Fremantle Dockers,Key Def,16,17,DNP,DNP,541,541,0,0.0,349,352,-3,30,31,-1
bo-allan,Bo Allan,West Coast,Melbourne Demons,Def,16,17,PLAYED,77.0,1110,1158,48,4.32,214,203,11,45,42,3
bobby-hill,Bobby Hill,Collingwood,West Coast Eagles,Fwd,16,17,DNP,DNP,59,56,-3,-5.08,708,711,-3,153,153,0
bodhi-uwland,Bodhi Uwland,Gold Coast,Port Adelaide Power,Def,16,17,PLAYED,122.0,3659,3849,190,5.19,39,30,9,6,4,2
bodie-ryan,Bodie Ryan,Hawthorn,Collingwood Magpies,Def,16,17,PLAYED,33.0,329,346,17,5.17,465,451,14,99,95,4
bradley-close,Bradley Close,Geelong,Geelong Cats,Fwd,16,17,DNP,DNP,30,30,0,0.0,764,764,0,172,172,0
bradley-hill,Bradley Hill,St Kilda,Port Adelaide Power,Fwd,16,17,PLAYED,159.0,915,1163,248,27.1,246,202,44,28,25,3
brady-hough,Brady Hough,West Coast,Essendon Bombers,Def,16,17,PLAYED,36.0,356,323,-33,-9.27,448,467,-19,96,99,-3
braeden-campbell,Braeden Campbell,Sydney,Essendon Bombers,Def,16,17,DNP,DNP,412,401,-11,-2.67,412,418,-6,87,88,-1
brandon-starcevich,Brandon Starcevich,Brisbane,Melbourne Demons,Def,16,17,PLAYED,83.0,42,42,0,0.0,739,739,0,159,158,1
