key,name,club,affl_team,pos,previous_round,current_round,played,score,prev_value,cur_value,value_change,value_change_pct,prev_rank,cur_rank,rank_change,prev_pos_rank,cur_pos_rank,pos_rank_change
aaron-cadman,Aaron Cadman,GWS,Richmond Tigers,Key Fwd,14,15,PLAYED,59.0,2837,2740,-97,-3.42,63,65,-2,5,5,0
aaron-naughton,Aaron Naughton,Western Bulldogs,Sydney Swans,Key Fwd,14,15,PLAYED,40.0,1680,1547,-133,-7.92,143,163,-20,13,17,-4
adam-cerra,Adam Cerra,Carlton,Adelaide Crows,Mid,14,15,PLAYED,67.0,1179,1116,-63,-5.34,210,213,-3,82,85,-3
adam-saad,Adam Saad,Carlton,Geelong Cats,Def,14,15,DNP,DNP,669,655,-14,-2.09,307,308,-1,65,66,-1
adam-sweid,Adam Sweid,Fremantle,Sydney Swans,Fwd,14,15,DNP,DNP,645,630,-15,-2.33,313,315,-2,36,37,-1
adam-treloar,Adam Treloar,Western Bulldogs,West Coast Eagles,Mid,14,15,DNP,DNP,723,697,-26,-3.6,294,300,-6,111,113,-2
aidan-corr,Aidan Corr,North Melbourne,Geelong Cats,Key Def,14,15,PLAYED,42.0,49,49,0,0.0,735,734,1,80,80,0
aidan-johnson,Aidan Johnson,Melbourne,Free agents,Key Fwd,14,15,DNP,DNP,86,84,-2,-2.33,685,684,1,91,91,0
aidan-schubert,Aidan Schubert,Hawthorn,Fremantle Dockers,Key Fwd,14,15,DNP,DNP,693,677,-16,-2.31,300,304,-4,41,40,1
aiden-riddle,Aiden Riddle,Fremantle,Fremantle Dockers,Ruck,14,15,DNP,DNP,480,472,-8,-1.67,391,390,1,39,38,1
alex-davies,Alex Davies,Gold Coast,Western Bulldogs,Mid,14,15,DNP,DNP,515,505,-10,-1.94,370,370,0,131,132,-1
alex-dodson,Alex Dodson,St Kilda,Hawthorn Hawks,Ruck,14,15,DNP,DNP,489,482,-7,-1.43,383,383,0,38,37,1
alex-neal-bullen,Alex Neal-Bullen,Adelaide,West Coast Eagles,Fwd,14,15,PLAYED,79.0,534,525,-9,-1.69,362,362,0,43,43,0
alex-pearce,Alex Pearce,Fremantle,Geelong Cats,Key Def,14,15,PLAYED,83.0,38,38,0,0.0,747,748,-1,84,84,0
alex-van-wyk,Alex Van Wyk,Port Adelaide,Adelaide Crows,Ruck,14,15,DNP,DNP,620,611,-9,-1.45,319,319,0,29,29,0
