key,name,club,affl_team,pos,previous_round,current_round,played,score,prev_value,cur_value,value_change,value_change_pct,prev_rank,cur_rank,rank_change,prev_pos_rank,cur_pos_rank,pos_rank_change
aliir-aliir,Aliir Aliir,Port Adelaide,North Melbourne Kangaroos,Key Def,15,16,PLAYED,90.0,1023,1063,40,3.91,223,221,2,17,17,0
alix-tauru,Alix Tauru,St Kilda,Western Bulldogs,Key Def,15,16,DNP,DNP,1503,1499,-4,-0.27,170,164,6,13,13,0
andrew-brayshaw,Andrew Brayshaw,Fremantle,St Kilda Saints,Mid,15,16,PLAYED,131.0,2876,2920,44,1.53,61,59,2,37,35,2
andrew-mcgrath,Andrew McGrath,Essendon,Geelong Cats,Def,15,16,PLAYED,103.0,1057,1147,90,8.51,220,209,11,45,44,1
andy-moniz-wakefield,Andy Moniz-Wakefield,Melbourne,West Coast Eagles,Def,15,16,DNP,DNP,53,52,-1,-1.89,724,720,4,155,156,-1
angus-anderson,Angus Anderson,Collingwood,North Melbourne Kangaroos,Mid,15,16,DNP,DNP,241,232,-9,-3.73,554,552,2,160,160,0
angus-clarke,Angus Clarke,Essendon,Carlton Blues,Def,15,16,DNP,DNP,753,747,-6,-0.8,285,284,1,61,63,-2
angus-hastie,Angus Hastie,St Kilda,Richmond Tigers,Def,15,16,DNP,DNP,259,245,-14,-5.41,539,542,-3,116,117,-1
angus-sheldrick,Angus Sheldrick,Sydney,Western Bulldogs,Mid,15,16,PLAYED,78.0,763,777,14,1.83,283,278,5,106,104,2
anthony-caminiti,Anthony Caminiti,St Kilda,Collingwood Magpies,Key Fwd,15,16,DNP,DNP,1059,1059,0,0.0,218,222,-4,29,30,-1
archer-day-wicks,Archer Day-Wicks,Essendon,Adelaide Crows,Fwd,15,16,PLAYED,54.0,346,350,4,1.16,459,454,5,64,64,0
archer-reid,Archer Reid,West Coast,Melbourne Demons,Key Fwd,15,16,DNP,DNP,863,852,-11,-1.27,260,259,1,35,35,0
archie-ludowyke,Archie Ludowyke,Adelaide,Fremantle Dockers,Key Fwd,15,16,DNP,DNP,389,380,-9,-2.31,435,434,1,58,57,1
archie-may,Archie May,Essendon,Western Bulldogs,Key Fwd,15,16,DNP,DNP,479,477,-2,-0.42,386,384,2,48,49,-1
archie-perkins,Archie Perkins,Essendon,Melbourne Demons,Fwd,15,16,PLAYED,41.0,284,304,20,7.04,510,493,17,80,80,0
archie-roberts,Archie Roberts,Essendon,St Kilda Saints,Def,15,16,DNP,DNP,5159,5145,-14,-0.27,14,15,-1,2,2,0
arthur-jones,Arthur Jones,Western Bulldogs,Adelaide Crows,Fwd,15,16,DNP,DNP,105,105,0,0.0,661,656,5,132,131,1
asher-eastham,Asher Eastham,Gold Coast,Free agents,Fwd,15,16,DNP,DNP,200,196,-4,-2.0,586,586,0,101,101,0
ashton-moir,Ashton Moir,Carlton,St Kilda Saints,Fwd,15,16,DNP,DNP,262,251,-11,-4.2,537,537,0,86,90,-4
avery-thomas,Avery Thomas,Gold Coast,Melbourne Demons,Def,15,16,DNP,DNP,546,536,-10,-1.83,353,350,3,78,78,0
bailey-banfield,Bailey Banfield,Fremantle,St Kilda Saints,Def,15,16,DNP,DNP,14,14,0,0.0,785,785,0,171,171,0
bailey-dale,Bailey Dale,Western Bulldogs,Geelong Cats,Def,15,16,DNP,DNP,2118,2122,4,0.19,102,98,4,19,17,2
bailey-humphrey,Bailey Humphrey,Gold Coast,Western Bulldogs,Fwd,15,16,PLAYED,31.0,2176,1989,-187,-8.59,93,109,-16,12,13,-1
bailey-laurie,Bailey Laurie,Melbourne,Free agents,Fwd,15,16,DNP,DNP,72,72,0,0.0,704,703,1,150,149,1
bailey-macdonald,Bailey Macdonald,Hawthorn,Western Bulldogs,Def,15,16,PLAYED,42.0,140,122,-18,-12.86,629,641,-12,131,134,-3
bailey-scott,Bailey Scott,North Melbourne,Free agents,Mid,15,16,DNP,DNP,49,47,-2,-4.08,735,732,3,188,186,2
bailey-smith,Bailey Smith,Geelong,Geelong Cats,Mid,15,16,DNP,DNP,5833,5816,-17,-0.29,9,9,0,6,6,0
bailey-williams-wb,Bailey Williams,Western Bulldogs,Collingwood Magpies,Def,15,16,DNP,DNP,643,642,-1,-0.16,311,312,-1,68,67,1
bailey-williams-wc,Bailey J. Williams,West Coast,Sydney Swans,Ruck,15,16,PLAYED,67.0,2161,2128,-33,-1.53,95,97,-2,7,7,0
balyn-o-brien,Balyn O'Brien,Port Adelaide,Free agents,Def,15,16,DNP,DNP,267,259,-8,-3.0,529,527,2,111,111,0
bayley-fritsch,Bayley Fritsch,Melbourne,Geelong Cats,Fwd,15,16,DNP,DNP,118,118,0,0.0,647,645,2,129,129,0
beau-addinsall,Beau Addinsall,Gold Coast,Fremantle Dockers,Mid,15,16,PLAYED,62.0,1143,1176,33,2.89,210,206,4,84,83,1
beau-mccreery,Beau McCreery,Collingwood,West Coast Eagles,Fwd,15,16,PLAYED,64.0,195,182,-13,-6.67,591,596,-5,105,108,-3
ben-ainsworth,Ben Ainsworth,Carlton,Brisbane Lions,Fwd,15,16,PLAYED,111.0,275,417,142,51.64,522,409,113,83,57,26
ben-camporeale,Ben Camporeale,Carlton,Fremantle Dockers,Mid,15,16,DNP,DNP,353,346,-7,-1.98,455,456,-1,148,145,3
ben-jepson,Ben Jepson,Gold Coast,Free agents,Mid,15,16,PLAYED,39.0,16,14,-2,-12.5,782,786,-4,191,191,0
ben-keays,Ben Keays,Adelaide,Adelaide Crows,Fwd,15,16,PLAYED,58.0,458,381,-77,-16.81,402,432,-30,54,62,-8
ben-king,Ben King,Gold Coast,Sydney Swans,Key Fwd,15,16,PLAYED,47.0,361,332,-29,-8.03,448,462,-14,62,63,-1
ben-long,Ben Long,Gold Coast,Richmond Tigers,Fwd,15,16,PLAYED,39.0,32,32,0,0.0,757,758,-1,168,168,0
ben-mckay,Ben McKay,Essendon,West Coast Eagles,Key Def,15,16,PLAYED,45.0,46,46,0,0.0,739,735,4,82,82,0
ben-miller,Ben Miller,Richmond,Sydney Swans,Key Def,15,16,PLAYED,80.0,1301,1321,20,1.54,191,184,7,15,15,0
ben-murphy,Ben Murphy,Brisbane,North Melbourne Kangaroos,Def,15,16,DNP,DNP,267,259,-8,-3.0,530,528,2,112,112,0
benny-barrett,Benny Barrett,Port Adelaide,Free agents,Fwd,15,16,DNP,DNP,133,131,-2,-1.5,635,631,4,124,122,2
billy-cootee,Billy Cootee,Sydney,Essendon Bombers,Mid,15,16,DNP,DNP,89,89,0,0.0,677,678,-1,179,179,0
billy-dowling,Billy Dowling,Adelaide,Essendon Bombers,Fwd,15,16,DNP,DNP,125,125,0,0.0,641,639,2,128,128,0
billy-frampton,Billy Frampton,Collingwood,Brisbane Lions,Key Def,15,16,PLAYED,84.0,171,210,39,22.81,604,575,29,67,61,6
billy-wilson,Billy Wilson,Carlton,Western Bulldogs,Def,15,16,PLAYED,86.0,239,221,-18,-7.53,556,562,-6,120,121,-1
blake-acres,Blake Acres,Carlton,Brisbane Lions,Mid,15,16,PLAYED,64.0,396,312,-84,-21.21,431,487,-56,142,150,-8
blake-hardwick,Blake Hardwick,Hawthorn,Port Adelaide Power,Def,15,16,PLAYED,89.0,354,367,13,3.67,454,440,14,95,92,3
blake-howes,Blake Howes,Melbourne,Essendon Bombers,Def,15,16,DNP,DNP,321,320,-1,-0.31,485,477,8,103,101,2
blake-thredgold,Blake Thredgold,North Melbourne,Fremantle Dockers,Key Def,15,16,DNP,DNP,541,541,0,0.0,354,349,5,30,30,0
bo-allan,Bo Allan,West Coast,Melbourne Demons,Def,15,16,PLAYED,80.0,993,1110,117,11.78,228,214,14,46,45,1
bobby-hill,Bobby Hill,Collingwood,West Coast Eagles,Fwd,15,16,DNP,DNP,64,59,-5,-7.81,711,708,3,152,153,-1
bodhi-uwland,Bodhi Uwland,Gold Coast,Port Adelaide Power,Def,15,16,PLAYED,114.0,3530,3659,129,3.65,42,39,3,7,6,1
bodie-ryan,Bodie Ryan,Hawthorn,Collingwood Magpies,Def,15,16,DNP,DNP,345,329,-16,-4.64,461,465,-4,99,99,0
bradley-close,Bradley Close,Geelong,Geelong Cats,Fwd,15,16,DNP,DNP,29,30,1,3.45,765,764,1,172,172,0
bradley-hill,Bradley Hill,St Kilda,Port Adelaide Power,Fwd,15,16,DNP,DNP,907,915,8,0.88,254,246,8,28,28,0
brady-hough,Brady Hough,West Coast,Essendon Bombers,Def,15,16,PLAYED,61.0,352,356,4,1.14,458,448,10,97,96,1
braeden-campbell,Braeden Campbell,Sydney,Essendon Bombers,Def,15,16,DNP,DNP,427,412,-15,-3.51,416,412,4,91,87,4
brandon-starcevich,Brandon Starcevich,Brisbane,Melbourne Demons,Def,15,16,PLAYED,40.0,42,42,0,0.0,742,739,3,158,159,-1
brandon-walker,Brandon Walker,Fremantle,Port Adelaide Power,Def,15,16,DNP,DNP,109,105,-4,-3.67,655,657,-2,138,139,-1
brandon-zerk-thatcher,Brandon Zerk-Thatcher,Essendon,Free agents,Key Def,15,16,PLAYED,45.0,238,219,-19,-7.98,558,565,-7,55,58,-3
brayden-cook,Brayden Cook,Adelaide,North Melbourne Kangaroos,Mid,15,16,PLAYED,20.0,967,680,-287,-29.68,231,304,-73,90,114,-24
brayden-fiorini,Brayden Fiorini,Essendon,Brisbane Lions,Mid,15,16,DNP,DNP,310,302,-8,-2.58,492,495,-3,152,152,0
brayden-george,Brayden George,North Melbourne,Richmond Tigers,Fwd,15,16,DNP,DNP,318,318,0,0.0,487,480,7,72,73,-1
brayden-maynard,Brayden Maynard,Collingwood,North Melbourne Kangaroos,Def,15,16,DNP,DNP,931,933,2,0.21,239,239,0,50,49,1
brennan-cox,Brennan Cox,Fremantle,Sydney Swans,Key Def,15,16,PLAYED,67.0,431,421,-10,-2.32,414,407,7,36,35,1
brent-daniels,Brent Daniels,GWS,Essendon Bombers,Fwd,15,16,DNP,DNP,1369,1378,9,0.66,182,176,6,23,23,0
brodie-grundy,Brodie Grundy,Sydney,St Kilda Saints,Ruck,15,16,PLAYED,90.0,4759,4537,-222,-4.66,16,19,-3,3,3,0
brodie-kemp,Brodie Kemp,Carlton,Geelong Cats,Key Fwd,15,16,PLAYED,77.0,854,941,87,10.19,265,237,28,36,32,4
brody-mihocek,Brody Mihocek,Melbourne,Brisbane Lions,Key Fwd,15,16,DNP,DNP,11,11,0,0.0,789,790,-1,101,101,0
bruce-reville,Bruce Reville,Brisbane,North Melbourne Kangaroos,Mid,15,16,PLAYED,31.0,67,52,-15,-22.39,708,721,-13,183,184,-1
buku-khamis,Buku Khamis,Western Bulldogs,Brisbane Lions,Key Def,15,16,DNP,DNP,77,76,-1,-1.3,695,699,-4,76,77,-1
caiden-cleary,Caiden Cleary,Sydney,Carlton Blues,Fwd,15,16,PLAYED,18.0,483,456,-27,-5.59,381,397,-16,47,53,-6
caleb-daniel,Caleb Daniel,North Melbourne,Port Adelaide Power,Def,15,16,PLAYED,145.0,1522,1728,206,13.53,166,141,25,37,31,6
caleb-graham,Caleb Graham,Gold Coast,Free agents,Key Def,15,16,DNP,DNP,71,70,-1,-1.41,705,705,0,78,78,0
caleb-lewis,Caleb Lewis,Gold Coast,Free agents,Key Fwd,15,16,DNP,DNP,213,208,-5,-2.35,579,579,0,82,82,0
caleb-may,Caleb May,Western Bulldogs,Melbourne Demons,Ruck,15,16,DNP,DNP,611,604,-7,-1.15,320,322,-2,30,30,0
caleb-serong,Caleb Serong,Fremantle,Western Bulldogs,Mid,15,16,PLAYED,85.0,4376,4259,-117,-2.67,21,21,0,14,14,0
caleb-windsor,Caleb Windsor,Melbourne,Western Bulldogs,Mid,15,16,DNP,DNP,1632,1626,-6,-0.37,146,147,-1,65,66,-1
callum-ah-chee,Callum Ah Chee,Adelaide,Geelong Cats,Fwd,15,16,DNP,DNP,84,84,0,0.0,685,685,0,143,143,0
callum-brown-ire,Callum M. Brown,GWS,St Kilda Saints,Fwd,15,16,PLAYED,76.0,17,21,4,23.53,781,777,4,178,177,1
callum-coleman-jones,Callum Coleman-Jones,North Melbourne,Free agents,Key Fwd,15,16,PLAYED,13.0,42,42,0,0.0,743,740,3,98,97,1
callum-mills,Callum Mills,Sydney,Collingwood Magpies,Def,15,16,PLAYED,109.0,1807,1966,159,8.8,131,113,18,27,22,5
callum-wilkie,Callum Wilkie,St Kilda,North Melbourne Kangaroos,Key Def,15,16,DNP,DNP,3679,3718,39,1.06,34,35,-1,2,2,0
calsher-dear,Calsher Dear,Hawthorn,Collingwood Magpies,Key Fwd,15,16,PLAYED,42.0,957,964,7,0.73,233,232,1,31,31,0
cameron-mackenzie,Cameron Mackenzie,Hawthorn,Western Bulldogs,Mid,15,16,PLAYED,105.0,1934,2338,404,20.89,117,86,31,56,47,9
cameron-nairn,Cameron Nairn,Hawthorn,Hawthorn Hawks,Fwd,15,16,DNP,DNP,798,789,-9,-1.13,272,273,-1,32,32,0
cameron-rayner,Cameron Rayner,Brisbane,Geelong Cats,Fwd,15,16,PLAYED,79.0,436,472,36,8.26,411,386,25,57,49,8
cameron-zurhaar,Cameron Zurhaar,North Melbourne,Richmond Tigers,Fwd,15,16,PLAYED,54.0,152,139,-13,-8.55,620,626,-6,114,119,-5
campbell-chesser,Campbell Chesser,Carlton,Essendon Bombers,Mid,15,16,DNP,DNP,396,381,-15,-3.79,432,433,-1,143,143,0
campbell-gray,Campbell Gray,Richmond,Carlton Blues,Key Def,15,16,DNP,DNP,268,266,-2,-0.75,527,520,7,52,50,2
campbell-lake,Campbell Lake,St Kilda,Richmond Tigers,Fwd,15,16,DNP,DNP,142,135,-7,-4.93,626,629,-3,120,121,-1
chad-warner,Chad Warner,Sydney,North Melbourne Kangaroos,Mid,15,16,PLAYED,150.0,2906,3144,238,8.19,58,52,6,34,31,3
changkuoth-jiath,Changkuoth Jiath,Melbourne,Western Bulldogs,Def,15,16,DNP,DNP,25,24,-1,-4.0,773,772,1,167,167,0
charlie-ballard,Charlie Ballard,Gold Coast,Carlton Blues,Key Def,15,16,PLAYED,25.0,215,167,-48,-22.33,577,602,-25,62,67,-5
charlie-banfield,Charlie Banfield,St Kilda,Melbourne Demons,Mid,15,16,DNP,DNP,789,761,-28,-3.55,275,281,-6,103,105,-2
charlie-cameron,Charlie Cameron,Brisbane,Sydney Swans,Fwd,15,16,PLAYED,85.0,266,296,30,11.28,533,498,35,84,81,3
charlie-comben,Charlie Comben,North Melbourne,St Kilda Saints,Key Def,15,16,PLAYED,67.0,1002,1006,4,0.4,226,227,-1,18,18,0
charlie-curnow,Charlie Curnow,Carlton,Adelaide Crows,Key Fwd,15,16,PLAYED,75.0,1237,1234,-3,-0.24,197,197,0,24,24,0
charlie-edwards,Charlie Edwards,Adelaide,Hawthorn Hawks,Mid,15,16,DNP,DNP,749,745,-4,-0.53,287,286,1,109,107,2
charlie-nicholls,Charlie Nicholls,Fremantle,Hawthorn Hawks,Key Fwd,15,16,DNP,DNP,371,364,-7,-1.89,442,442,0,60,60,0
charlie-spargo,Charlie Spargo,Melbourne,Port Adelaide Power,Fwd,15,16,PLAYED,67.0,35,35,0,0.0,752,752,0,165,165,0
charlie-west,Charlie West,Collingwood,Western Bulldogs,Key Fwd,15,16,DNP,DNP,446,445,-1,-0.22,407,400,7,50,51,-1
chayce-jones,Chayce Jones,Adelaide,Free agents,Mid,15,16,DNP,DNP,113,113,0,0.0,652,649,3,171,170,1
chris-scerri,Chris Scerri,Fremantle,Richmond Tigers,Fwd,15,16,DNP,DNP,328,321,-7,-2.13,473,473,0,67,71,-4
christian-moraes,Christian Moraes,Port Adelaide,Richmond Tigers,Mid,15,16,DNP,DNP,928,918,-10,-1.08,241,243,-2,94,94,0
christian-petracca,Christian Petracca,Gold Coast,West Coast Eagles,Mid,15,16,PLAYED,59.0,2869,2469,-400,-13.94,62,75,-13,38,44,-6
christian-salem,Christian Salem,Melbourne,Port Adelaide Power,Def,15,16,DNP,DNP,584,578,-6,-1.03,335,334,1,74,73,1
cillian-bourke,Cillian Bourke,Essendon,Free agents,Def,15,16,DNP,DNP,367,356,-11,-3.0,443,449,-6,93,97,-4
cillian-burke,Cillian Burke,Geelong,Port Adelaide Power,Def,15,16,DNP,DNP,115,113,-2,-1.74,650,650,0,137,138,-1
clay-hall,Clay Hall,West Coast,Collingwood Magpies,Mid,15,16,DNP,DNP,566,525,-41,-7.24,343,358,-15,122,126,-4
clayton-oliver,Clayton Oliver,GWS,North Melbourne Kangaroos,Mid,15,16,PLAYED,118.0,2394,2455,61,2.55,80,76,4,47,45,2
cody-anderson,Cody Anderson,Hawthorn,Free agents,Fwd,15,16,DNP,DNP,192,189,-3,-1.56,593,591,2,106,105,1
cody-angove,Cody Angove,GWS,Hawthorn Hawks,Mid,15,16,DNP,DNP,630,618,-12,-1.9,316,319,-3,116,116,0
cody-curtin,Cody Curtin,Brisbane,St Kilda Saints,Key Fwd,15,16,DNP,DNP,721,717,-4,-0.55,295,293,2,38,37,1
cody-weightman,Cody Weightman,Western Bulldogs,Collingwood Magpies,Fwd,15,16,DNP,DNP,330,320,-10,-3.03,470,478,-8,66,72,-6
colby-mckercher,Colby McKercher,North Melbourne,Richmond Tigers,Mid,15,16,PLAYED,92.0,3852,3955,103,2.67,30,30,0,20,20,0
connor-budarick,Connor Budarick,Western Bulldogs,Brisbane Lions,Def,15,16,DNP,DNP,207,201,-6,-2.9,583,581,2,124,124,0
connor-idun,Connor Idun,GWS,North Melbourne Kangaroos,Def,15,16,PLAYED,81.0,1925,1918,-7,-0.36,119,118,1,22,23,-1
connor-macdonald,Connor MacDonald,Hawthorn,Richmond Tigers,Fwd,15,16,PLAYED,73.0,2259,2259,0,0.0,86,87,-1,10,10,0
connor-o-sullivan,Connor O'Sullivan,Geelong,Western Bulldogs,Key Def,15,16,DNP,DNP,2956,3001,45,1.52,57,57,0,3,3,0
connor-rozee,Connor Rozee,Port Adelaide,Adelaide Crows,Mid,15,16,DNP,DNP,2998,2958,-40,-1.33,56,58,-2,33,34,-1
conor-mckenna,Conor McKenna,Brisbane,St Kilda Saints,Fwd,15,16,PLAYED,70.0,11,16,5,45.45,790,782,8,179,179,0
conor-nash,Conor Nash,Hawthorn,Sydney Swans,Mid,15,16,DNP,DNP,341,339,-2,-0.59,462,459,3,149,146,3
conor-stone,Conor Stone,GWS,Brisbane Lions,Def,15,16,PLAYED,26.0,86,86,0,0.0,681,681,0,144,145,-1
cooper-bell,Cooper Bell,Gold Coast,Free agents,Key Def,15,16,DNP,DNP,357,350,-7,-1.96,451,455,-4,43,42,1
cooper-duff-tytler,Cooper Duff-Tytler,West Coast,Fremantle Dockers,Key Fwd,15,16,PLAYED,38.0,1644,1574,-70,-4.26,143,154,-11,14,15,-1
cooper-harvey,Cooper Harvey,North Melbourne,Richmond Tigers,Fwd,15,16,PLAYED,73.0,102,102,0,0.0,665,660,5,134,133,1
cooper-hynes,Cooper Hynes,Western Bulldogs,Fremantle Dockers,Mid,15,16,DNP,DNP,1223,1212,-11,-0.9,199,201,-2,80,80,0
cooper-lord,Cooper Lord,Carlton,Western Bulldogs,Mid,15,16,DNP,DNP,357,328,-29,-8.12,452,468,-16,147,148,-1
cooper-sharman,Cooper Sharman,St Kilda,Adelaide Crows,Key Fwd,15,16,DNP,DNP,673,672,-1,-0.15,305,307,-2,41,39,2
cooper-simpson,Cooper Simpson,Fremantle,Richmond Tigers,Def,15,16,DNP,DNP,252,251,-1,-0.4,544,538,6,117,116,1
cooper-trembath,Cooper Trembath,North Melbourne,Richmond Tigers,Key Fwd,15,16,PLAYED,82.0,1894,1928,34,1.8,121,117,4,10,10,0
corey-durdin,Corey Durdin,Carlton,Port Adelaide Power,Fwd,15,16,PLAYED,71.0,63,67,4,6.35,712,706,6,153,151,2
corey-wagner,Corey Wagner,Fremantle,Sydney Swans,Def,15,16,DNP,DNP,42,42,0,0.0,744,741,3,159,160,-1
corey-warner,Corey Warner,Sydney,Melbourne Demons,Fwd,15,16,DNP,DNP,76,74,-2,-2.63,699,702,-3,148,148,0
dan-houston,Dan Houston,Collingwood,St Kilda Saints,Def,15,16,PLAYED,114.0,1210,1316,106,8.76,203,186,17,42,39,3
dane-rampe,Dane Rampe,Sydney,Brisbane Lions,Def,15,16,DNP,DNP,12,12,0,0.0,786,788,-2,172,173,-1
daniel-annable,Daniel Annable,Brisbane,Fremantle Dockers,Mid,15,16,DNP,DNP,2022,1988,-34,-1.68,109,110,-1,53,54,-1
daniel-butler,Daniel Butler,St Kilda,Free agents,Fwd,15,16,DNP,DNP,20,20,0,0.0,778,779,-1,177,178,-1
daniel-curtin,Daniel Curtin,Adelaide,Melbourne Demons,Mid,15,16,PLAYED,35.0,2447,2371,-76,-3.11,78,83,-5,46,46,0
daniel-mcstay,Daniel McStay,Collingwood,Brisbane Lions,Key Fwd,15,16,PLAYED,45.0,62,48,-14,-22.58,713,728,-15,92,95,-3
daniel-rioli,Daniel Rioli,Gold Coast,Collingwood Magpies,Def,15,16,DNP,DNP,779,780,1,0.13,281,275,6,60,58,2
daniel-turner,Daniel Turner,Melbourne,West Coast Eagles,Key Def,15,16,DNP,DNP,1565,1586,21,1.34,159,150,9,12,12,0
dante-visentini,Dante Visentini,Port Adelaide,Adelaide Crows,Ruck,15,16,PLAYED,51.0,891,884,-7,-0.79,255,254,1,23,23,0
darcy-byrne-jones,Darcy Byrne-Jones,Port Adelaide,Port Adelaide Power,Def,15,16,PLAYED,52.0,464,364,-100,-21.55,399,443,-44,87,93,-6
darcy-cameron,Darcy Cameron,Collingwood,West Coast Eagles,Ruck,15,16,PLAYED,86.0,1388,1318,-70,-5.04,179,185,-6,13,13,0
darcy-fogarty,Darcy Fogarty,Adelaide,Port Adelaide Power,Key Fwd,15,16,PLAYED,115.0,398,513,115,28.89,429,368,61,55,47,8
darcy-fort,Darcy Fort,Geelong,Collingwood Magpies,Ruck,15,16,PLAYED,93.0,81,110,29,35.8,690,652,38,54,54,0
darcy-gardiner,Darcy Gardiner,Brisbane,Geelong Cats,Key Def,15,16,PLAYED,46.0,45,45,0,0.0,741,736,5,83,83,0
darcy-jones,Darcy Jones,GWS,Essendon Bombers,Fwd,15,16,DNP,DNP,1589,1558,-31,-1.95,153,157,-4,17,17,0
darcy-moore,Darcy Moore,Collingwood,Essendon Bombers,Key Def,15,16,DNP,DNP,251,245,-6,-2.39,546,543,3,54,52,2
darcy-parish,Darcy Parish,Essendon,Collingwood Magpies,Mid,15,16,PLAYED,84.0,1452,1366,-86,-5.92,171,178,-7,72,72,0
darcy-wilmot,Darcy Wilmot,Brisbane,Hawthorn Hawks,Def,15,16,PLAYED,66.0,3841,3673,-168,-4.37,31,37,-6,4,5,-1
darcy-wilson,Darcy Wilson,St Kilda,Western Bulldogs,Fwd,15,16,DNP,DNP,2410,2429,19,0.79,79,78,1,7,7,0
darragh-joyce,Darragh Joyce,Brisbane,Free agents,Key Def,15,16,DNP,DNP,11,11,0,0.0,791,791,0,92,92,0
dayne-zorko,Dayne Zorko,Brisbane,Port Adelaide Power,Def,15,16,DNP,DNP,1235,1235,0,0.0,198,196,2,41,41,0
deven-robertson,Deven Robertson,West Coast,Melbourne Demons,Mid,15,16,DNP,DNP,238,228,-10,-4.2,559,557,2,161,162,-1
dion-prestia,Dion Prestia,Richmond,Sydney Swans,Mid,15,16,PLAYED,58.0,389,280,-109,-28.02,436,510,-74,145,156,-11
dougal-howard,Dougal Howard,St Kilda,Port Adelaide Power,Key Def,15,16,DNP,DNP,90,89,-1,-1.11,675,679,-4,75,75,0
dylan-moore,Dylan Moore,Hawthorn,Hawthorn Hawks,Fwd,15,16,PLAYED,47.0,1528,1426,-102,-6.68,164,169,-5,19,20,-1
dylan-patterson,Dylan Patterson,Gold Coast,Melbourne Demons,Def,15,16,DNP,DNP,954,927,-27,-2.83,234,242,-8,49,50,-1
dylan-stephens,Dylan Stephens,North Melbourne,Essendon Bombers,Mid,15,16,PLAYED,76.0,541,587,46,8.5,355,329,26,126,118,8
dyson-sharp,Dyson Sharp,Essendon,Fremantle Dockers,Mid,15,16,PLAYED,63.0,1701,1746,45,2.65,142,140,2,63,63,0
eamonn-armstrong,Eamonn Armstrong,St Kilda,Hawthorn Hawks,Def,15,16,DNP,DNP,162,159,-3,-1.85,613,614,-1,130,130,0
ed-langdon,Ed Langdon,Melbourne,Sydney Swans,Def,15,16,DNP,DNP,580,569,-11,-1.9,336,338,-2,75,75,0
ed-richards,Ed Richards,Western Bulldogs,St Kilda Saints,Mid,15,16,DNP,DNP,3087,3078,-9,-0.29,53,54,-1,31,32,-1
edward-allan,Edward Allan,Collingwood,Richmond Tigers,Mid,15,16,PLAYED,91.0,601,688,87,14.48,326,300,26,117,112,5
elijah-hewett,Elijah Hewett,West Coast,Melbourne Demons,Mid,15,16,PLAYED,51.0,820,815,-5,-0.61,268,267,1,100,101,-1
elijah-hollands,Elijah Hollands,Carlton,Essendon Bombers,Fwd,15,16,DNP,DNP,860,852,-8,-0.93,261,260,1,29,30,-1
elijah-tsatas,Elijah Tsatas,Essendon,Melbourne Demons,Mid,15,16,DNP,DNP,1382,1361,-21,-1.52,180,179,1,74,73,1
elliot-himmelberg,Elliott Himmelberg,Adelaide,Free agents,Key Fwd,15,16,DNP,DNP,104,101,-3,-2.88,663,663,0,89,88,1
