key,name,club,affl_team,pos,previous_round,current_round,played,score,prev_value,cur_value,value_change,value_change_pct,prev_rank,cur_rank,rank_change,prev_pos_rank,cur_pos_rank,pos_rank_change
jordan-de-goey,Jordan De Goey,Collingwood,North Melbourne Kangaroos,Fwd,14,15,PLAYED,133.0,1510,1744,234,15.5,165,138,27,19,16,3
tobie-travaglia,Tobie Travaglia,St Kilda,Melbourne Demons,Def,14,15,DNP,DNP,601,600,-1,-0.17,333,334,-1,71,72,-1
connor-idun,Connor Idun,GWS,North Melbourne Kangaroos,Def,14,15,PLAYED,87.0,1985,1926,-59,-2.97,114,119,-5,23,22,1
peter-wright,Peter Wright,Essendon,Port Adelaide Power,Key Fwd,14,15,DNP,DNP,2047,2046,-1,-0.05,110,109,1,8,8,0
sam-cumming,Sam Cumming,Richmond,Carlton Blues,Mid,14,15,PLAYED,91.0,2119,2504,385,18.17,99,75,24,51,45,6
samuel-grlj,Samuel Grlj,Richmond,Collingwood Magpies,Mid,14,15,PLAYED,24.0,2422,2224,-198,-8.18,80,90,-10,48,48,0
callum-mills,Callum Mills,Sydney,Collingwood Magpies,Def,14,15,DNP,DNP,1822,1808,-14,-0.77,132,131,1,28,27,1
max-hall,Max Hall,St Kilda,Western Bulldogs,Fwd,14,15,PLAYED,69.0,2395,2364,-31,-1.29,82,82,0,8,8,0
mitchito-owens,Mitchito Owens,St Kilda,Western Bulldogs,Key Fwd,14,15,PLAYED,50.0,2126,2067,-59,-2.78,98,105,-7,7,7,0
thomas-liberatore,Thomas Liberatore,Western Bulldogs,West Coast Eagles,Mid,14,15,PLAYED,95.0,2129,2007,-122,-5.73,97,111,-14,50,55,-5
hugh-mccluggage,Hugh McCluggage,Brisbane,Western Bulldogs,Mid,14,15,DNP,DNP,1903,1895,-8,-0.42,121,121,0,57,59,-2
nick-madden,Nick Madden,GWS,Hawthorn Hawks,Ruck,14,15,DNP,DNP,1495,1493,-2,-0.13,168,170,-2,14,12,2
josh-smillie,Josh Smillie,Richmond,Carlton Blues,Mid,14,15,DNP,DNP,1324,1324,0,0.0,188,190,-2,78,78,0
nate-caddy,Nate Caddy,Essendon,Essendon Bombers,Key Fwd,14,15,DNP,DNP,1783,1777,-6,-0.34,136,134,2,12,13,-1
jayden-short,Jayden Short,Richmond,Port Adelaide Power,Def,14,15,PLAYED,98.0,1603,1600,-3,-0.19,152,152,0,32,32,0
jack-ginnivan,Jack Ginnivan,Collingwood,North Melbourne Kangaroos,Fwd,14,15,PLAYED,70.0,2064,1967,-97,-4.7,107,113,-6,13,13,0
josh-lindsay,Josh Lindsay,West Coast,St Kilda Saints,Def,14,15,DNP,DNP,2360,2353,-7,-0.3,84,83,1,11,12,-1
george-hewett,George Hewett,Carlton,Port Adelaide Power,Mid,14,15,PLAYED,138.0,1541,1765,224,14.54,162,137,25,68,62,6
tom-mccarthy,Tom McCarthy,West Coast,Melbourne Demons,Def,14,15,DNP,DNP,1636,1631,-5,-0.31,149,148,1,31,31,0
harris-andrews,Harris Andrews,Brisbane,Collingwood Magpies,Key Def,14,15,DNP,DNP,1730,1703,-27,-1.56,138,141,-3,10,10,0
luke-parker,Luke Parker,North Melbourne,North Melbourne Kangaroos,Def,14,15,PLAYED,131.0,1462,1566,104,7.11,171,158,13,37,33,4
jack-steele,Jack Steele,Melbourne,Port Adelaide Power,Mid,14,15,PLAYED,86.0,1693,1614,-79,-4.67,141,151,-10,64,67,-3
harvey-thomas,Harvey Thomas,GWS,Brisbane Lions,Fwd,14,15,PLAYED,89.0,2524,2499,-25,-0.99,74,76,-2,6,6,0
anthony-caminiti,Anthony Caminiti,St Kilda,Collingwood Magpies,Key Fwd,14,15,PLAYED,54.0,1066,1059,-7,-0.66,220,218,2,29,29,0
harry-kyle,Harry Kyle,Sydney,Fremantle Dockers,Def,14,15,DNP,DNP,924,922,-2,-0.22,244,246,-2,53,52,1
josh-daicos,Josh Daicos,Collingwood,Brisbane Lions,Def,14,15,PLAYED,92.0,2145,2128,-17,-0.79,96,101,-5,16,18,-2
sullivan-robey,Sullivan Robey,Essendon,Fremantle Dockers,Mid,14,15,DNP,DNP,2640,2631,-9,-0.34,71,69,2,42,41,1
caleb-daniel,Caleb Daniel,North Melbourne,Port Adelaide Power,Def,14,15,PLAYED,149.0,1245,1522,277,22.25,199,167,32,41,37,4
tom-powell,Tom Powell,North Melbourne,Carlton Blues,Fwd,14,15,DNP,DNP,2247,2241,-6,-0.27,90,88,2,12,11,1
patrick-cripps,Patrick Cripps,Carlton,Port Adelaide Power,Mid,14,15,PLAYED,117.0,1460,1578,118,8.08,173,157,16,71,70,1
jonty-faull,Jonty Faull,Richmond,Carlton Blues,Key Fwd,14,15,DNP,DNP,1090,1086,-4,-0.37,217,216,1,26,27,-1
luke-ryan,Luke Ryan,Fremantle,West Coast Eagles,Def,14,15,PLAYED,88.0,1799,1736,-63,-3.5,134,139,-5,29,29,0
dylan-moore,Dylan Moore,Hawthorn,Hawthorn Hawks,Fwd,14,15,PLAYED,76.0,1572,1528,-44,-2.8,157,164,-7,17,19,-2
isaac-kako,Isaac Kako,Essendon,Western Bulldogs,Fwd,14,15,DNP,DNP,1438,1434,-4,-0.28,176,175,1,22,21,1
hayden-young,Hayden Young,Fremantle,Essendon Bombers,Mid,14,15,PLAYED,73.0,2732,2548,-184,-6.73,66,74,-8,40,44,-4
will-setterfield,Will Setterfield,Essendon,Brisbane Lions,Mid,14,15,DNP,DNP,1632,1625,-7,-0.43,150,149,1,67,66,1
touk-miller,Touk Miller,Gold Coast,Geelong Cats,Mid,14,15,PLAYED,75.0,1720,1596,-124,-7.21,139,153,-14,62,68,-6
darcy-parish,Darcy Parish,Essendon,Collingwood Magpies,Mid,14,15,DNP,DNP,1460,1452,-8,-0.55,172,173,-1,70,72,-2
ethan-read,Ethan Read,Gold Coast,St Kilda Saints,Key Fwd,14,15,DNP,DNP,1365,1360,-5,-0.37,184,186,-2,21,21,0
cameron-nairn,Cameron Nairn,Hawthorn,Hawthorn Hawks,Fwd,14,15,PLAYED,47.0,798,804,6,0.75,275,273,2,33,32,1
justin-mcinerney,Justin McInerney,Sydney,Carlton Blues,Mid,14,15,DNP,DNP,1950,1940,-10,-0.51,118,116,2,56,56,0
patrick-voss,Patrick Voss,Fremantle,Fremantle Dockers,Key Fwd,14,15,PLAYED,78.0,1856,1959,103,5.55,126,114,12,9,9,0
mitch-georgiades,Mitch Georgiades,Port Adelaide,North Melbourne Kangaroos,Key Fwd,14,15,PLAYED,48.0,1393,1289,-104,-7.47,180,192,-12,20,22,-2
gryan-miers,Gryan Miers,Geelong,Brisbane Lions,Fwd,14,15,DNP,DNP,1893,1882,-11,-0.58,123,124,-1,15,15,0
cooper-sharman,Cooper Sharman,St Kilda,Adelaide Crows,Key Fwd,14,15,PLAYED,53.0,763,673,-90,-11.8,281,305,-24,37,41,-4
lawson-humphries,Lawson Humphries,Geelong,Geelong Cats,Def,14,15,PLAYED,92.0,1848,1865,17,0.92,130,126,4,26,24,2
oskar-taylor,Oskar Taylor,GWS,Hawthorn Hawks,Def,14,15,DNP,DNP,828,828,0,0.0,270,270,0,57,57,0
leo-lombard,Leo Lombard,Gold Coast,Fremantle Dockers,Fwd,14,15,PLAYED,65.0,1390,1394,4,0.29,181,180,1,23,22,1
jack-lukosius,Jack Lukosius,Port Adelaide,Essendon Bombers,Key Fwd,14,15,PLAYED,68.0,1467,1435,-32,-2.18,170,174,-4,18,19,-1
jai-murray,Jai Murray,Gold Coast,Fremantle Dockers,Mid,14,15,PLAYED,87.0,1184,1276,92,7.77,209,194,15,81,79,2
jase-burgoyne,Jase Burgoyne,Port Adelaide,Essendon Bombers,Def,14,15,PLAYED,92.0,2086,2152,66,3.16,102,97,5,18,16,2
latrelle-pickett,Latrelle Pickett,Melbourne,Collingwood Magpies,Fwd,14,15,DNP,DNP,580,578,-2,-0.34,341,342,-1,40,40,0
xavier-lindsay,Xavier Lindsay,Melbourne,Western Bulldogs,Def,14,15,DNP,DNP,2155,2148,-7,-0.32,94,98,-4,15,17,-2
trent-rivers,Trent Rivers,Melbourne,Western Bulldogs,Def,14,15,PLAYED,56.0,2015,1805,-210,-10.42,111,133,-22,21,28,-7
max-king-stk,Max King,St Kilda,Hawthorn Hawks,Key Fwd,14,15,DNP,DNP,376,374,-2,-0.53,450,448,2,64,62,2
beau-addinsall,Beau Addinsall,Gold Coast,Fremantle Dockers,Mid,14,15,PLAYED,57.0,1115,1161,46,4.13,215,210,5,86,84,2
zach-reid,Zach Reid,Essendon,Hawthorn Hawks,Key Def,14,15,DNP,DNP,1734,1728,-6,-0.35,137,140,-3,9,9,0
louis-emmett,Louis Emmett,Western Bulldogs,Adelaide Crows,Ruck,14,15,DNP,DNP,917,914,-3,-0.33,247,251,-4,21,22,-1
jaspa-fletcher,Jaspa Fletcher,Brisbane,Adelaide Crows,Def,14,15,DNP,DNP,2093,2086,-7,-0.33,101,104,-3,17,20,-3
daniel-curtin,Daniel Curtin,Adelaide,Melbourne Demons,Mid,14,15,PLAYED,69.0,2501,2459,-42,-1.68,75,78,-3,45,46,-1
mason-redman,Mason Redman,Essendon,Collingwood Magpies,Def,14,15,DNP,DNP,1651,1639,-12,-0.73,146,145,1,30,30,0
harry-mckay,Harry McKay,Carlton,St Kilda Saints,Key Fwd,14,15,PLAYED,77.0,1853,1851,-2,-0.11,128,127,1,10,11,-1
brent-daniels,Brent Daniels,GWS,Essendon Bombers,Fwd,14,15,PLAYED,69.0,1451,1373,-78,-5.38,174,183,-9,21,23,-2
zane-duursma,Zane Duursma,North Melbourne,Richmond Tigers,Fwd,14,15,PLAYED,36.0,736,743,7,0.95,292,290,2,35,35,0
luke-trainor,Luke Trainor,Richmond,Carlton Blues,Key Def,14,15,DNP,DNP,1413,1408,-5,-0.35,177,176,1,14,14,0
dyson-sharp,Dyson Sharp,Essendon,Fremantle Dockers,Mid,14,15,DNP,DNP,1708,1702,-6,-0.35,140,142,-2,63,63,0
koltyn-tholstrup,Koltyn Tholstrup,Melbourne,Collingwood Magpies,Def,14,15,PLAYED,41.0,1492,1397,-95,-6.37,169,179,-10,36,38,-2
oliver-hollands,Oliver Hollands,Carlton,Sydney Swans,Def,14,15,DNP,DNP,1555,1549,-6,-0.39,161,162,-1,35,35,0
cameron-mackenzie,Cameron Mackenzie,Hawthorn,Western Bulldogs,Mid,14,15,PLAYED,90.0,1867,1933,66,3.54,124,118,6,58,57,1
joel-jeffrey,Joel Jeffrey,Gold Coast,North Melbourne Kangaroos,Def,14,15,PLAYED,123.0,1949,2195,246,12.62,119,91,28,24,14,10
joe-berry,Joe Berry,Port Adelaide,Adelaide Crows,Fwd,14,15,PLAYED,37.0,1161,1046,-115,-9.91,214,221,-7,25,25,0
jacob-van-rooyen,Jacob Van Rooyen,Melbourne,Essendon Bombers,Key Fwd,14,15,PLAYED,92.0,1057,1123,66,6.24,224,212,12,31,26,5
paul-curtis,Paul Curtis,North Melbourne,Richmond Tigers,Fwd,14,15,DNP,DNP,1510,1511,1,0.07,166,169,-3,20,20,0
joshua-weddle,Joshua Weddle,Hawthorn,Richmond Tigers,Def,14,15,PLAYED,75.0,1578,1527,-51,-3.23,156,165,-9,33,36,-3
cooper-trembath,Cooper Trembath,North Melbourne,Richmond Tigers,Key Fwd,14,15,PLAYED,127.0,1536,1894,358,23.31,163,122,41,17,10,7
caleb-windsor,Caleb Windsor,Melbourne,Western Bulldogs,Mid,14,15,PLAYED,70.0,1638,1631,-7,-0.43,148,147,1,66,65,1
will-green,Will Green,Sydney,Essendon Bombers,Ruck,14,15,DNP,DNP,651,651,0,0.0,311,310,1,27,27,0
sam-durham,Sam Durham,Essendon,West Coast Eagles,Mid,14,15,DNP,DNP,1787,1777,-10,-0.56,135,135,0,61,60,1
