key,name,club,affl_team,pos,previous_round,current_round,played,score,prev_value,cur_value,value_change,value_change_pct,prev_rank,cur_rank,rank_change,prev_pos_rank,cur_pos_rank,pos_rank_change
bradley-close,Bradley Close,Geelong,Geelong Cats,Fwd,17,18,DNP,DNP,29,29,0,0.0,767,767,0,172,173,-1
bradley-hill,Bradley Hill,St Kilda,Port Adelaide Power,Fwd,17,18,PLAYED,138.0,1163,1339,176,15.13,205,186,19,25,23,2
brady-hough,Brady Hough,West Coast,Essendon Bombers,Def,17,18,PLAYED,82.0,323,353,30,9.29,481,462,19,101,99,2
braeden-campbell,Braeden Campbell,Sydney,Essendon Bombers,Def,17,18,DNP,DNP,456,458,2,0.44,409,407,2,88,86,2
brandon-starcevich,Brandon Starcevich,Brisbane,Melbourne Demons,Def,17,18,PLAYED,61.0,42,42,0,0.0,739,739,0,158,158,0
brandon-walker,Brandon Walker,Fremantle,Port Adelaide Power,Def,17,18,DNP,DNP,114,114,0,0.0,661,656,5,141,141,0
brandon-zerk-thatcher,Brandon Zerk-Thatcher,Essendon,Free agents,Key Def,17,18,DNP,DNP,172,172,0,0.0,606,609,-3,66,66,0
brayden-cook,Brayden Cook,Adelaide,North Melbourne Kangaroos,Mid,17,18,PLAYED,111.0,618,725,107,17.31,335,295,40,116,111,5
brayden-fiorini,Brayden Fiorini,Essendon,Brisbane Lions,Mid,17,18,DNP,DNP,320,321,1,0.31,484,484,0,151,149,2
brayden-george,Brayden George,North Melbourne,Richmond Tigers,Fwd,17,18,DNP,DNP,319,319,0,0.0,485,486,-1,74,75,-1
brayden-maynard,Brayden Maynard,Collingwood,North Melbourne Kangaroos,Def,17,18,PLAYED,55.0,872,787,-85,-9.75,255,277,-22,54,59,-5
brennan-cox,Brennan Cox,Fremantle,Sydney Swans,Key Def,17,18,PLAYED,45.0,502,367,-135,-26.89,379,451,-72,35,41,-6
brent-daniels,Brent Daniels,GWS,Essendon Bombers,Fwd,17,18,DNP,DNP,1385,1399,14,1.01,181,179,2,23,21,2
brodie-grundy,Brodie Grundy,Sydney,St Kilda Saints,Ruck,17,18,PLAYED,100.0,4444,4375,-69,-1.55,19,22,-3,3,3,0
brodie-kemp,Brodie Kemp,Carlton,Geelong Cats,Key Fwd,17,18,PLAYED,31.0,886,756,-130,-14.67,251,283,-32,33,37,-4
brody-mihocek,Brody Mihocek,Melbourne,Brisbane Lions,Key Fwd,17,18,DNP,DNP,11,11,0,0.0,789,790,-1,101,101,0
bruce-reville,Bruce Reville,Brisbane,North Melbourne Kangaroos,Mid,17,18,PLAYED,91.0,52,72,20,38.46,728,705,23,188,183,5
buku-khamis,Buku Khamis,Western Bulldogs,Brisbane Lions,Key Def,17,18,PLAYED,47.0,91,77,-14,-15.38,676,697,-21,75,76,-1
caiden-cleary,Caiden Cleary,Sydney,Carlton Blues,Fwd,17,18,PLAYED,24.0,499,503,4,0.8,381,379,2,51,48,3
caleb-daniel,Caleb Daniel,North Melbourne,Port Adelaide Power,Def,17,18,PLAYED,45.0,1699,1522,-177,-10.42,143,161,-18,30,33,-3
caleb-graham,Caleb Graham,Gold Coast,Free agents,Key Def,17,18,DNP,DNP,74,75,1,1.35,704,700,4,78,78,0
caleb-lewis,Caleb Lewis,Gold Coast,Free agents,Key Fwd,17,18,DNP,DNP,219,219,0,0.0,573,572,1,81,80,1
caleb-may,Caleb May,Western Bulldogs,Melbourne Demons,Ruck,17,18,DNP,DNP,620,620,0,0.0,328,330,-2,30,31,-1
caleb-serong,Caleb Serong,Fremantle,Western Bulldogs,Mid,17,18,PLAYED,104.0,4332,4409,77,1.78,21,20,1,14,14,0
caleb-windsor,Caleb Windsor,Melbourne,Western Bulldogs,Mid,17,18,PLAYED,52.0,1569,1518,-51,-3.25,158,162,-4,68,68,0
callum-ah-chee,Callum Ah Chee,Adelaide,Geelong Cats,Fwd,17,18,DNP,DNP,84,84,0,0.0,687,687,0,142,142,0
callum-brown-ire,Callum M. Brown,GWS,St Kilda Saints,Fwd,17,18,PLAYED,124.0,11,46,35,318.18,790,736,54,180,160,20
callum-coleman-jones,Callum Coleman-Jones,North Melbourne,Free agents,Key Fwd,17,18,DNP,DNP,42,42,0,0.0,740,740,0,97,97,0
callum-mills,Callum Mills,Sydney,Collingwood Magpies,Def,17,18,PLAYED,104.0,2089,2124,35,1.68,106,108,-2,21,21,0
callum-wilkie,Callum Wilkie,St Kilda,North Melbourne Kangaroos,Key Def,17,18,PLAYED,191.0,3622,3977,355,9.8,40,29,11,2,1,1
calsher-dear,Calsher Dear,Hawthorn,Collingwood Magpies,Key Fwd,17,18,DNP,DNP,983,986,3,0.31,231,230,1,31,30,1
cameron-mackenzie,Cameron Mackenzie,Hawthorn,Western Bulldogs,Mid,17,18,PLAYED,51.0,1884,1718,-166,-8.81,127,147,-20,62,66,-4
cameron-nairn,Cameron Nairn,Hawthorn,Hawthorn Hawks,Fwd,17,18,DNP,DNP,804,807,3,0.37,278,275,3,34,34,0
cameron-rayner,Cameron Rayner,Brisbane,Geelong Cats,Fwd,17,18,PLAYED,79.0,627,711,84,13.4,323,301,22,38,36,2
cameron-zurhaar,Cameron Zurhaar,North Melbourne,Richmond Tigers,Fwd,17,18,PLAYED,88.0,123,145,22,17.89,645,625,20,131,119,12
campbell-chesser,Campbell Chesser,Carlton,Essendon Bombers,Mid,17,18,DNP,DNP,411,413,2,0.49,424,426,-2,140,140,0
campbell-gray,Campbell Gray,Richmond,Carlton Blues,Key Def,17,18,DNP,DNP,271,272,1,0.37,533,533,0,52,53,-1
campbell-lake,Campbell Lake,St Kilda,Richmond Tigers,Fwd,17,18,PLAYED,68.0,133,126,-7,-5.26,636,637,-1,128,126,2
chad-warner,Chad Warner,Sydney,North Melbourne Kangaroos,Mid,17,18,PLAYED,92.0,3145,3187,42,1.34,53,52,1,32,31,1
changkuoth-jiath,Changkuoth Jiath,Melbourne,Western Bulldogs,Def,17,18,PLAYED,57.0,38,31,-7,-18.42,746,763,-17,161,163,-2
charlie-ballard,Charlie Ballard,Gold Coast,Carlton Blues,Key Def,17,18,DNP,DNP,174,175,1,0.57,604,606,-2,65,64,1
charlie-banfield,Charlie Banfield,St Kilda,Melbourne Demons,Mid,17,18,DNP,DNP,816,819,3,0.37,273,271,2,103,101,2
charlie-cameron,Charlie Cameron,Brisbane,Sydney Swans,Fwd,17,18,PLAYED,77.0,282,291,9,3.19,518,512,6,87,86,1
charlie-comben,Charlie Comben,North Melbourne,St Kilda Saints,Key Def,17,18,PLAYED,6.0,1368,936,-432,-31.58,183,238,-55,15,19,-4
charlie-curnow,Charlie Curnow,Carlton,Adelaide Crows,Key Fwd,17,18,PLAYED,104.0,1670,1825,155,9.28,147,133,14,14,11,3
charlie-edwards,Charlie Edwards,Adelaide,Hawthorn Hawks,Mid,17,18,DNP,DNP,754,755,1,0.13,287,284,3,107,104,3
charlie-nicholls,Charlie Nicholls,Fremantle,Hawthorn Hawks,Key Fwd,17,18,DNP,DNP,379,379,0,0.0,441,445,-4,60,61,-1
charlie-spargo,Charlie Spargo,Melbourne,Port Adelaide Power,Fwd,17,18,PLAYED,67.0,35,35,0,0.0,751,752,-1,164,165,-1
charlie-west,Charlie West,Collingwood,Western Bulldogs,Key Fwd,17,18,DNP,DNP,448,449,1,0.22,411,411,0,52,53,-1
chayce-jones,Chayce Jones,Adelaide,Free agents,Mid,17,18,DNP,DNP,113,113,0,0.0,663,657,6,172,172,0
chris-scerri,Chris Scerri,Fremantle,Richmond Tigers,Fwd,17,18,DNP,DNP,330,331,1,0.3,474,475,-1,70,70,0
christian-moraes,Christian Moraes,Port Adelaide,Richmond Tigers,Mid,17,18,DNP,DNP,924,927,3,0.32,245,240,5,93,91,2
christian-petracca,Christian Petracca,Gold Coast,West Coast Eagles,Mid,17,18,PLAYED,55.0,2567,2334,-233,-9.08,74,89,-15,42,48,-6
christian-salem,Christian Salem,Melbourne,Port Adelaide Power,Def,17,18,DNP,DNP,594,597,3,0.51,342,344,-2,74,71,3
cillian-bourke,Cillian Bourke,Essendon,Free agents,Def,17,18,DNP,DNP,379,381,2,0.53,442,443,-1,92,93,-1
cillian-burke,Cillian Burke,Geelong,Port Adelaide Power,Def,17,18,DNP,DNP,117,118,1,0.85,656,651,5,139,138,1
clay-hall,Clay Hall,West Coast,Collingwood Magpies,Mid,17,18,DNP,DNP,612,614,2,0.33,337,338,-1,118,118,0
clayton-oliver,Clayton Oliver,GWS,North Melbourne Kangaroos,Mid,17,18,PLAYED,127.0,2508,2603,95,3.79,76,73,3,43,41,2
cody-anderson,Cody Anderson,Hawthorn,Free agents,Fwd,17,18,DNP,DNP,196,196,0,0.0,591,595,-4,108,109,-1
cody-angove,Cody Angove,GWS,Hawthorn Hawks,Mid,17,18,DNP,DNP,644,644,0,0.0,318,319,-1,114,115,-1
cody-curtin,Cody Curtin,Brisbane,St Kilda Saints,Key Fwd,17,18,DNP,DNP,718,721,3,0.42,299,297,2,40,40,0
cody-weightman,Cody Weightman,Western Bulldogs,Collingwood Magpies,Fwd,17,18,PLAYED,69.0,284,288,4,1.41,515,515,0,85,88,-3
colby-mckercher,Colby McKercher,North Melbourne,Richmond Tigers,Mid,17,18,PLAYED,62.0,3835,3875,40,1.04,31,32,-1,19,20,-1
connor-budarick,Connor Budarick,Western Bulldogs,Brisbane Lions,Def,17,18,DNP,DNP,215,215,0,0.0,577,577,0,124,123,1
connor-idun,Connor Idun,GWS,North Melbourne Kangaroos,Def,17,18,PLAYED,75.0,2238,2218,-20,-0.89,91,98,-7,16,18,-2
connor-macdonald,Connor MacDonald,Hawthorn,Richmond Tigers,Fwd,17,18,PLAYED,123.0,2200,2513,313,14.23,95,75,20,11,8,3
connor-o-sullivan,Connor O'Sullivan,Geelong,Western Bulldogs,Key Def,17,18,PLAYED,73.0,2925,2906,-19,-0.65,60,61,-1,3,3,0
connor-rozee,Connor Rozee,Port Adelaide,Adelaide Crows,Mid,17,18,DNP,DNP,3060,3081,21,0.69,56,55,1,34,33,1
conor-mckenna,Conor McKenna,Brisbane,St Kilda Saints,Fwd,17,18,PLAYED,67.0,17,22,5,29.41,782,779,3,178,178,0
conor-nash,Conor Nash,Hawthorn,Sydney Swans,Mid,17,18,DNP,DNP,343,344,1,0.29,468,465,3,148,145,3
conor-stone,Conor Stone,GWS,Brisbane Lions,Def,17,18,DNP,DNP,86,86,0,0.0,685,685,0,147,148,-1
cooper-bell,Cooper Bell,Gold Coast,Free agents,Key Def,17,18,DNP,DNP,367,367,0,0.0,450,452,-2,41,42,-1
cooper-duff-tytler,Cooper Duff-Tytler,West Coast,Fremantle Dockers,Key Fwd,17,18,DNP,DNP,1579,1586,7,0.44,156,155,1,16,16,0
cooper-harvey,Cooper Harvey,North Melbourne,Richmond Tigers,Fwd,17,18,PLAYED,36.0,579,486,-93,-16.06,348,393,-45,42,52,-10
cooper-hynes,Cooper Hynes,Western Bulldogs,Fremantle Dockers,Mid,17,18,PLAYED,35.0,1272,1250,-22,-1.73,192,192,0,78,77,1
cooper-lord,Cooper Lord,Carlton,Western Bulldogs,Mid,17,18,DNP,DNP,392,394,2,0.51,436,436,0,145,142,3
cooper-sharman,Cooper Sharman,St Kilda,Adelaide Crows,Key Fwd,17,18,PLAYED,83.0,655,741,86,13.13,311,288,23,43,39,4
cooper-simpson,Cooper Simpson,Fremantle,Richmond Tigers,Def,17,18,DNP,DNP,252,252,0,0.0,548,546,2,117,117,0
cooper-trembath,Cooper Trembath,North Melbourne,Richmond Tigers,Key Fwd,17,18,PLAYED,81.0,1970,1997,27,1.37,117,119,-2,8,8,0
corey-durdin,Corey Durdin,Carlton,Port Adelaide Power,Fwd,17,18,PLAYED,56.0,61,56,-5,-8.2,711,712,-1,152,152,0
corey-wagner,Corey Wagner,Fremantle,Sydney Swans,Def,17,18,DNP,DNP,42,42,0,0.0,741,741,0,159,159,0
corey-warner,Corey Warner,Sydney,Melbourne Demons,Fwd,17,18,DNP,DNP,80,80,0,0.0,697,694,3,147,146,1
dan-houston,Dan Houston,Collingwood,St Kilda Saints,Def,17,18,PLAYED,83.0,1214,1240,26,2.14,197,195,2,41,40,1
dane-rampe,Dane Rampe,Sydney,Brisbane Lions,Def,17,18,PLAYED,54.0,10,8,-2,-20.0,792,796,-4,174,176,-2
daniel-annable,Daniel Annable,Brisbane,Fremantle Dockers,Mid,17,18,DNP,DNP,2055,2059,4,0.19,110,116,-6,53,56,-3
daniel-butler,Daniel Butler,St Kilda,Free agents,Fwd,17,18,DNP,DNP,20,20,0,0.0,779,781,-2,177,179,-2
daniel-curtin,Daniel Curtin,Adelaide,Melbourne Demons,Mid,17,18,PLAYED,80.0,2396,2414,18,0.75,82,80,2,45,46,-1
daniel-mcstay,Daniel McStay,Collingwood,Brisbane Lions,Key Fwd,17,18,PLAYED,97.0,78,125,47,60.26,698,639,59,91,87,4
daniel-rioli,Daniel Rioli,Gold Coast,Collingwood Magpies,Def,17,18,DNP,DNP,781,785,4,0.51,280,278,2,59,60,-1
daniel-turner,Daniel Turner,Melbourne,West Coast Eagles,Key Def,17,18,PLAYED,103.0,1707,1776,69,4.04,141,140,1,9,9,0
dante-visentini,Dante Visentini,Port Adelaide,Adelaide Crows,Ruck,17,18,PLAYED,79.0,872,879,7,0.8,256,252,4,23,23,0
darcy-byrne-jones,Darcy Byrne-Jones,Port Adelaide,Port Adelaide Power,Def,17,18,PLAYED,90.0,463,488,25,5.4,406,390,16,86,83,3
darcy-cameron,Darcy Cameron,Collingwood,West Coast Eagles,Ruck,17,18,PLAYED,126.0,1155,1225,70,6.06,207,197,10,17,17,0
darcy-fogarty,Darcy Fogarty,Adelaide,Port Adelaide Power,Key Fwd,17,18,PLAYED,56.0,835,753,-82,-9.82,269,286,-17,37,38,-1
darcy-fort,Darcy Fort,Geelong,Collingwood Magpies,Ruck,17,18,PLAYED,63.0,83,72,-11,-13.25,690,706,-16,54,54,0
darcy-gardiner,Darcy Gardiner,Brisbane,Geelong Cats,Key Def,17,18,DNP,DNP,45,45,0,0.0,737,738,-1,83,83,0
darcy-jones,Darcy Jones,GWS,Essendon Bombers,Fwd,17,18,DNP,DNP,1624,1631,7,0.43,153,149,4,17,17,0
darcy-moore,Darcy Moore,Collingwood,Essendon Bombers,Key Def,17,18,DNP,DNP,256,257,1,0.39,543,541,2,53,54,-1
darcy-parish,Darcy Parish,Essendon,Collingwood Magpies,Mid,17,18,PLAYED,37.0,990,704,-286,-28.89,229,303,-74,87,114,-27
darcy-wilmot,Darcy Wilmot,Brisbane,Hawthorn Hawks,Def,17,18,PLAYED,79.0,3806,3730,-76,-2.0,32,37,-5,5,6,-1
darcy-wilson,Darcy Wilson,St Kilda,Western Bulldogs,Fwd,17,18,PLAYED,96.0,2670,2805,135,5.06,69,65,4,6,6,0
darragh-joyce,Darragh Joyce,Brisbane,Free agents,Key Def,17,18,DNP,DNP,10,10,0,0.0,793,793,0,92,92,0
dayne-zorko,Dayne Zorko,Brisbane,Port Adelaide Power,Def,17,18,PLAYED,94.0,1243,1217,-26,-2.09,194,198,-4,40,41,-1
deven-robertson,Deven Robertson,West Coast,Melbourne Demons,Mid,17,18,DNP,DNP,250,251,1,0.4,551,548,3,159,157,2
dion-prestia,Dion Prestia,Richmond,Sydney Swans,Mid,17,18,PLAYED,54.0,308,240,-68,-22.08,494,559,-65,153,160,-7
dougal-howard,Dougal Howard,St Kilda,Port Adelaide Power,Key Def,17,18,DNP,DNP,91,91,0,0.0,677,679,-2,76,75,1
dylan-moore,Dylan Moore,Hawthorn,Hawthorn Hawks,Fwd,17,18,PLAYED,88.0,1401,1384,-17,-1.21,177,182,-5,22,22,0
dylan-patterson,Dylan Patterson,Gold Coast,Melbourne Demons,Def,17,18,PLAYED,21.0,1171,1164,-7,-0.6,203,208,-5,42,44,-2
dylan-stephens,Dylan Stephens,North Melbourne,Essendon Bombers,Mid,17,18,PLAYED,69.0,533,521,-12,-2.25,367,374,-7,127,129,-2
dyson-sharp,Dyson Sharp,Essendon,Fremantle Dockers,Mid,17,18,PLAYED,64.0,1763,1773,10,0.57,137,142,-5,64,63,1
eamonn-armstrong,Eamonn Armstrong,St Kilda,Hawthorn Hawks,Def,17,18,DNP,DNP,165,166,1,0.61,610,612,-2,130,131,-1
ed-langdon,Ed Langdon,Melbourne,Sydney Swans,Def,17,18,PLAYED,104.0,623,690,67,10.75,325,307,18,72,62,10
ed-richards,Ed Richards,Western Bulldogs,St Kilda Saints,Mid,17,18,PLAYED,133.0,3157,3520,363,11.5,52,47,5,31,28,3
edward-allan,Edward Allan,Collingwood,Richmond Tigers,Mid,17,18,PLAYED,85.0,722,737,15,2.08,297,292,5,111,108,3
elijah-hewett,Elijah Hewett,West Coast,Melbourne Demons,Mid,17,18,DNP,DNP,848,850,2,0.24,263,263,0,99,98,1
elijah-hollands,Elijah Hollands,Carlton,Essendon Bombers,Fwd,17,18,DNP,DNP,870,873,3,0.34,257,255,2,30,30,0
elijah-tsatas,Elijah Tsatas,Essendon,Melbourne Demons,Mid,17,18,DNP,DNP,1398,1403,5,0.36,178,176,2,72,70,2
elliot-himmelberg,Elliott Himmelberg,Adelaide,Free agents,Key Fwd,17,18,DNP,DNP,121,122,1,0.83,650,643,7,87,88,-1
elliot-yeo,Elliot Yeo,West Coast,North Melbourne Kangaroos,Mid,17,18,PLAYED,36.0,353,244,-109,-30.88,461,553,-92,147,159,-12
