key,name,age,pos,b4,b5,inversion
finnegan-davis,"Finnegan Davis",19,SD,85.910510,99.434757,0
tyler-sonsie,"Tyler Sonsie",23,MID,92.910033,87.270790,1
lucca-grego,"Lucca Grego",20,SD,82.042174,97.492250,0
patrick-retschko,"Patrick Retschko",20,MID,106.788998,114.370553,0
caleb-lewis,"Caleb Lewis",23,KPF,71.170183,71.861103,0
jack-lukosius,"Jack Lukosius",26,SF,76.274337,71.555046,1
alex-dodson,"Alex Dodson",20,RUCK,92.286699,107.914292,0
kye-fincher,"Kye Fincher",19,MID,88.896386,106.327928,0
jay-polkinghorne,"Jay Polkinghorne",20,SF,74.022984,88.063241,0
jacob-molier,"Jacob Molier",20,RUCK,92.518425,107.124962,0
matthew-flynn,"Matthew Flynn",29,RUCK,87.824440,84.826164,1
sam-de-koning,"Sam De Koning",25,KPD,79.371684,77.761777,1
hamish-davis,"Hamish Davis",20,MID,98.076566,107.605036,0
noah-howes,"Noah Howes",21,KPF,82.818559,91.174939,0
mason-wood,"Mason Wood",33,SF,81.145287,76.431781,1
vigo-visentini,"Vigo Visentini",21,RUCK,96.168483,106.660312,0
isaiah-dudley,"Isaiah Dudley",23,SF,76.269241,73.038206,1
kalani-white,"Kalani White",19,KPF,97.346264,105.477469,0
noah-chamberlain,"Noah Chamberlain",19,SF,85.191853,97.906020,0
liam-hetherton,"Liam Hetherton",19,KPF,97.346264,105.477469,0
jai-saxena,"Jai Saxena",19,SF,85.191853,97.906020,0
ryda-luke,"Ryda Luke",19,SF,85.191853,97.906020,0
toby-whan,"Toby Whan",19,SF,85.191853,97.906020,0
jesse-mellor,"Jesse Mellor",19,MID,94.858611,112.820363,0
zac-walker,"Zac Walker",20,SD,91.232180,102.535554,0
ben-murphy,"Ben Murphy",19,SD,97.966462,108.907867,0
kobe-mcdonald,"Kobe McDonald",19,SD,97.966462,108.907867,0
indy-cotton,"Indy Cotton",19,SD,97.966462,108.907867,0
scott-pendlebury,"Scott Pendlebury",39,MID,84.597640,87.645928,0
oscar-berry,"Oscar Berry",24,KPD,75.211803,74.583319,1
patrick-carr,"Patrick Carr",21,RUCK,93.999334,106.572357,0
cillian-bourke,"Cillian Bourke",20,SD,91.232180,102.535554,0
fred-rodriguez,"Fred Rodriguez",19,MID,94.858611,112.820363,0
riley-onley,"Riley Onley",19,MID,94.858611,112.820363,0
leon-kickett,"Leon Kickett",20,SF,80.256226,91.516815,0
nick-driscoll,"Nick Driscoll",19,MID,94.858611,112.820363,0
darcy-moore,"Darcy Moore",30,KPD,71.364488,67.402484,1
sam-banks,"Sam Banks",23,SD,93.732351,91.730906,1
tom-gross,"Tom Gross",20,MID,86.968416,102.083159,0
logan-smith,"Logan Smith",20,RUCK,99.700863,110.942457,0
jacob-moss,"Jacob Moss",22,KPF,78.998442,82.636111,0
jaime-uhr-henry,"Jaime Uhr-Henry",23,RUCK,88.740260,92.420133,0
iliro-smit,"Iliro Smit",21,RUCK,94.908637,106.572357,0
aiden-riddle,"Aiden Riddle",21,RUCK,93.999334,106.572357,0
joe-pike,"Joe Pike",21,RUCK,93.999334,106.572357,0
milan-murdock,"Milan Murdock",26,SF,71.129618,68.792956,1
leek-aleer,"Leek Aleer",25,KPD,71.056527,68.126546,1
patrick-snell,"Patrick Snell",21,KPD,77.746764,90.194289,0
zac-mccarthy,"Zac McCarthy",19,KPF,80.418886,92.974050,0
elliot-yeo,"Elliot Yeo",33,MID,78.687729,75.647688,1
oliver-francou,"Oliver Francou",20,MID,91.969558,105.776954,0
riak-andrew,"Riak Andrew",21,KPD,78.259355,90.605779,0
xavier-walsh,"Xavier Walsh",21,KPD,84.501494,94.635710,0
sam-clohesy,"Sam Clohesy",24,MID,87.716673,82.637998,1
matthew-leray,"Matthew LeRay",19,MID,87.675596,106.176826,0
mitchell-lewis,"Mitchell Lewis",28,KPF,75.467579,71.786095,1
charlie-comben,"Charlie Comben",25,KPD,77.208891,76.681683,1
marc-pittonet,"Marc Pittonet",30,RUCK,89.848182,87.534463,1
hugo-hall-kahan,"Hugo Hall-Kahan",23,SD,80.973784,83.000000,0
zachary-williams,"Zachary Williams",32,SF,72.542583,68.817900,1
dylan-stephens,"Dylan Stephens",25,MID,91.015710,89.285906,1
matt-hill,"Matt Hill",22,SF,69.386126,72.690015,0
brayden-fiorini,"Brayden Fiorini",29,MID,87.748218,84.977913,1
bruce-reville,"Bruce Reville",25,MID,76.841702,72.658540,1
matthew-kennedy-1,"Matthew Kennedy",29,MID,91.807262,90.505787,1
james-worpel,"James Worpel",27,MID,90.633546,85.082533,1
luke-beecken,"Luke Beecken",25,MID,70.386498,64.673664,1
will-darcy,"Will Darcy",19,KPD,84.730799,94.239407,0
michael-sellwood,"Michael Sellwood",23,SD,81.954145,82.092374,0
calsher-dear,"Calsher Dear",21,KPF,81.486481,90.736612,0
billy-dowling,"Billy Dowling",22,SF,78.412384,80.883517,0
eamonn-armstrong,"Eamonn Armstrong",20,SD,91.232180,102.535554,0
cillian-burke,"Cillian Burke",23,SD,77.717394,78.624008,0
matt-duffy,"Matt Duffy",22,SD,80.186029,85.104237,0
zak-evans,"Zak Evans",26,MID,67.409431,59.255809,1
ricky-mentha,"Ricky Mentha",20,SF,82.307019,92.115236,0
benny-barrett,"Benny Barrett",20,SF,82.307019,92.115236,0
lennox-hoffman,"Lennox Hoffman",20,SD,91.232180,102.535554,0
river-stevens,"River Stevens",20,SF,82.307019,92.115236,0
keighton-matofai-forbes,"Keighton Matofai-Forbes",20,SD,91.232180,102.535554,0
harry-charleson,"Harry Charleson",20,SD,91.232180,102.535554,0
asher-eastham,"Asher Eastham",20,SF,82.307019,92.115236,0
joel-fitzgerald,"Joel Fitzgerald",23,MID,78.572413,75.906998,1
toby-mcmullin,"Toby McMullin",22,SF,58.384088,68.590545,0
isaac-quaynor,"Isaac Quaynor",26,SD,85.279169,84.566282,1
brady-hough,"Brady Hough",23,SD,83.891465,83.666701,1
alex-neal-bullen,"Alex Neal-Bullen",30,SF,82.231602,78.633145,1
jakob-ryan,"Jakob Ryan",22,SD,75.880376,80.054216,0
josh-goater,"Josh Goater",23,SD,71.090561,74.684882,0
josh-lai,"Josh Lai",21,SD,88.833825,97.095478,0
brayden-george,"Brayden George",22,SF,72.196993,76.860204,0
tyler-welsh,"Tyler Welsh",20,KPF,74.784826,91.511821,0
kye-annand,"Kye Annand",23,KPD,73.480200,74.686245,0
tom-blamires,"Tom Blamires",24,SD,79.412035,78.613943,1
tom-papley,"Tom Papley",30,SF,74.813755,72.621138,1
matt-carroll,"Matt Carroll",21,MID,98.351257,102.607698,0
hussien-el-achkar,"Hussien El Achkar",19,SF,73.997529,84.828914,0
daniel-mcstay,"Daniel McStay",31,KPF,73.623062,70.779452,1
jack-watkins,"Jack Watkins",26,MID,69.227409,54.263045,1
paddy-dow,"Paddy Dow",27,MID,70.711850,60.539299,1
angus-anderson,"Angus Anderson",23,MID,76.514125,73.197147,1
luker-kentfield,"Luker Kentfield",21,KPF,81.020070,91.281491,0
zane-zakostelsky,"Zane Zakostelsky",21,KPD,75.325228,87.673483,0
harvey-gallagher,"Harvey Gallagher",23,SD,67.901318,69.202046,0
luke-urquhart,"Luke Urquhart",20,MID,89.677514,104.440886,0
ollie-greeves,"Ollie Greeves",19,MID,94.055415,109.291195,0
roan-steele,"Roan Steele",25,MID,73.813901,66.044062,1
sam-butler-1,"Sam Butler",23,SF,63.091979,68.347342,0
james-o-donnell,"James O'Donnell",24,KPD,78.284016,75.431583,1
connor-budarick,"Connor Budarick",25,SD,76.484436,74.710513,1
bodie-ryan,"Bodie Ryan",21,SD,78.429981,93.032508,0
zak-johnson,"Zak Johnson",20,SD,90.116894,100.521630,0
noah-roberts-thomson,"Noah Roberts-Thomson",19,SF,77.199177,88.813359,0
karl-amon,"Karl Amon",31,SD,91.465580,85.510551,1
campbell-chesser,"Campbell Chesser",23,MID,85.776418,80.538042,1
braeden-campbell,"Braeden Campbell",24,SD,79.348742,76.036216,1
flynn-perez,"Flynn Perez",25,SD,69.428036,64.774654,1
dion-prestia,"Dion Prestia",34,MID,77.058072,73.716029,1
blake-howes,"Blake Howes",23,SD,83.469692,83.570747,0
lachlan-blakiston,"Lachlan Blakiston",28,KPD,63.113487,58.661250,1
rory-lobb,"Rory Lobb",33,KPD,74.109717,70.130325,1
rhett-bazzo,"Rhett Bazzo",23,KPD,76.028937,76.391408,0
jayden-nguyen,"Jayden Nguyen",20,SD,86.728631,99.956778,0
jesse-motlop,"Jesse Motlop",23,SF,64.205643,67.063116,0
tom-atkins,"Tom Atkins",31,MID,88.824729,90.019661,0
lucas-camporeale,"Lucas Camporeale",20,MID,89.352261,103.581213,0
patrick-said,"Patrick Said",20,SF,76.180081,88.411754,0
jaxon-artemis,"Jaxon Artemis",20,SD,92.112771,103.686574,0
campbell-lake,"Campbell Lake",22,SF,73.269130,74.844497,0
archer-day-wicks,"Archer Day-Wicks",20,SF,78.799008,87.403116,0
zac-taylor,"Zac Taylor",23,SF,73.813621,72.319955,1
balyn-o-brien,"Balyn O'Brien",19,SD,89.485490,105.452163,0
jaren-carr,"Jaren Carr",22,SF,64.424617,70.907098,0
cody-anderson,"Cody Anderson",20,SF,75.484644,86.723060,0
noah-balta,"Noah Balta",27,KPF,72.331104,71.136390,1
paddy-cross,"Paddy Cross",23,SF,61.288611,64.498475,0
chris-scerri,"Chris Scerri",20,SF,80.059388,90.051647,0
mykelti-lefau,"Mykelti Lefau",28,KPF,66.295151,59.769986,1
nick-larkey,"Nick Larkey",28,KPF,74.919125,72.807955,1
ewan-mackinlay,"Ewan Mackinlay",23,SF,70.764599,70.608106,1
tylar-young,"Tylar Young",28,KPD,74.605952,70.512703,1
ben-jepson,"Ben Jepson",25,MID,68.195429,59.750278,1
isaac-keeler,"Isaac Keeler",22,KPF,65.750647,73.766374,0
jeremy-howe,"Jeremy Howe",36,SD,82.908311,78.447943,1
will-lewis,"Will Lewis",27,KPF,64.715724,58.409036,1
xavier-bamert,"Xavier Bamert",19,SF,84.623040,89.157478,0
campbell-gray,"Campbell Gray",23,KPD,69.975601,72.281777,0
mitch-zadow,"Mitch Zadow",22,SF,65.439761,70.336203,0
harvey-johnston,"Harvey Johnston",21,SD,81.237813,89.044365,0
riley-hamilton,"Riley Hamilton",20,SF,73.929454,86.788816,0
thomas-burton,"Thomas Burton",19,SF,80.984195,90.630616,0
jack-hutchinson,"Jack Hutchinson",25,MID,73.013020,66.124749,1
liam-puncher,"Liam Puncher",23,KPD,71.669178,71.165371,1
oliver-wines,"Oliver Wines",32,MID,86.304746,86.202367,1
thomas-anastasopoulos,"Tom Anastasopoulos",21,SF,75.174658,87.498035,0
rob-monahan,"Rob Monahan",22,SD,80.186029,85.104237,0
nathan-wardius,"Nathan Wardius",22,SF,71.637393,75.523989,0
liam-baker,"Liam Baker",28,SD,88.170453,82.826597,1
stephen-coniglio,"Stephen Coniglio",33,MID,75.291810,70.946503,1
will-hayward,"Will Hayward",28,SF,73.591552,72.364400,1
henry-hustwaite,"Henry Hustwaite",22,MID,81.158195,83.840803,0
judson-clarke,"Judson Clarke",23,SF,58.424471,62.353194,0
will-hayes-b,"Will Hayes",20,SF,71.549718,83.289910,0
corey-warner,"Corey Warner",23,SF,62.243703,63.187568,0
jasper-alger,"Jasper Alger",20,SF,71.623834,84.989571,0
george-stevens,"George Stevens",21,MID,86.059135,97.630822,0
lachlan-gulbin,"Lachlan Gulbin",20,SF,72.877506,86.520332,0
james-trezise,"James Trezise",24,SD,79.456922,76.856563,1
mani-liddy,"Mani Liddy",24,MID,73.200066,64.835300,1
steely-green,"Steely Green",22,SF,63.842577,68.893281,0
tom-edwards,"Tom Edwards",26,KPF,66.121609,58.578685,1
oliver-hayes-brown,"Oliver Hayes-Brown",26,RUCK,85.483411,70.386617,1
toby-bedford,"Toby Bedford",26,SF,74.752138,71.882525,1
elijah-hollands,"Elijah Hollands",24,SF,81.260007,78.910129,1
zac-banch,"Zac Banch",23,SF,62.353271,63.892499,0
lachie-sullivan,"Lachie Sullivan",29,SF,55.527925,52.753845,1
oscar-allen,"Oscar Allen",27,KPF,67.381232,62.721824,1
tom-doedee,"Tom Doedee",29,SD,68.881197,67.239479,1
josaia-delana,"Josaia Delana",20,SF,72.687582,86.520332,0
nikolas-cox,"Nikolas Cox",24,KPF,67.727761,61.799917,1
tom-cochrane,"Tom Cochrane",20,SF,71.489644,87.896455,0
malakai-champion,"Malakai Champion",20,SF,73.396545,84.105531,0
deven-robertson,"Deven Robertson",25,MID,83.151253,79.334397,1
luke-kennedy,"Luke Kennedy",20,MID,81.885905,99.286886,0
flynn-young,"Flynn Young",24,SF,60.500322,58.622427,1
arthur-jones,"Arthur Jones",23,SF,67.495296,69.892893,0
cooper-harvey,"Cooper Harvey",22,SF,79.349380,81.627192,0
jacob-newton,"Jacob Newton",20,SF,71.490526,87.896455,0
aidan-johnson,"Aidan Johnson",26,KPF,65.633536,59.601117,1
sam-powell-pepper,"Sam Powell-Pepper",28,SF,72.265405,69.004897,1
liam-reidy,"Liam Reidy",26,RUCK,88.209689,73.289143,1
liam-o-connell,"Liam O'Connell",23,SD,73.800461,73.990525,0
saad-el-hawli,"Saad El-Hawli",25,SD,69.903406,63.855612,1
brennan-cox,"Brennan Cox",28,KPD,70.640030,69.629259,1
wil-parker,"Wil Parker",24,SD,70.364573,66.374256,1
bayley-fritsch,"Bayley Fritsch",30,SF,71.034280,69.538938,1
will-lorenz,"Will Lorenz",21,MID,88.366783,98.481371,0
jack-henderson,"Jack Henderson",27,SF,61.459509,53.650216,1
luke-nankervis,"Luke Nankervis",23,SD,87.264028,86.528743,1
mitchell-knevitt,"Mitchell Knevitt",23,MID,77.909522,77.007044,1
heath-chapman,"Heath Chapman",24,SD,87.268024,82.664242,1
nick-murray,"Nick Murray",26,KPD,72.631598,69.922000,1
reece-torrent,"Reece Torrent",21,MID,87.417019,96.161719,0
tom-hanily,"Tom Hanily",21,SF,69.287301,80.375250,0
jake-lloyd,"Jake Lloyd",33,SD,76.532190,77.669821,0
jayden-laverde,"Jayden Laverde",30,KPD,69.630707,67.991501,1
hugh-bond,"Hugh Bond",22,SD,74.402243,79.844806,0
jack-henry,"Jack Henry",28,KPD,69.899996,67.408971,1
jake-lever,"Jake Lever",30,KPD,75.926419,70.491846,1
brayden-cook,"Brayden Cook",24,MID,90.832760,85.459685,1
rhys-unwin,"Rhys Unwin",20,SF,63.279532,82.857906,0
kaleb-smith,"Kaleb Smith",22,SD,72.933746,76.660556,0
oliver-henry,"Oliver Henry",24,SF,69.627891,68.215745,1
will-mclachlan,"Will McLachlan",21,SF,69.762050,80.786451,0
finnbar-maley,"Finnbar Maley",23,KPF,72.926512,70.662170,1
bailey-macdonald,"Bailey Macdonald",22,SD,74.799917,80.603684,0
liam-duggan,"Liam Duggan",30,SD,86.634539,83.109189,1
beau-mccreery,"Beau McCreery",25,SF,69.244244,70.782283,0
archie-perkins,"Archie Perkins",24,SF,73.761161,71.343062,1
dante-visentini,"Dante Visentini",23,RUCK,99.024480,99.009020,1
reef-mcinnes,"Reef McInnes",24,KPD,63.339753,60.436381,1
jack-darling,"Jack Darling",34,KPF,71.343008,64.714834,1
judd-mcvee,"Judd McVee",23,SD,84.326412,84.817434,0
jarrod-berry,"Jarrod Berry",28,MID,85.775390,80.740287,1
toby-murray,"Toby Murray",23,KPF,71.603659,74.670733,0
ryan-angwin,"Ryan Angwin",24,MID,90.146510,85.649088,1
charlie-cameron,"Charlie Cameron",32,SF,70.291748,67.610872,1
mabior-chol,"Mabior Chol",29,KPF,69.228974,68.646610,1
harrison-petty,"Harrison Petty",27,KPD,67.763952,66.496601,1
jesse-hogan,"Jesse Hogan",32,KPF,74.476530,72.073186,1
conor-nash,"Conor Nash",28,MID,88.939800,82.980893,1
oliver-wiltshire,"Oliver Wiltshire",24,SF,59.165323,61.143036,0
alex-davies,"Alex Davies",24,MID,88.235691,84.296973,1
oscar-steene,"Oscar Steene",23,RUCK,92.177593,93.397266,0
ben-keays,"Ben Keays",29,SF,75.400036,73.467580,1
james-tunstill,"James Tunstill",23,MID,76.500147,76.468039,1
josh-draper,"Josh Draper",22,KPD,75.394552,76.982251,0
jack-williams,"Jack Williams",23,KPF,75.041450,74.097012,1
hayden-mclean,"Hayden McLean",27,KPF,69.711557,67.461332,1
hudson-o-keeffe,"Hudson O'Keeffe",22,KPF,75.989653,78.888255,0
will-edwards,"Will Edwards",23,KPD,71.855787,72.805174,0
shadeau-brain,"Shadeau Brain",22,SD,75.893826,79.097262,0
noah-long,"Noah Long",22,SF,62.960740,67.943811,0
nicholas-coffield,"Nicholas Coffield",27,SD,69.091669,62.516374,1
ben-ainsworth,"Ben Ainsworth",28,SF,78.370059,72.114819,1
nathan-o-driscoll,"Nathan O'Driscoll",24,MID,94.149844,86.329666,1
taylor-walker,"Taylor Walker",37,KPF,72.124704,68.823881,1
luke-pedlar,"Luke Pedlar",24,SF,66.777854,59.390913,1
tim-membrey,"Tim Membrey",32,KPF,64.752007,62.076771,1
harvey-harrison,"Harvey Harrison",23,SF,62.627584,67.573971,0
lachlan-jones,"Lachlan Jones",24,SD,79.069975,74.464199,1
james-borlase,"James Borlase",24,KPD,75.447408,73.747673,1
jack-buller,"Jack Buller",25,KPF,63.474091,58.690018,1
tyrell-dewar,"Tyrell Dewar",22,SF,63.291490,69.234953,0
robert-hansen,"Robert Hansen",22,SF,64.540069,66.976672,0
oisin-mullin,"Oisin Mullin",26,SD,68.449617,63.646285,1
jarrod-witts,"Jarrod Witts",34,RUCK,87.878016,87.189302,1
lewis-young,"Lewis Young",28,KPD,64.690374,63.050913,1
tyson-stengle,"Tyson Stengle",28,SF,74.385799,70.118965,1
sandy-brock,"Sandy Brock",24,KPD,69.962871,68.044501,1
oscar-adams,"Oscar Adams",23,KPD,62.453212,66.851703,0
zach-guthrie,"Zach Guthrie",28,SD,83.663159,80.205882,1
harrison-himmelberg,"Harrison Himmelberg",30,SD,81.764460,82.411963,0
cameron-zurhaar,"Cameron Zurhaar",28,SF,72.905468,70.175674,1
mitchell-hinge,"Mitchell Hinge",28,SD,88.647819,80.556162,1
jake-stringer,"Jake Stringer",32,SF,69.905854,67.994853,1
wade-derksen,"Wade Derksen",25,KPD,68.149570,68.488833,0
jai-culley,"Jai Culley",23,MID,84.005785,81.694944,1
jack-payne,"Jack Payne",27,KPD,67.964674,65.492059,1
bailey-laurie,"Bailey Laurie",24,SF,62.581641,64.554483,0
harry-sharp,"Harry Sharp",24,SF,72.231257,68.328059,1
conor-stone,"Conor Stone",24,SD,66.945395,65.976102,1
corey-durdin,"Corey Durdin",24,SF,64.077175,64.410990,0
finlay-macrae,"Finlay Macrae",24,MID,73.247953,67.182583,1
james-jordon,"James Jordon",26,MID,75.157519,71.681532,1
zac-fisher,"Zac Fisher",28,SF,72.597968,67.918788,1
luke-cleary,"Luke Cleary",24,SD,71.944859,68.284253,1
andy-moniz-wakefield,"Andy Moniz-Wakefield",23,SD,73.697316,74.235341,0
esava-ratugolea,"Esava Ratugolea",28,KPD,67.548246,66.176462,1
samson-ryan,"Samson Ryan",26,RUCK,87.896385,72.756754,1
harry-edwards,"Harry Edwards",26,KPD,68.774566,63.368045,1
blake-acres,"Blake Acres",31,MID,81.495265,77.908855,1
nick-vlastuin,"Nick Vlastuin",32,SD,82.943142,81.089389,1
max-ramsden,"Max Ramsden",23,KPF,73.699712,73.351000,1
christian-salem,"Christian Salem",31,SD,83.564177,79.995114,1
james-blanck,"James Blanck",26,KPD,61.476102,51.620143,1
jack-carroll,"Jack Carroll",24,SD,76.858607,74.026983,1
jackson-macrae,"Jackson Macrae",32,MID,81.976674,79.670598,1
tom-mcdonald,"Tom McDonald",34,KPD,69.387247,67.482494,1
lachlan-bramble,"Lachlan Bramble",28,SF,71.896662,70.585001,1
jackson-archer,"Jackson Archer",23,SD,65.288656,68.164351,0
oscar-mcdonald,"Oscar McDonald",30,KPD,64.825587,61.514060,1
griffin-logue,"Griffin Logue",28,KPD,66.018475,60.710392,1
liam-mcmahon,"Liam McMahon",24,KPF,67.206225,66.261904,1
nick-haynes,"Nick Haynes",34,SD,78.231890,79.863096,0
nick-bryan,"Nick Bryan",25,RUCK,94.274302,87.312748,1
jaxon-prior,"Jaxon Prior",25,SD,84.033180,80.832611,1
rhylee-west,"Rhylee West",26,SF,69.450637,69.614991,0
maurice-rioli-1,"Maurice Rioli",24,SF,57.540216,58.330360,0
jack-higgins,"Jack Higgins",27,SF,65.629437,65.522713,1
joel-amartey,"Joel Amartey",27,KPF,63.571768,60.419513,1
harry-perryman,"Harry Perryman",28,SD,77.688121,74.146074,1
lachlan-mcneil,"Lachlan McNeil",25,SF,60.153145,56.749889,1
rhyan-mansell,"Rhyan Mansell",26,SF,69.376810,63.756546,1
jordan-boyd,"Jordan Boyd",28,SD,66.662219,62.635433,1
tyler-brockman,"Tyler Brockman",24,SF,64.589918,63.400458,1
ollie-lord,"Ollie Lord",24,KPF,66.403356,62.202859,1
tom-cole,"Tom Cole",29,SD,64.111819,65.137579,0
charlie-ballard,"Charlie Ballard",27,KPD,61.492260,60.473947,1
dougal-howard,"Dougal Howard",30,KPD,62.187527,61.134959,1
harrison-jones,"Harrison Jones",25,KPF,68.045497,65.538484,1
brandon-walker,"Brandon Walker",24,SD,74.228567,71.438412,1
mitch-mcgovern,"Mitch McGovern",32,SD,70.365510,70.022293,1
jack-scrimshaw,"Jack Scrimshaw",28,SD,76.318168,74.594336,1
michael-frederick,"Michael Frederick",26,SF,66.707607,66.422251,1
ryan-lester,"Ryan Lester",34,SD,76.818241,72.284114,1
max-heath,"Max Heath",24,RUCK,90.489253,87.453097,1
buku-khamis,"Buku Khamis",26,KPD,69.431192,64.015328,1
jacob-wehr,"Jacob Wehr",28,SD,60.324426,57.343788,1
lachlan-weller,"Lachlan Weller",30,MID,75.733259,70.956096,1
billy-frampton,"Billy Frampton",30,KPD,62.367702,62.173105,1
patrick-dangerfield,"Patrick Dangerfield",37,SF,82.169068,69.892359,1
henry-smith,"Henry Smith",24,KPF,67.183994,66.219225,1
cody-weightman,"Cody Weightman",25,SF,72.841322,67.385596,1
xavier-duursma,"Xavier Duursma",26,MID,84.686966,78.933706,1
xavier-o-halloran,"Xavier O'Halloran",26,SF,67.568804,65.746895,1
matt-cottrell,"Matt Cottrell",26,MID,75.425364,70.024315,1
lachlan-fogarty,"Lachlan Fogarty",27,SF,66.218655,63.938183,1
elliot-himmelberg,"Elliott Himmelberg",28,KPF,62.499983,57.299171,1
todd-marshall,"Todd Marshall",28,KPF,66.804682,60.829223,1
eric-hipwood,"Eric Hipwood",29,KPF,59.681574,56.647236,1
tom-barrass,"Tom Barrass",31,KPD,64.151889,62.766558,1
corey-wagner,"Corey Wagner",29,SD,72.463089,70.415848,1
riley-garcia,"Riley Garcia",25,SF,64.761619,67.229780,0
jacob-hopper,"Jacob Hopper",29,MID,84.521000,77.096616,1
harry-schoenberg,"Harry Schoenberg",25,MID,65.540203,60.999343,1
ryan-byrnes,"Ryan Byrnes",25,SD,75.088088,74.084238,1
darcy-fort,"Darcy Fort",33,RUCK,79.158969,76.450999,1
jamie-elliott,"Jamie Elliott",34,SF,72.617247,67.019079,1
jackson-mead,"Jackson Mead",25,SF,59.494622,60.929851,0
brody-mihocek,"Brody Mihocek",33,KPF,63.591036,63.029095,1
changkuoth-jiath,"Changkuoth Jiath",27,SD,71.099381,68.019032,1
jack-bowes,"Jack Bowes",28,MID,80.642907,74.474947,1
callum-ah-chee,"Callum Ah Chee",29,SF,64.908521,63.546981,1
lewis-melican,"Lewis Melican",30,KPD,64.399973,58.654224,1
ned-reeves,"Ned Reeves",28,RUCK,87.038610,79.906488,1
brandon-zerk-thatcher,"Brandon Zerk-Thatcher",28,KPD,65.311655,61.286785,1
isaac-cumming,"Isaac Cumming",28,SD,74.271121,72.537018,1
chayce-jones,"Chayce Jones",26,SD,62.832978,58.532248,1
sam-sturt,"Sam Sturt",26,SF,56.101803,55.478117,1
jordon-butts,"Jordon Butts",27,KPD,58.560894,55.549015,1
callum-brown-ire,"Callum M. Brown",26,SF,67.052075,62.283592,1
sam-switkowski,"Sam Switkowski",30,SF,63.261940,61.600292,1
luke-mcdonald,"Luke McDonald",31,SD,73.997802,70.625835,1
tom-lynch-1,"Tom Lynch",34,KPF,62.598453,57.482738,1
jamie-cripps,"Jamie Cripps",34,SF,60.262767,58.424994,1
bradley-close,"Bradley Close",28,SF,66.698709,61.853309,1
lincoln-mccarthy,"Lincoln McCarthy",33,SF,58.031719,56.220459,1
liam-henry,"Liam Henry",25,SF,58.410044,57.003303,1
finn-maginness,"Finn Maginness",25,SF,53.610507,54.523858,0
bobby-hill,"Bobby Hill",26,SF,64.495963,62.006745,1
sam-wicks,"Sam Wicks",27,SD,70.908080,67.354324,1
hunter-clark,"Hunter Clark",27,SD,69.664996,66.667385,1
harry-morrison,"Harry Morrison",28,MID,78.660308,74.000527,1
toby-pink,"Toby Pink",28,KPD,64.904688,58.436868,1
mark-o-connor,"Mark O'Connor",29,SD,70.408910,69.309729,1
ben-mckay,"Ben McKay",29,KPD,57.483761,56.280241,1
nathan-broad,"Nathan Broad",33,SD,69.748273,68.825815,1
jack-martin,"Jack Martin",32,SF,61.815623,59.357039,1
aidan-corr,"Aidan Corr",32,KPD,61.418313,59.593594,1
jaeger-o-meara,"Jaeger O'Meara",33,MID,67.005897,64.780584,1
mark-blicavs,"Mark Blicavs",35,MID,71.550174,73.858483,0
rhys-stanley,"Rhys Stanley",36,RUCK,84.426136,73.548843,1
hugo-ralphsmith,"Hugo Ralphsmith",25,MID,76.377343,73.726598,1
jy-farrar,"Jy Farrar",30,KPF,55.626964,53.631005,1
malcolm-rosas,"Malcolm Rosas",25,SF,64.781264,58.741721,1
laitham-vandermeer,"Laitham Vandermeer",27,SF,49.754671,51.298014,0
lachlan-sholl,"Lachlan Sholl",26,MID,84.433345,76.721566,1
caleb-graham,"Caleb Graham",26,KPD,64.698773,57.058396,1
callum-coleman-jones,"Callum Coleman-Jones",27,KPF,55.536549,52.524593,1
charlie-spargo,"Charlie Spargo",27,SF,49.552144,50.717682,0
oskar-baker,"Oskar Baker",28,SF,62.780693,58.371736,1
ben-long,"Ben Long",29,SF,60.358611,58.949368,1
jade-gresham,"Jade Gresham",29,SF,60.528237,57.930601,1
ryan-gardner,"Ryan Gardner",29,KPD,56.338321,53.307528,1
conor-mckenna,"Conor McKenna",30,SF,63.585561,57.935078,1
darcy-gardiner,"Darcy Gardiner",31,KPD,58.587982,55.831308,1
jake-kolodjashnij,"Jake Kolodjashnij",31,KPD,58.989670,57.246225,1
jeremy-sharp,"Jeremy Sharp",25,MID,74.588108,69.742834,1
liam-stocker,"Liam Stocker",26,SD,67.398742,64.484605,1
bailey-scott,"Bailey Scott",26,MID,68.896855,61.230153,1
noah-answerth,"Noah Answerth",27,SD,69.227361,65.035619,1
matt-owies,"Matt Owies",29,SF,54.395664,49.319927,1
brandon-starcevich,"Brandon Starcevich",27,SD,63.162353,59.973579,1
liam-ryan,"Liam Ryan",30,SF,60.428454,59.262368,1
matt-guelfi,"Matt Guelfi",29,SF,55.994652,53.255376,1
bailey-banfield,"Bailey Banfield",28,SF,65.664720,60.056482,1
darragh-joyce,"Darragh Joyce",29,KPD,56.078031,50.496620,1
daniel-butler,"Daniel Butler",30,SF,61.659802,57.842351,1
mason-cox,"Mason Cox",35,KPF,57.693115,52.606637,1
alex-pearce,"Alex Pearce",31,KPD,59.992819,58.738402,1
nicholas-holman,"Nicholas Holman",31,SF,50.861670,49.770166,1
dane-rampe,"Dane Rampe",36,SD,62.707592,63.643254,0
joel-hamling,"Joel Hamling",33,KPF,62.070700,54.099200,1
