stable_player_id,player,pos,num_off,num_on,delta_scar,delta_pct,rank_off,rank_on,delta_rank,rho_num,rho_ratio,w
afl-player-v1-5691b6e2d0faf55f8715,Ryley Sanders,MID,3953,2078,-1875,-47.43,28,104,76,7.1542,0.3959,0.645
afl-player-v1-bc6b9ef5332c2f4e8715,Darcy Wilmot,GEN_DEF,4182,2334,-1848,-44.19,23,86,63,12.9111,1.0204,0.6805
afl-player-v1-d4326256dc1cb8e54f15,Nick Watson,GEN_FWD,3537,1771,-1766,-49.93,40,136,96,6.8086,0.8942,0.6479
afl-player-v1-a0647984be62bcc3cab3,Luke Jackson,RUC,8799,7303,-1496,-17.0,1,2,1,37.8922,3.445,0.6966
afl-player-v1-12cdb476c70ab6740733,Will Ashcroft,MID,4957,3468,-1489,-30.04,15,35,20,16.3519,0.9049,0.6778
afl-player-v1-62d2d5acac0d15a15a79,Mac Andrew,KEY_DEF,3872,2403,-1469,-37.94,31,79,48,11.7383,1.6257,0.679
afl-player-v1-678c7cda11ddaff2aa8a,Finn Callaghan,MID,5663,4339,-1324,-23.38,11,20,9,21.6602,1.1986,0.6791
afl-player-v1-ce22c3da857dc9f69e14,Lachlan Ash,GEN_DEF,5552,4249,-1303,-23.47,12,21,9,26.1556,2.0672,0.6982
afl-player-v1-212726adeb014d2063cf,Sam Berry,MID,3610,2351,-1259,-34.88,38,83,45,11.2654,0.6234,0.6915
afl-player-v1-d12a2f85b92e8396e034,Harry Sheezel,MID,8006,6784,-1222,-15.26,3,5,2,32.9067,1.821,0.6791
afl-player-v1-6b6ba869803850018d0a,Connor MacDonald,GEN_FWD,2462,1303,-1159,-47.08,74,187,113,7.3333,0.9631,0.6916
afl-player-v1-25c90ee89147d316c6b8,Nick Daicos,MID,8140,6990,-1150,-14.13,2,3,1,33.5791,1.8582,0.6904
afl-player-v1-e0445624468b8061dc74,Jake Bowey,GEN_DEF,3521,2372,-1149,-32.63,42,81,39,14.4916,1.1453,0.6811
afl-player-v1-53cf9ea07c8d23470b27,Bodhi Uwland,GEN_DEF,3375,2228,-1147,-33.99,47,92,45,12.4161,0.9813,0.6481
afl-player-v1-3a6df4b9ca059308ea0d,Nasiah Wanganeen-Milera,MID,6662,5533,-1129,-16.95,7,13,6,27.9117,1.5446,0.6857
afl-player-v1-1c150e0d509e17a4deac,Jason Horne-Francis,MID,3929,2892,-1037,-26.39,29,55,26,15.076,0.8343,0.6913
afl-player-v1-a7b458195fd4ad591d40,Murphy Reid,GEN_FWD,3991,2958,-1033,-25.88,25,50,25,12.2684,1.6113,0.571
afl-player-v1-401083e67cc655ae73fb,Josh Treacy,KEY_FWD,6838,5825,-1013,-14.81,6,9,3,27.5651,4.1594,0.6913
afl-player-v1-0f0c9d6196abee42b21e,Archie Roberts,GEN_DEF,5062,4088,-974,-19.24,14,27,13,20.665,1.6333,0.58
afl-player-v1-c23c541c8c5162167ffa,Jordan Clark,GEN_DEF,3875,2903,-972,-25.08,30,53,23,19.2006,1.5175,0.6978
afl-player-v1-b256e4d9e5432a4e53a4,Nick Blakey,GEN_DEF,4341,3375,-966,-22.25,21,41,20,22.2959,1.7622,0.6995
afl-player-v1-d7dc302f0061f9c3a6a3,Josh Rachele,GEN_FWD,2123,1180,-943,-44.42,94,204,110,5.6782,0.7458,0.6529
afl-player-v1-deef4fc4d61618986f7c,Kieren Briggs,RUC,2070,1144,-926,-44.73,102,210,108,5.322,0.4838,0.5897
afl-player-v1-65668cce074d71131911,Logan Morris,KEY_FWD,3254,2344,-910,-27.97,51,84,33,3.3955,0.5124,0.3667
afl-player-v1-ab3fe74846e344f27891,Harvey Thomas,GEN_FWD,2312,1406,-906,-39.19,84,173,89,5.4139,0.7111,0.5846
afl-player-v1-a2337d2b6345bdb9ed5e,Riley Thilthorpe,KEY_FWD,4226,3342,-884,-20.92,22,42,20,15.1145,2.2807,0.6809
afl-player-v1-f264b9550d46c3b1d3f6,Tom De Koning,RUC,1983,1114,-869,-43.82,111,215,104,4.3865,0.3988,0.5092
afl-player-v1-413b1edfe188fa8c778c,Reuben Ginbey,KEY_DEF,2812,1945,-867,-30.83,60,120,60,3.8875,0.5384,0.4399
afl-player-v1-4f35404527e341d9abbc,Jack Ginnivan,GEN_FWD,2189,1383,-806,-36.82,87,178,91,8.4328,1.1076,0.6911
afl-player-v1-a0c3571f3dfb3a833c8f,Harley Reid,MID,3468,2678,-790,-22.78,44,63,19,3.625,0.2006,0.3936
afl-player-v1-308ccebe1548de60b409,Errol Gulden,MID,5926,5194,-732,-12.35,9,14,5,27.4434,1.5186,0.6858
afl-player-v1-172361cf97bb47a65030,Hayden Young,MID,2634,1916,-718,-27.26,66,122,56,9.564,0.5292,0.6624
afl-player-v1-248c051e7df555f47a45,Josh Worrell,GEN_DEF,3470,2765,-705,-20.32,43,59,16,17.8841,1.4135,0.6713
afl-player-v1-0eb1e4c909a009f45d6e,Willem Duursma,MID,4342,3655,-687,-15.82,20,33,13,6.3,0.3486,0.3338
afl-player-v1-4e4aba980a507c437f78,Aaron Cadman,KEY_FWD,2929,2272,-657,-22.43,59,89,30,3.2052,0.4836,0.3439
afl-player-v1-92c19d79435c34d4b286,Trent Rivers,GEN_DEF,2114,1463,-651,-30.79,96,168,72,3.8721,0.306,0.4476
afl-player-v1-41dcbd971cb800328d08,Max Holmes,MID,6899,6262,-637,-9.23,5,7,2,32.7414,1.8118,0.6959
afl-player-v1-95e6edb27f0d4ea676f1,Chad Warner,MID,2761,2125,-636,-23.04,61,99,38,11.6886,0.6468,0.6964
afl-player-v1-945c3ad0f520c0dd489a,Shannon Neale,KEY_FWD,2409,1781,-628,-26.07,79,135,56,7.2965,1.101,0.6505
afl-player-v1-46b344bd8a10773aecd3,Connor Idun,GEN_DEF,2071,1473,-598,-28.87,101,164,63,9.6214,0.7604,0.6966
afl-player-v1-00c3832708c5db482c28,Tom Powell,GEN_FWD,2411,1862,-549,-22.77,78,129,51,3.8506,0.5057,0.4438
afl-player-v1-d06df65863958adcd922,Darcy Wilson,GEN_FWD,2427,1898,-529,-21.8,76,123,47,4.1637,0.5469,0.4496
afl-player-v1-d8c86c5bdaf14f79a1b2,Bailey J. Williams,RUC,2132,1611,-521,-24.44,93,154,61,1.1032,0.1003,0.1257
afl-player-v1-77265b1aa054f910d1c1,Jai Newcombe,MID,4170,3668,-502,-12.04,24,32,8,20.4334,1.1307,0.6918
afl-player-v1-d6e8ec84d8c2b89ba890,Dylan Moore,GEN_FWD,1632,1193,-439,-26.9,144,202,58,7.8945,1.0369,0.6962
afl-player-v1-dbd3e05880424b29dd77,Sam Durham,MID,1748,1326,-422,-24.14,133,184,51,3.8859,0.215,0.448
