stable_player_id,player,pos,num_off,num_on,delta_scar,delta_pct,rank_off,rank_on,delta_rank,rho_num,rho_ratio,w
afl-player-v1-308ccebe1548de60b409,Errol Gulden,MID,5926,5494,-432,-7.29,9,11,2,27.4434,1.5186,0.4409
afl-player-v1-92c19d79435c34d4b286,Trent Rivers,GEN_DEF,2114,1689,-425,-20.1,96,145,49,3.8721,0.306,0.2878
afl-player-v1-0eb1e4c909a009f45d6e,Willem Duursma,MID,4342,3920,-422,-9.72,20,28,8,6.3,0.3486,0.2146
afl-player-v1-4e4aba980a507c437f78,Aaron Cadman,KEY_FWD,2929,2511,-418,-14.27,59,71,12,3.2052,0.4836,0.2211
afl-player-v1-945c3ad0f520c0dd489a,Shannon Neale,KEY_FWD,2409,2001,-408,-16.94,79,108,29,7.2965,1.101,0.4182
afl-player-v1-95e6edb27f0d4ea676f1,Chad Warner,MID,2761,2357,-404,-14.63,61,82,21,11.6886,0.6468,0.4477
afl-player-v1-46b344bd8a10773aecd3,Connor Idun,GEN_DEF,2071,1685,-386,-18.64,101,147,46,9.6214,0.7604,0.4478
afl-player-v1-41dcbd971cb800328d08,Max Holmes,MID,6899,6540,-359,-5.2,5,6,1,32.7414,1.8118,0.4474
afl-player-v1-d8c86c5bdaf14f79a1b2,Bailey J. Williams,RUC,2132,1801,-331,-15.53,93,131,38,1.1032,0.1003,0.0808
afl-player-v1-00c3832708c5db482c28,Tom Powell,GEN_FWD,2411,2090,-321,-13.31,78,98,20,3.8506,0.5057,0.2853
afl-player-v1-d06df65863958adcd922,Darcy Wilson,GEN_FWD,2427,2124,-303,-12.48,76,94,18,4.1637,0.5469,0.2891
afl-player-v1-77265b1aa054f910d1c1,Jai Newcombe,MID,4170,3878,-292,-7.0,24,29,5,20.4334,1.1307,0.4447
afl-player-v1-dbd3e05880424b29dd77,Sam Durham,MID,1748,1479,-269,-15.39,133,169,36,3.8859,0.215,0.288
afl-player-v1-857aa1779d3df97c9dfc,Sam Taylor,KEY_DEF,2036,1771,-265,-13.02,104,134,30,3.6897,0.511,0.2756
afl-player-v1-d6e8ec84d8c2b89ba890,Dylan Moore,GEN_FWD,1632,1367,-265,-16.24,144,184,40,7.8945,1.0369,0.4476
afl-player-v1-12db94dd106d8c37bd22,Jye Caldwell,MID,1448,1234,-214,-14.78,167,200,33,5.7515,0.3183,0.4192
afl-player-v1-db32b01dc9266718b9db,Will Day,MID,3614,3406,-208,-5.76,37,38,1,18.1454,1.0041,0.4313
afl-player-v1-8f3aa1080752eb0e534b,Aaron Naughton,KEY_FWD,1722,1524,-198,-11.5,135,164,29,6.6271,1.0,0.4498
afl-player-v1-4a55aae7811189362c4a,Jack Ross,MID,2112,1921,-191,-9.04,97,119,22,10.3441,0.5724,0.4439
afl-player-v1-c6bb2d8cdbc03d55b932,Lloyd Meek,RUC,1269,1080,-189,-14.89,189,218,29,1.5824,0.1439,0.1156
afl-player-v1-6cade3f7f33048badf28,Connor O'Sullivan,KEY_DEF,2996,2813,-183,-6.11,57,60,3,3.2492,0.45,0.2019
afl-player-v1-1e375a8a1f94f8a23dfd,Kysaiah Pickett,GEN_FWD,3867,3688,-179,-4.63,32,34,2,25.0395,3.2886,0.4491
afl-player-v1-970c598ee4fc55acaa39,Caleb Serong,MID,4560,4388,-172,-3.77,19,21,2,24.4491,1.353,0.4484
afl-player-v1-246485594049e2517cdf,Reilly O'Brien,RUC,1230,1060,-170,-13.82,197,225,28,6.2253,0.566,0.4492
afl-player-v1-225c5c03a81a8580efd3,Sam Flanders,MID,2027,1868,-159,-7.84,106,125,19,10.104,0.5591,0.4442
afl-player-v1-3651e562d369a0c13ec4,Justin McInerney,MID,1884,1727,-157,-8.33,119,139,20,9.4801,0.5246,0.4481
afl-player-v1-286f534d3d1cc573c098,Kane Farrell,GEN_DEF,1598,1445,-153,-9.57,149,173,24,9.3918,0.7423,0.447
afl-player-v1-02380b2ddf7c0a01c83c,George Wardlaw,MID,3124,2973,-151,-4.83,55,52,-3,2.0638,0.1142,0.134
afl-player-v1-0161f6e4e64f66732e03,Mark Keane,KEY_DEF,2171,2035,-136,-6.26,88,104,16,9.1897,1.2728,0.3772
afl-player-v1-762b0db67968a431f13b,Sam Darcy,KEY_FWD,4840,4712,-128,-2.64,16,18,2,19.4733,2.9384,0.3775
afl-player-v1-6bfc71843f2ecd457c94,Daniel Turner,KEY_DEF,1607,1494,-113,-7.03,148,166,18,4.389,0.6079,0.3006
afl-player-v1-87c66ca32aae205ac1ce,Kade Chandler,GEN_FWD,1239,1128,-111,-8.96,196,211,15,6.9007,0.9063,0.4375
afl-player-v1-109270d490b83c704afb,Tom McCartin,KEY_DEF,1684,1587,-97,-5.76,137,159,22,9.2202,1.277,0.4498
afl-player-v1-87957120b42751e30451,Adam Cerra,MID,1184,1089,-95,-8.02,200,215,15,5.0043,0.2769,0.3751
afl-player-v1-18eaf6797d5fb90f0f52,Jack Lukosius,KEY_FWD,1484,1394,-90,-6.06,160,178,18,3.7798,0.5704,0.2821
afl-player-v1-b75b9dd65a15a8ffab49,Ben Miller,KEY_DEF,1240,1154,-86,-6.94,195,208,13,5.192,0.7191,0.381
afl-player-v1-33f13e3f7a2a5dfdd21c,James Peatling,MID,1389,1305,-84,-6.05,176,190,14,3.1282,0.1731,0.2276
afl-player-v1-8aeac02b34655edd2291,Gryan Miers,GEN_FWD,1909,1829,-80,-4.19,115,130,15,12.5668,1.6505,0.4493
afl-player-v1-569acef3f5da1997d202,Andrew McGrath,GEN_DEF,1074,1009,-65,-6.05,212,230,18,4.3741,0.3457,0.328
afl-player-v1-55d24843de9c3958ab7b,Mitch Georgiades,KEY_FWD,1403,1341,-62,-4.42,173,188,15,3.9517,0.5963,0.2929
afl-player-v1-289911b71c417a06fb30,Nicholas Martin,MID,3339,3283,-56,-1.68,48,43,-5,18.6142,1.0301,0.438
afl-player-v1-e415df5077f164469cba,Dan Houston,GEN_DEF,1248,1192,-56,-4.49,193,204,11,8.3427,0.6594,0.4499
afl-player-v1-9434d7c5b43141a33554,Joel Jeffrey,GEN_DEF,1957,1911,-46,-2.35,112,120,8,2.8449,0.2248,0.1905
afl-player-v1-1d1e35bfd48a45849e03,Matt Rowell,MID,3980,3934,-46,-1.16,26,27,1,23.2362,1.2858,0.4442
afl-player-v1-72c1c11700fc61dae98d,Jase Burgoyne,GEN_DEF,2092,2052,-40,-1.91,99,102,3,2.5401,0.2008,0.1772
afl-player-v1-a9f80c63a274e4e1bbb3,Charlie Curnow,KEY_FWD,1250,1224,-26,-2.08,192,201,9,4.2534,0.6418,0.3186
afl-player-v1-bd42202cb19165646cf4,Izak Rankine,GEN_FWD,3013,2989,-24,-0.8,56,50,-6,21.3172,2.7998,0.448
afl-player-v1-8614727698f7e9af562e,Marc Pittonet,RUC,506,488,-18,-3.56,362,379,17,2.4405,0.2219,0.1799
afl-player-v1-df9f00b1d0c9ef2defb9,Lachlan McAndrew,RUC,1288,1286,-2,-0.16,185,194,9,8.4823,0.7712,0.2442
afl-player-v1-98009763e49092307d27,Noah Anderson,MID,5132,5131,-1,-0.02,13,12,-1,29.4252,1.6283,0.449
afl-player-v1-6864d3b68960de314967,Zeke Uwland,GEN_DEF,2463,2463,0,0.0,73,76,3,-33.6,,0.0
afl-player-v1-da27734b8bd79dd7b863,Harry Dean,KEY_DEF,2052,2052,0,0.0,103,101,-2,-11.8,,0.0
afl-player-v1-966ce678436f2d41e439,Cooper Duff-Tytler,KEY_FWD,1649,1649,0,0.0,142,152,10,-17.3,,0.0
afl-player-v1-0240af654fa3bcbf3f1e,Dylan Patterson,GEN_DEF,970,970,0,0.0,225,237,12,,,0.0
afl-player-v1-a5b652e10f1562485b41,Daniel Annable,MID,2029,2029,0,0.0,105,105,0,-40.1,,0.0
afl-player-v1-234a98bedf9e30668ee1,Sam Cumming,MID,2119,2119,0,0.0,95,95,0,-18.8,,0.0
afl-player-v1-896343cd9a0c539cb6e0,Samuel Grlj,MID,2374,2374,0,0.0,82,79,-3,-20.3,,0.0
afl-player-v1-b80306d235d7edf322ad,Sullivan Robey,MID,2200,2200,0,0.0,86,87,1,-21.3,,0.0
afl-player-v1-75c7189cf23a00883ccc,Jacob Farrow,GEN_DEF,2245,2245,0,0.0,85,85,0,-7.3,,0.0
afl-player-v1-1f09c43ab0e1bffce94e,Xavier Taylor,GEN_DEF,937,937,0,0.0,231,243,12,-36.3,,0.0
afl-player-v1-b742ee37ea9fdb64884a,Latrelle Pickett,GEN_FWD,580,580,0,0.0,329,345,16,-34.1,,0.0
afl-player-v1-62148c46129794e49893,Dyson Sharp,MID,1647,1647,0,0.0,143,153,10,-32.8,,0.0
afl-player-v1-582c17fa8f38599ba36e,Harry Kyle,GEN_DEF,923,923,0,0.0,236,247,11,-29.6,,0.0
afl-player-v1-a73efb3e3e613ef91d32,Oskar Taylor,GEN_DEF,825,825,0,0.0,257,266,9,,,0.0
afl-player-v1-c59fa0756ba5dab93e77,Lachy Dovaston,GEN_FWD,863,863,0,0.0,250,260,10,-32.4,,0.0
afl-player-v1-225291ffe5be1a04069a,Jai Murray,MID,1174,1174,0,0.0,201,205,4,-25.1,,0.0
afl-player-v1-3d6217d573e09fb1f436,Beau Addinsall,MID,1101,1101,0,0.0,208,213,5,,,0.0
afl-player-v1-527601186c70f68adedc,Josh Lindsay,GEN_DEF,2360,2360,0,0.0,83,81,-2,-4.0,,0.0
afl-player-v1-cd052426fa39db3f0120,Cameron Nairn,GEN_FWD,797,797,0,0.0,263,274,11,-30.2,,0.0
afl-player-v1-b2ae5922a33d3679421d,Lachlan Carmichael,GEN_DEF,635,635,0,0.0,309,326,17,,,0.0
afl-player-v1-4d39af42b1b14e098249,Mitchell Marsh,KEY_FWD,697,697,0,0.0,294,307,13,,,0.0
afl-player-v1-1bb3cfdf101d072c0ae7,Aidan Schubert,KEY_FWD,691,691,0,0.0,295,310,15,,,0.0
afl-player-v1-14d8cbd7324c66aac70c,Harley Barker,MID,736,736,0,0.0,282,293,11,,,0.0
afl-player-v1-963c8126427fc70e52df,Adam Sweid,GEN_FWD,642,642,0,0.0,304,323,19,,,0.0
afl-player-v1-df6adfebbf5e3baac9a4,Blake Thredgold,KEY_DEF,541,541,0,0.0,352,363,11,,,0.0
afl-player-v1-95fa45c52eff59104176,Louis Emmett,RUC,779,779,0,0.0,269,281,12,-45.7,,0.0
afl-player-v1-4a22ace5803958977c40,Avery Thomas,GEN_DEF,553,553,0,0.0,344,357,13,,,0.0
afl-player-v1-5aad4aa1e2445dd70350,Sam Allen,MID,813,813,0,0.0,259,268,9,,,0.0
afl-player-v1-53f60d044b28fa287bb8,Thomas Matthews,GEN_FWD,583,583,0,0.0,328,344,16,,,0.0
afl-player-v1-9d46cc1ec1cb3092cfa7,Zane Peucker,GEN_FWD,573,573,0,0.0,337,352,15,,,0.0
afl-player-v1-06d57f98203becdb27a7,Tyan Prindable,MID,735,735,0,0.0,284,296,12,,,0.0
afl-player-v1-eabbae6380ed2ba8edf0,Hunter Holmes,MID,712,712,0,0.0,290,303,13,,,0.0
afl-player-v1-6ff292e2d05fcf5981b5,Jack Dalton,GEN_FWD,576,576,0,0.0,332,347,15,-34.4,,0.0
afl-player-v1-9ad6dcd7a2e1ad357061,Jevan Phillipou,GEN_FWD,526,526,0,0.0,357,367,10,,,0.0
afl-player-v1-770aaa73c350c53af8f8,Max Kondogiannis,GEN_DEF,516,516,0,0.0,359,369,10,-36.7,,0.0
afl-player-v1-72d1e9ef09766768bcd4,Samuel Swadling,MID,640,640,0,0.0,306,324,18,,,0.0
afl-player-v1-baed67cf85334ee2b9d8,Koby Evans,GEN_FWD,491,491,0,0.0,370,378,8,,,0.0
afl-player-v1-6ee5771dc5cb49ab69e0,Tylah Williams,GEN_FWD,480,480,0,0.0,378,387,9,,,0.0
afl-player-v1-0ba4f535cce6ff129607,Tobyn Murray,GEN_FWD,449,449,0,0.0,396,402,6,,,0.0
afl-player-v1-87e4c971ec1689a965d6,Charlie Banfield,MID,812,812,0,0.0,260,269,9,-25.8,,0.0
afl-player-v1-db88060ca4ea6c950bdf,Billy Cootee,MID,86,86,0,0.0,681,681,0,-44.1,,0.0
afl-player-v1-fdb2a94cef6232ae9d2f,Cody Curtin,KEY_FWD,720,720,0,0.0,286,299,13,-37.0,,0.0
afl-player-v1-8e2e6a62b231249ed929,Tai Hayes,GEN_FWD,293,293,0,0.0,499,501,2,,,0.0
afl-player-v1-f23f5d01a5ebc72d7028,Talor Byrne,GEN_FWD,441,441,0,0.0,400,406,6,-31.1,,0.0
afl-player-v1-0fa22cd878479f034b34,Koby Coulson,MID,551,551,0,0.0,346,359,13,,,0.0
afl-player-v1-fd858670fdee0bfec2ff,Jack Ison,GEN_FWD,491,491,0,0.0,369,377,8,-17.7,,0.0
afl-player-v1-4ed12365ade6e2fc03a5,Hugo Mikunda,GEN_FWD,392,392,0,0.0,433,439,6,,,0.0
afl-player-v1-5f43c9c902f7780ce789,Maxwell King,GEN_FWD,265,265,0,0.0,534,535,1,,,0.0
afl-player-v1-d5ca041c63ab84bc8fd8,Archie Ludowyke,KEY_FWD,399,399,0,0.0,428,434,6,,,0.0
afl-player-v1-057315d23e7e0bf3c26f,Finnegan Davis,GEN_DEF,460,460,0,0.0,388,395,7,,,0.0
afl-player-v1-e96690ef130d34b1cb13,Kye Fincher,MID,511,511,0,0.0,361,371,10,,,0.0
afl-player-v1-ebea746acf61f60bb277,Hussien El Achkar,GEN_FWD,481,481,0,0.0,376,385,9,-34.2,,0.0
afl-player-v1-023276c69c07e6c60ab8,Noah Roberts-Thomson,GEN_FWD,487,487,0,0.0,372,381,9,-32.2,,0.0
afl-player-v1-f1dd0d74e23a537ae659,Zac McCarthy,KEY_FWD,385,385,0,0.0,434,440,6,,,0.0
afl-player-v1-5aa354b3399ef0643a4f,Matthew LeRay,MID,492,492,0,0.0,368,376,8,,,0.0
afl-player-v1-8a57f5aab690623a7315,Angus Anderson,MID,122,122,0,0.0,639,641,2,-23.6,,0.0
afl-player-v1-5687d8e6e904034d48c6,Will Darcy,KEY_DEF,549,549,0,0.0,347,360,13,,,0.0
afl-player-v1-02d79c04dde5aa58aa26,Fred Rodriguez,MID,494,494,0,0.0,366,374,8,,,0.0
afl-player-v1-e77509535621c2f18fc4,Riley Onley,MID,439,439,0,0.0,401,407,6,,,0.0
afl-player-v1-93cd917e2b3a67c6c674,Jack Watkins,MID,0,0,0,0.0,804,804,0,-40.5,,0.0
afl-player-v1-6bdb2a468ec0c05a2248,Leon Kickett,GEN_FWD,367,367,0,0.0,447,452,5,,,0.0
afl-player-v1-28bb25f3b0444604b010,Ollie Greeves,MID,435,435,0,0.0,403,409,6,,,0.0
afl-player-v1-c9130ccf04e0cd0474b0,Nick Driscoll,MID,552,552,0,0.0,345,358,13,,,0.0
afl-player-v1-3fa9040b66b98c844502,Kalani White,KEY_FWD,291,291,0,0.0,500,502,2,,,0.0
afl-player-v1-c13e1f14b2b069c3f78f,Riley Hamilton,GEN_FWD,334,334,0,0.0,470,473,3,,,0.0
afl-player-v1-fc6ac46f92c3b7b16ed5,Noah Chamberlain,GEN_FWD,157,157,0,0.0,616,618,2,,,0.0
afl-player-v1-31584a51caeba8f403f7,Liam Hetherton,KEY_FWD,221,221,0,0.0,573,574,1,,,0.0
afl-player-v1-1d5af6c01ebcddc2cd54,Jai Saxena,GEN_FWD,229,229,0,0.0,563,563,0,,,0.0
afl-player-v1-18c64bc1a192b51aba1a,Ryda Luke,GEN_FWD,229,229,0,0.0,565,565,0,,,0.0
afl-player-v1-91f9428225d3cfc1cd51,Toby Whan,GEN_FWD,229,229,0,0.0,566,566,0,,,0.0
afl-player-v1-5da25d5d202bbfbd2a53,Jesse Mellor,MID,305,305,0,0.0,491,494,3,,,0.0
afl-player-v1-4af5ff1d6c0a57d3f39a,Tom Blamires,GEN_DEF,82,82,0,0.0,691,691,0,-10.0,,0.0
afl-player-v1-441ecf4754260c89227e,Thomas Burton,GEN_FWD,334,334,0,0.0,471,474,3,-31.5,,0.0
afl-player-v1-0006090cd55e28d1a258,Paddy Cross,GEN_FWD,60,60,0,0.0,714,714,0,-19.0,,0.0
afl-player-v1-01667c9cd5c02dca5a97,Will Lewis,KEY_FWD,10,10,0,0.0,796,796,0,-20.0,,0.0
afl-player-v1-1717ec616a9d2f0c642e,Balyn O'Brien,GEN_DEF,277,277,0,0.0,515,516,1,,,0.0
afl-player-v1-ce97654bb88ebc40ffe5,Chris Scerri,GEN_FWD,331,331,0,0.0,472,475,3,-23.3,,0.0
afl-player-v1-f07600e2849bc4a2ed87,Mitch Zadow,GEN_FWD,145,145,0,0.0,625,627,2,-42.9,,0.0
afl-player-v1-690c8a0df50927412d20,Jaxon Artemis,GEN_DEF,380,380,0,0.0,437,443,6,,,0.0
afl-player-v1-a224d4377faae8f072fe,Kye Annand,KEY_DEF,188,188,0,0.0,590,591,1,-2.4,,0.0
afl-player-v1-558aaadecc21bf1b2489,Oliver Francou,MID,410,410,0,0.0,424,429,5,,,0.0
afl-player-v1-53c95637430db16d2617,Flynn Riley,RUC,412,412,0,0.0,419,425,6,,,0.0
afl-player-v1-f1b93c65c9f4fcaec365,Xavier Bamert,GEN_FWD,280,280,0,0.0,510,511,1,-30.9,,0.0
afl-player-v1-5612c4af21b5a0e54a5c,Oliver Griffin,GEN_FWD,229,229,0,0.0,564,564,0,,,0.0
afl-player-v1-4a2df595cb1ba12b7a45,Campbell Lake,GEN_FWD,148,148,0,0.0,623,625,2,-26.9,,0.0
afl-player-v1-8a8b5b4af8a8dfecdcaf,Harrison Coe,RUC,254,254,0,0.0,542,543,1,,,0.0
afl-player-v1-fc6149dc80445b72a5df,Caleb May,RUC,412,412,0,0.0,417,423,6,,,0.0
afl-player-v1-76288227686163efb60c,Lukas Cooke,KEY_DEF,188,188,0,0.0,591,592,1,-42.4,,0.0
afl-player-v1-bba889f13399d9b9ee78,Max Beattie,GEN_FWD,53,53,0,0.0,726,726,0,,,0.0
afl-player-v1-a91d721458a8af9477df,Marcus Herbert,GEN_DEF,35,35,0,0.0,753,753,0,-3.3,,0.0
afl-player-v1-2dfeb757c9c20d8e6638,Alex Van Wyk,RUC,412,412,0,0.0,416,422,6,,,0.0
afl-player-v1-6f5aa4b28abbf250bdc8,Liam Puncher,KEY_DEF,170,170,0,0.0,605,606,1,,,0.0
afl-player-v1-c090106f7ba6dd9b3e4f,Joel Fitzgerald,MID,110,110,0,0.0,653,655,2,-7.1,,0.0
afl-player-v1-d918d8964003f39a3025,Mitch Podhajski,KEY_FWD,31,31,0,0.0,761,761,0,-14.8,,0.0
afl-player-v1-b8023c8175b394310187,Max Mapley,RUC,412,412,0,0.0,420,426,6,,,0.0
afl-player-v1-b797a7fefb7394990338,Sam Lalor,MID,3311,3311,0,0.0,50,41,-9,-6.1615,,0.0
afl-player-v1-fe72527f019221062fb2,Finn O'Sullivan,MID,3376,3376,0,0.0,46,39,-7,-6.9552,,0.0
afl-player-v1-853be14ce453ff08eabb,Jagga Smith,MID,3408,3408,0,0.0,45,37,-8,-1.1,,0.0
afl-player-v1-384fa24082f2e4292c71,Sid Draper,MID,1165,1165,0,0.0,202,206,4,-56.8,,0.0
afl-player-v1-f3c64c36039d81bd8c9b,Levi Ashcroft,MID,3180,3180,0,0.0,52,46,-6,-7.6373,,0.0
afl-player-v1-d6ed32b0c0d14bdc9e91,Harvey Langford,MID,2488,2488,0,0.0,70,74,4,-12.4462,,0.0
afl-player-v1-24f687ff17ab96929229,Josh Smillie,MID,1285,1285,0,0.0,186,195,9,,,0.0
afl-player-v1-fd58640c5c54f6f75fdf,Tobie Travaglia,GEN_DEF,601,601,0,0.0,322,338,16,-38.6,,0.0
afl-player-v1-a96ccbd720e3cb6dd786,Leo Lombard,GEN_FWD,1391,1391,0,0.0,175,180,5,-15.1143,,0.0
afl-player-v1-adec4d952bcbc52767f5,Alix Tauru,KEY_DEF,1496,1496,0,0.0,158,165,7,-24.1667,,0.0
afl-player-v1-279d78b79a766963d4c9,Xavier Lindsay,GEN_DEF,1280,1280,0,0.0,188,197,9,-17.1737,,0.0
afl-player-v1-e902ab3fc23a7170ff83,Taj Hotton,MID,1651,1651,0,0.0,141,151,10,-25.1,,0.0
afl-player-v1-7710e2249b25933935af,Isaac Kako,GEN_FWD,1438,1438,0,0.0,169,174,5,-15.8021,,0.0
afl-player-v1-185c557fce56e14bdfd8,Jonty Faull,KEY_FWD,1090,1090,0,0.0,209,214,5,-30.4,,0.0
afl-player-v1-9844fdd0a1778ebb896b,Joe Berry,GEN_FWD,1161,1161,0,0.0,203,207,4,-13.85,,0.0
afl-player-v1-2dd3ccd0e1b4dff6e11a,Bo Allan,GEN_DEF,990,990,0,0.0,223,234,11,-26.144,,0.0
afl-player-v1-4b9df048d6043b396620,Oliver Hannaford,GEN_FWD,432,432,0,0.0,404,410,6,-42.7,,0.0
afl-player-v1-46e176b1e1cb8cf2276c,Harrison Oliver,GEN_DEF,608,608,0,0.0,318,335,17,-36.8,,0.0
afl-player-v1-f7ee4c5cee3db83cf90b,Cooper Hynes,MID,1064,1064,0,0.0,215,223,8,-36.6429,,0.0
afl-player-v1-8e328cd4f9bc35e7e371,Luke Trainor,KEY_DEF,1413,1413,0,0.0,171,176,5,-13.5857,,0.0
afl-player-v1-16877fb6b00199654e9e,Jesse Dattoli,GEN_FWD,480,480,0,0.0,377,386,9,-34.9,,0.0
afl-player-v1-b25724f0e722db813620,Harry Armstrong,KEY_FWD,877,877,0,0.0,246,256,10,-42.58,,0.0
afl-player-v1-1567c17ff91df73eaaa2,Cody Angove,MID,630,630,0,0.0,310,327,17,-43.1,,0.0
afl-player-v1-ed0abced88b9c67d7279,Sam Marshall,MID,926,926,0,0.0,234,245,11,-31.4789,,0.0
afl-player-v1-658634afd21b318408dd,Ned Bowman,GEN_FWD,417,417,0,0.0,412,418,6,,,0.0
afl-player-v1-f51ef64a2881f2ca2690,Matt Whitlock,KEY_FWD,441,441,0,0.0,398,404,6,-45.3,,0.0
afl-player-v1-9fd2c97e984a4411497b,Thomas Sims,KEY_FWD,1083,1083,0,0.0,210,216,6,-27.7,,0.0
afl-player-v1-73f8a199b2442c4ea5e5,Lachie Jaques,GEN_DEF,860,860,0,0.0,252,262,10,-18.5,,0.0
afl-player-v1-c6a461bc214b4d48ca46,Jobe Shanahan,KEY_FWD,1588,1588,0,0.0,150,157,7,-10.0523,,0.0
afl-player-v1-44e38609bc728a39c7cb,Josh Dolan,GEN_FWD,322,322,0,0.0,480,482,2,-32.9519,,0.0
afl-player-v1-25baa6b755b2b922bf78,James Barrat,KEY_DEF,422,422,0,0.0,408,414,6,,,0.0
afl-player-v1-bb01c9f6889afb0144ab,Jack Whitlock,KEY_FWD,1268,1268,0,0.0,190,198,8,-16.8857,,0.0
afl-player-v1-6437310147a94494220e,Charlie Nicholls,KEY_FWD,376,376,0,0.0,441,446,5,,,0.0
afl-player-v1-9f436a208f537d5d8e7e,Noah Mraz,KEY_DEF,412,412,0,0.0,421,427,6,,,0.0
