stable_player_id,player,pos,num_off,num_on,delta_scar,delta_pct,rank_off,rank_on,delta_rank,rho_num,rho_ratio,w
afl-player-v1-d12a2f85b92e8396e034,Harry Sheezel,MID,8006,3967,-4039,-50.45,3,7,4,32.9067,1.821,0.8246
afl-player-v1-25c90ee89147d316c6b8,Nick Daicos,MID,8140,4189,-3951,-48.54,2,5,3,33.5791,1.8582,0.8383
afl-player-v1-401083e67cc655ae73fb,Josh Treacy,KEY_FWD,6838,2932,-3906,-57.12,6,21,15,27.5651,4.1594,0.8395
afl-player-v1-ce22c3da857dc9f69e14,Lachlan Ash,GEN_DEF,5552,1821,-3731,-67.2,12,62,50,26.1556,2.0672,0.8478
afl-player-v1-3a6df4b9ca059308ea0d,Nasiah Wanganeen-Milera,MID,6662,3157,-3505,-52.61,7,17,10,27.9117,1.5446,0.8327
afl-player-v1-0f0c9d6196abee42b21e,Archie Roberts,GEN_DEF,5062,1626,-3436,-67.88,14,79,65,20.665,1.6333,0.7043
afl-player-v1-bc6b9ef5332c2f4e8715,Darcy Wilmot,GEN_DEF,4182,863,-3319,-79.36,23,189,166,12.9111,1.0204,0.8263
afl-player-v1-678c7cda11ddaff2aa8a,Finn Callaghan,MID,5663,2405,-3258,-57.53,11,30,19,21.6602,1.1986,0.8247
afl-player-v1-a7b458195fd4ad591d40,Murphy Reid,GEN_FWD,3991,759,-3232,-80.98,25,220,195,12.2684,1.6113,0.6933
afl-player-v1-41dcbd971cb800328d08,Max Holmes,MID,6899,3671,-3228,-46.79,5,9,4,32.7414,1.8118,0.845
afl-player-v1-1e375a8a1f94f8a23dfd,Kysaiah Pickett,GEN_FWD,3867,814,-3053,-78.95,32,206,174,25.0395,3.2886,0.8484
afl-player-v1-62d2d5acac0d15a15a79,Mac Andrew,KEY_DEF,3872,865,-3007,-77.66,31,188,157,11.7383,1.6257,0.8245
afl-player-v1-b256e4d9e5432a4e53a4,Nick Blakey,GEN_DEF,4341,1341,-3000,-69.11,21,109,88,22.2959,1.7622,0.8494
afl-player-v1-308ccebe1548de60b409,Errol Gulden,MID,5926,2942,-2984,-50.35,9,20,11,27.4434,1.5186,0.8327
afl-player-v1-12cdb476c70ab6740733,Will Ashcroft,MID,4957,2021,-2936,-59.23,15,50,35,16.3519,0.9049,0.8231
afl-player-v1-c23c541c8c5162167ffa,Jordan Clark,GEN_DEF,3875,1113,-2762,-71.28,30,134,104,19.2006,1.5175,0.8474
afl-player-v1-e0445624468b8061dc74,Jake Bowey,GEN_DEF,3521,889,-2632,-74.75,42,180,138,14.4916,1.1453,0.827
afl-player-v1-d4326256dc1cb8e54f15,Nick Watson,GEN_FWD,3537,926,-2611,-73.82,40,170,130,6.8086,0.8942,0.7868
afl-player-v1-a2337d2b6345bdb9ed5e,Riley Thilthorpe,KEY_FWD,4226,1678,-2548,-60.29,22,72,50,15.1145,2.2807,0.8269
afl-player-v1-53cf9ea07c8d23470b27,Bodhi Uwland,GEN_DEF,3375,832,-2543,-75.35,47,201,154,12.4161,0.9813,0.7869
afl-player-v1-5691b6e2d0faf55f8715,Ryley Sanders,MID,3953,1421,-2532,-64.05,28,100,72,7.1542,0.3959,0.7833
afl-player-v1-762b0db67968a431f13b,Sam Darcy,KEY_FWD,4840,2356,-2484,-51.32,16,35,19,19.4733,2.9384,0.7131
afl-player-v1-248c051e7df555f47a45,Josh Worrell,GEN_DEF,3470,1068,-2402,-69.22,43,142,99,17.8841,1.4135,0.8152
afl-player-v1-1c150e0d509e17a4deac,Jason Horne-Francis,MID,3929,1542,-2387,-60.75,29,88,59,15.076,0.8343,0.8395
afl-player-v1-212726adeb014d2063cf,Sam Berry,MID,3610,1240,-2370,-65.65,38,123,85,11.2654,0.6234,0.8397
afl-player-v1-bd42202cb19165646cf4,Izak Rankine,GEN_FWD,3013,667,-2346,-77.86,56,254,198,21.3172,2.7998,0.8463
afl-player-v1-98009763e49092307d27,Noah Anderson,MID,5132,2893,-2239,-43.63,13,22,9,29.4252,1.6283,0.8481
afl-player-v1-970c598ee4fc55acaa39,Caleb Serong,MID,4560,2357,-2203,-48.31,19,34,15,24.4491,1.353,0.847
afl-player-v1-6b6ba869803850018d0a,Connor MacDonald,GEN_FWD,2462,295,-2167,-88.02,74,484,410,7.3333,0.9631,0.8398
afl-player-v1-a0647984be62bcc3cab3,Luke Jackson,RUC,8799,6633,-2166,-24.62,1,2,1,37.8922,3.445,0.8459
afl-player-v1-77265b1aa054f910d1c1,Jai Newcombe,MID,4170,2022,-2148,-51.51,24,49,25,20.4334,1.1307,0.84
afl-player-v1-65668cce074d71131911,Logan Morris,KEY_FWD,3254,1241,-2013,-61.86,51,122,71,3.3955,0.5124,0.4453
afl-player-v1-413b1edfe188fa8c778c,Reuben Ginbey,KEY_DEF,2812,820,-1992,-70.84,60,205,145,3.8875,0.5384,0.5342
afl-player-v1-7378cac294e3a212a182,Zac Bailey,GEN_FWD,2621,638,-1983,-75.66,67,262,195,20.8861,2.7431,0.8496
afl-player-v1-00c3832708c5db482c28,Tom Powell,GEN_FWD,2411,443,-1968,-81.63,78,367,289,3.8506,0.5057,0.5389
afl-player-v1-c653d76482fdb79e1ef0,Zak Butters,MID,6052,4098,-1954,-32.29,8,6,-2,40.7132,2.253,0.8491
afl-player-v1-4f35404527e341d9abbc,Jack Ginnivan,GEN_FWD,2189,314,-1875,-85.66,87,469,382,8.4328,1.1076,0.8392
afl-player-v1-1d1e35bfd48a45849e03,Matt Rowell,MID,3980,2113,-1867,-46.91,26,44,18,23.2362,1.2858,0.839
afl-player-v1-d7dc302f0061f9c3a6a3,Josh Rachele,GEN_FWD,2123,284,-1839,-86.62,94,494,400,5.6782,0.7458,0.7928
afl-player-v1-126dfd2722f326d411fd,Callum Wilkie,KEY_DEF,3593,1765,-1828,-50.88,39,67,28,31.2252,4.3247,0.8494
afl-player-v1-db32b01dc9266718b9db,Will Day,MID,3614,1790,-1824,-50.47,37,64,27,18.1454,1.0041,0.8147
afl-player-v1-ab3fe74846e344f27891,Harvey Thomas,GEN_FWD,2312,495,-1817,-78.59,84,328,244,5.4139,0.7111,0.7099
afl-player-v1-f2cb672f595be33fd283,Tom Green,MID,4747,2944,-1803,-37.98,17,19,2,29.4663,1.6306,0.841
afl-player-v1-729b0a603a18a0d56369,Bailey Smith,MID,5706,3926,-1780,-31.2,10,8,-2,39.8366,2.2045,0.8484
afl-player-v1-6dc14b7a0d0df05565c8,Shai Bolton,GEN_FWD,2392,630,-1762,-73.66,80,265,185,20.9139,2.7468,0.8493
afl-player-v1-6cade3f7f33048badf28,Connor O'Sullivan,KEY_DEF,2996,1242,-1754,-58.54,57,121,64,3.2492,0.45,0.3813
afl-player-v1-d06df65863958adcd922,Darcy Wilson,GEN_FWD,2427,712,-1715,-70.66,76,238,162,4.1637,0.5469,0.546
afl-player-v1-4e4aba980a507c437f78,Aaron Cadman,KEY_FWD,2929,1229,-1700,-58.04,59,124,65,3.2052,0.4836,0.4176
afl-player-v1-95e6edb27f0d4ea676f1,Chad Warner,MID,2761,1106,-1655,-59.94,61,135,74,11.6886,0.6468,0.8456
afl-player-v1-172361cf97bb47a65030,Hayden Young,MID,2634,998,-1636,-62.11,66,152,86,9.564,0.5292,0.8043
afl-player-v1-92c19d79435c34d4b286,Trent Rivers,GEN_DEF,2114,550,-1564,-73.98,96,308,212,3.8721,0.306,0.5435
afl-player-v1-289911b71c417a06fb30,Nicholas Martin,MID,3339,1784,-1555,-46.57,48,65,17,18.6142,1.0301,0.8274
afl-player-v1-a79de63b596184ec6aa8,Max Hall,GEN_FWD,2138,588,-1550,-72.5,90,281,191,14.2658,1.8737,0.7041
afl-player-v1-945c3ad0f520c0dd489a,Shannon Neale,KEY_FWD,2409,886,-1523,-63.22,79,181,102,7.2965,1.101,0.7899
afl-player-v1-46b344bd8a10773aecd3,Connor Idun,GEN_DEF,2071,548,-1523,-73.54,101,310,209,9.6214,0.7604,0.8458
afl-player-v1-8aeac02b34655edd2291,Gryan Miers,GEN_FWD,1909,395,-1514,-79.31,115,404,289,12.5668,1.6505,0.8487
afl-player-v1-a0c3571f3dfb3a833c8f,Harley Reid,MID,3468,1982,-1486,-42.85,44,54,10,3.625,0.2006,0.478
afl-player-v1-0161f6e4e64f66732e03,Mark Keane,KEY_DEF,2171,715,-1456,-67.07,88,237,149,9.1897,1.2728,0.7125
afl-player-v1-857aa1779d3df97c9dfc,Sam Taylor,KEY_DEF,2036,581,-1455,-71.46,104,285,181,3.6897,0.511,0.5206
afl-player-v1-fcb11713300f463bd31a,Josh Battle,KEY_DEF,2390,953,-1437,-60.13,81,162,81,16.2557,2.2514,0.8493
afl-player-v1-02380b2ddf7c0a01c83c,George Wardlaw,MID,3124,1736,-1388,-44.43,55,69,14,2.0638,0.1142,0.2531
afl-player-v1-a9a8e85ed38f1ce4e94f,John Noble,GEN_DEF,2583,1206,-1377,-53.31,69,126,57,23.5426,1.8607,0.8483
afl-player-v1-efc436310b95720f2faf,Jack Sinclair,GEN_DEF,3167,1790,-1377,-43.48,53,63,10,34.2377,2.706,0.85
afl-player-v1-d6e8ec84d8c2b89ba890,Dylan Moore,GEN_FWD,1632,262,-1370,-83.95,144,523,379,7.8945,1.0369,0.8454
afl-player-v1-03ee55a3db4377aa7023,Connor Rozee,MID,2988,1630,-1358,-45.45,58,77,19,17.9964,0.9959,0.8485
afl-player-v1-0eb1e4c909a009f45d6e,Willem Duursma,MID,4342,3003,-1339,-30.84,20,18,-2,6.3,0.3486,0.4054
afl-player-v1-d246c05d619c36492dce,Josh Daicos,GEN_DEF,2135,844,-1291,-60.47,92,199,107,15.9908,1.2638,0.8487
afl-player-v1-72c1c11700fc61dae98d,Jase Burgoyne,GEN_DEF,2092,802,-1290,-61.66,99,210,111,2.5401,0.2008,0.3347
afl-player-v1-8386ecd55aded8f8e1ab,Luke Davies-Uniacke,MID,3620,2366,-1254,-34.64,36,32,-4,26.9667,1.4923,0.8484
afl-player-v1-9434d7c5b43141a33554,Joel Jeffrey,GEN_DEF,1957,745,-1212,-61.93,112,225,113,2.8449,0.2248,0.3599
afl-player-v1-4a55aae7811189362c4a,Jack Ross,MID,2112,938,-1174,-55.59,97,165,68,10.3441,0.5724,0.8385
afl-player-v1-deef4fc4d61618986f7c,Kieren Briggs,RUC,2070,937,-1133,-54.73,102,167,65,5.322,0.4838,0.716
afl-player-v1-109270d490b83c704afb,Tom McCartin,KEY_DEF,1684,559,-1125,-66.81,137,302,165,9.2202,1.277,0.8496
afl-player-v1-77a1b0f46d9b5f8726c7,Sam Walsh,MID,2716,1592,-1124,-41.38,63,82,19,18.6571,1.0324,0.8493
afl-player-v1-da6f8389b5a659e1eabe,Brent Daniels,GEN_FWD,1439,346,-1093,-75.96,168,437,269,11.0904,1.4566,0.8405
afl-player-v1-225c5c03a81a8580efd3,Sam Flanders,MID,2027,940,-1087,-53.63,106,164,58,10.104,0.5591,0.839
afl-player-v1-286f534d3d1cc573c098,Kane Farrell,GEN_DEF,1598,517,-1081,-67.65,149,320,171,9.3918,0.7423,0.8444
afl-player-v1-6bfc71843f2ecd457c94,Daniel Turner,KEY_DEF,1607,538,-1069,-66.52,148,313,165,4.389,0.6079,0.5677
afl-player-v1-f264b9550d46c3b1d3f6,Tom De Koning,RUC,1983,915,-1068,-53.86,111,176,65,4.3865,0.3988,0.6183
afl-player-v1-28ebd34236fec439fb2f,Hugo Garcia,MID,2598,1531,-1067,-41.07,68,91,23,1.4223,0.0787,0.1709
