stable_player_id,player,pos,num_off,num_on,delta_scar,delta_pct,rank_off,rank_on,delta_rank,rho_num,rho_ratio,w
afl-player-v1-25c90ee89147d316c6b8,Nick Daicos,MID,8140,2788,-5352,-65.75,2,16,14,33.5791,1.8582,1.4793
afl-player-v1-d12a2f85b92e8396e034,Harry Sheezel,MID,8006,2657,-5349,-66.81,3,17,14,32.9067,1.821,1.4551
afl-player-v1-401083e67cc655ae73fb,Josh Treacy,KEY_FWD,6838,1518,-5320,-77.8,6,74,68,27.5651,4.1594,1.4814
afl-player-v1-3a6df4b9ca059308ea0d,Nasiah Wanganeen-Milera,MID,6662,1949,-4713,-70.74,7,41,34,27.9117,1.5446,1.4694
afl-player-v1-ce22c3da857dc9f69e14,Lachlan Ash,GEN_DEF,5552,919,-4633,-83.45,12,148,136,26.1556,2.0672,1.4962
afl-player-v1-41dcbd971cb800328d08,Max Holmes,MID,6899,2420,-4479,-64.92,5,22,17,32.7414,1.8118,1.4912
afl-player-v1-678c7cda11ddaff2aa8a,Finn Callaghan,MID,5663,1363,-4300,-75.93,11,87,76,21.6602,1.1986,1.4553
afl-player-v1-0f0c9d6196abee42b21e,Archie Roberts,GEN_DEF,5062,773,-4289,-84.73,14,179,165,20.665,1.6333,1.2429
afl-player-v1-308ccebe1548de60b409,Errol Gulden,MID,5926,1834,-4092,-69.05,9,49,40,27.4434,1.5186,1.4695
afl-player-v1-bc6b9ef5332c2f4e8715,Darcy Wilmot,GEN_DEF,4182,298,-3884,-92.87,23,442,419,12.9111,1.0204,1.4582
afl-player-v1-b256e4d9e5432a4e53a4,Nick Blakey,GEN_DEF,4341,585,-3756,-86.52,21,240,219,22.2959,1.7622,1.4989
afl-player-v1-12cdb476c70ab6740733,Will Ashcroft,MID,4957,1208,-3749,-75.63,15,106,91,16.3519,0.9049,1.4525
afl-player-v1-1e375a8a1f94f8a23dfd,Kysaiah Pickett,GEN_FWD,3867,264,-3603,-93.17,32,486,454,25.0395,3.2886,1.4971
afl-player-v1-62d2d5acac0d15a15a79,Mac Andrew,KEY_DEF,3872,312,-3560,-91.94,31,429,398,11.7383,1.6257,1.455
afl-player-v1-762b0db67968a431f13b,Sam Darcy,KEY_FWD,4840,1402,-3438,-71.03,16,84,68,19.4733,2.9384,1.2584
afl-player-v1-c23c541c8c5162167ffa,Jordan Clark,GEN_DEF,3875,443,-3432,-88.57,30,319,289,19.2006,1.5175,1.4954
afl-player-v1-a2337d2b6345bdb9ed5e,Riley Thilthorpe,KEY_FWD,4226,805,-3421,-80.95,22,172,150,15.1145,2.2807,1.4592
afl-player-v1-a0647984be62bcc3cab3,Luke Jackson,RUC,8799,5417,-3382,-38.44,1,4,3,37.8922,3.445,1.4928
afl-player-v1-a7b458195fd4ad591d40,Murphy Reid,GEN_FWD,3991,642,-3349,-83.91,25,218,193,12.2684,1.6113,1.2236
afl-player-v1-98009763e49092307d27,Noah Anderson,MID,5132,1920,-3212,-62.59,13,43,30,29.4252,1.6283,1.4966
afl-player-v1-e0445624468b8061dc74,Jake Bowey,GEN_DEF,3521,331,-3190,-90.6,42,414,372,14.4916,1.1453,1.4594
afl-player-v1-1c150e0d509e17a4deac,Jason Horne-Francis,MID,3929,802,-3127,-79.59,29,173,144,15.076,0.8343,1.4814
afl-player-v1-970c598ee4fc55acaa39,Caleb Serong,MID,4560,1466,-3094,-67.85,19,78,59,24.4491,1.353,1.4948
afl-player-v1-53cf9ea07c8d23470b27,Bodhi Uwland,GEN_DEF,3375,306,-3069,-90.93,47,434,387,12.4161,0.9813,1.3887
afl-player-v1-248c051e7df555f47a45,Josh Worrell,GEN_DEF,3470,447,-3023,-87.12,43,317,274,17.8841,1.4135,1.4385
afl-player-v1-212726adeb014d2063cf,Sam Berry,MID,3610,607,-3003,-83.19,38,232,194,11.2654,0.6234,1.4818
afl-player-v1-77265b1aa054f910d1c1,Jai Newcombe,MID,4170,1207,-2963,-71.06,24,107,83,20.4334,1.1307,1.4823
afl-player-v1-c653d76482fdb79e1ef0,Zak Butters,MID,6052,3099,-2953,-48.79,8,13,5,40.7132,2.253,1.4985
afl-player-v1-5691b6e2d0faf55f8715,Ryley Sanders,MID,3953,1033,-2920,-73.87,28,130,102,7.1542,0.3959,1.3822
afl-player-v1-bd42202cb19165646cf4,Izak Rankine,GEN_FWD,3013,212,-2801,-92.96,56,547,491,21.3172,2.7998,1.4934
afl-player-v1-d4326256dc1cb8e54f15,Nick Watson,GEN_FWD,3537,750,-2787,-78.8,40,184,144,6.8086,0.8942,1.3885
afl-player-v1-729b0a603a18a0d56369,Bailey Smith,MID,5706,2996,-2710,-47.49,10,14,4,39.8366,2.2045,1.4973
afl-player-v1-1d1e35bfd48a45849e03,Matt Rowell,MID,3980,1321,-2659,-66.81,26,94,68,23.2362,1.2858,1.4805
afl-player-v1-f2cb672f595be33fd283,Tom Green,MID,4747,2106,-2641,-55.64,17,35,18,29.4663,1.6306,1.4842
afl-player-v1-126dfd2722f326d411fd,Callum Wilkie,KEY_DEF,3593,1024,-2569,-71.5,39,132,93,31.2252,4.3247,1.4989
afl-player-v1-db32b01dc9266718b9db,Will Day,MID,3614,1082,-2532,-70.06,37,120,83,18.1454,1.0041,1.4377
afl-player-v1-65668cce074d71131911,Logan Morris,KEY_FWD,3254,823,-2431,-74.71,51,167,116,3.3955,0.5124,0.7858
afl-player-v1-7378cac294e3a212a182,Zac Bailey,GEN_FWD,2621,217,-2404,-91.72,67,543,476,20.8861,2.7431,1.4994
afl-player-v1-413b1edfe188fa8c778c,Reuben Ginbey,KEY_DEF,2812,420,-2392,-85.06,60,336,276,3.8875,0.5384,0.9427
afl-player-v1-6b6ba869803850018d0a,Connor MacDonald,GEN_FWD,2462,96,-2366,-96.1,74,662,588,7.3333,0.9631,1.4819
afl-player-v1-00c3832708c5db482c28,Tom Powell,GEN_FWD,2411,143,-2268,-94.07,78,615,537,3.8506,0.5057,0.951
afl-player-v1-4e4aba980a507c437f78,Aaron Cadman,KEY_FWD,2929,726,-2203,-75.21,59,196,137,3.2052,0.4836,0.737
afl-player-v1-95e6edb27f0d4ea676f1,Chad Warner,MID,2761,561,-2200,-79.68,61,254,193,11.6886,0.6468,1.4923
afl-player-v1-289911b71c417a06fb30,Nicholas Martin,MID,3339,1145,-2194,-65.71,48,113,65,18.6142,1.0301,1.4601
afl-player-v1-6dc14b7a0d0df05565c8,Shai Bolton,GEN_FWD,2392,227,-2165,-90.51,80,530,450,20.9139,2.7468,1.4988
afl-player-v1-172361cf97bb47a65030,Hayden Young,MID,2634,498,-2136,-81.09,66,281,215,9.564,0.5292,1.4194
afl-player-v1-6cade3f7f33048badf28,Connor O'Sullivan,KEY_DEF,2996,865,-2131,-71.13,57,157,100,3.2492,0.45,0.6729
afl-player-v1-4f35404527e341d9abbc,Jack Ginnivan,GEN_FWD,2189,86,-2103,-96.07,87,678,591,8.4328,1.1076,1.481
afl-player-v1-efc436310b95720f2faf,Jack Sinclair,GEN_DEF,3167,1171,-1996,-63.02,53,110,57,34.2377,2.706,1.4999
afl-player-v1-945c3ad0f520c0dd489a,Shannon Neale,KEY_FWD,2409,424,-1985,-82.4,79,332,253,7.2965,1.101,1.3939
afl-player-v1-ab3fe74846e344f27891,Harvey Thomas,GEN_FWD,2312,338,-1974,-85.38,84,407,323,5.4139,0.7111,1.2528
afl-player-v1-03ee55a3db4377aa7023,Connor Rozee,MID,2988,1049,-1939,-64.89,58,129,71,17.9964,0.9959,1.4974
afl-player-v1-02380b2ddf7c0a01c83c,George Wardlaw,MID,3124,1191,-1933,-61.88,55,108,53,2.0638,0.1142,0.4466
afl-player-v1-d06df65863958adcd922,Darcy Wilson,GEN_FWD,2427,504,-1923,-79.23,76,278,202,4.1637,0.5469,0.9635
afl-player-v1-fcb11713300f463bd31a,Josh Battle,KEY_DEF,2390,472,-1918,-80.25,81,301,220,16.2557,2.2514,1.4987
afl-player-v1-a79de63b596184ec6aa8,Max Hall,GEN_FWD,2138,227,-1911,-89.38,90,529,439,14.2658,1.8737,1.2425
afl-player-v1-92c19d79435c34d4b286,Trent Rivers,GEN_DEF,2114,203,-1911,-90.4,96,553,457,3.8721,0.306,0.9592
afl-player-v1-a9a8e85ed38f1ce4e94f,John Noble,GEN_DEF,2583,674,-1909,-73.91,69,210,141,23.5426,1.8607,1.4971
afl-player-v1-8386ecd55aded8f8e1ab,Luke Davies-Uniacke,MID,3620,1718,-1902,-52.54,36,55,19,26.9667,1.4923,1.4972
afl-player-v1-d7dc302f0061f9c3a6a3,Josh Rachele,GEN_FWD,2123,228,-1895,-89.26,94,527,433,5.6782,0.7458,1.399
afl-player-v1-a0c3571f3dfb3a833c8f,Harley Reid,MID,3468,1586,-1882,-54.27,44,68,24,3.625,0.2006,0.8435
